address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,trailingEps,lastSplitFactor,lastSplitDate,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,grossMargins,ebitdaMargins,operatingMargins,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,regularMarketChangePercent,regularMarketPrice,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,cryptoTradeable,shortName,longName,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,hasPrePostMarketData,firstTradeDateMilliseconds,trailingPegRatio
Vålerveien 180,Moss,1599,Norway,https://acenta.group,Engineering & Construction,engineering-construction,Engineering & Construction,Industrials,industrials,Industrials,"Acenta As operates as a specialty retail company. The company was incorporated in 2013 and is based in Moss, Norway. Acenta As operates as a subsidiary of Plan Investor AS.","[{'maxAge': 1, 'name': 'Mr. Hakan  Tollefsen', 'age': 52, 'title': 'CEO & Director', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Erik  Tjelta', 'age': 47, 'title': 'Chief Financial Officer', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Carsten  Johansen', 'title': 'Managing Director for Global Operations', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Filippa  Vial', 'title': 'Head of Sales & Administration', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ella  Dahllof', 'title': 'Head of E-Commerce & Digital Ppartnerships', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,7.4,7.24,7.0,7.28,7.4,7.24,7.0,7.28,1494374400,0.0,4230,4230,2668,3092,3092,7.0,7.28,30127844,6.25,39.75,8.5116,11.11885,0.0,0.0,SEK,False,0.0,467896,0.0,0.0,4138440,-832.87,1:1250,1741305600,-0.7826087,0.10611236,EQUITY,7.28,none,0.0,0.0,0.0,PADEL.ST,en-US,US,Equity,Delayed Quote,True,HIGH,CLOSED,-1.6216199,7.28,[],1752852594,STO,finmb_686158297,Europe/Stockholm,CEST,7200000,se_market,False,False,Acenta Group AB,Acenta Group AB,-0.119999886,7.0 - 7.28,Stockholm,2668,1.0300002,0.16480003,6.25 - 39.75,-32.47,-0.8168554,-78.26087,-832.87,-1.2315993,-0.14469658,-3.8388495,-0.345256,15,0,False,1412233200000,
