address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,shortName,longName,trailingPegRatio
Jönköpingsvägen 21,Box 14,Tenhult,561 06,Sweden,46 36 39 37 00,https://www.kabe.se,Recreational Vehicles,recreational-vehicles,Recreational Vehicles,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"KABE Group AB (publ.), together with its subsidiaries, engages in the construction and sale of caravans and motorhomes and camping accessories in Sweden, the United Kingdom, Poland, and Europe. The company operates in three segments: Caravans and Motorhomes, Accessories, and Other. It offers products under the KABE, Adria, Sun Living, Coachman, Affinity, Easy Camper, and KAMA Fritid brand names. The company distributes and sells its products through independent dealerships. The company was formerly known as KABE AB (publ.) and changed its name to KABE Group AB (publ.) in July 2018. KABE Group AB (publ.) was founded in 1957 and is based in Tenhult, Sweden.",815,"[{'maxAge': 1, 'name': 'Mr. Alf  Ekström', 'age': 68, 'title': 'CEO, President, Member of the Management Board & Director', 'yearBorn': 1956, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Jacob  Westesson', 'age': 49, 'title': 'CFO, Secretary of the Board & Member of Management Board', 'yearBorn': 1975, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Mikael  Blomqvist', 'age': 43, 'title': 'Member of Management Board', 'yearBorn': 1981, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jonas  Tidqvist', 'age': 55, 'title': 'Member of the Management Board', 'yearBorn': 1969, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Johan  Skogeryd', 'age': 47, 'title': 'Member of Management Board', 'yearBorn': 1977, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",9,10,4,9,8,1748736000,1735603200,[],86400,2,249.5,249.0,245.5,249.0,249.5,249.0,245.5,249.0,4.0,1.6,1762905600,0.4703,3.1,0.506,14.512338,920,920,1513,1886,1886,247.5,249.5,0,0,2218544128,225.75,375.0,0.6004179,245.273,280.004,4.0,0.016032064,SEK,False,2215500032,0.04141,5336370,8400000,0.82077,0.20402999,9091280,197.0,1.2538071,1735603200,1767139200,1743379200,-0.621,153000000,17.02,2:1,1118102400,0.6,11.022,-0.32201087,0.10611236,2.0,1762905600,EQUITY,247.0,none,134000000,14.889,201000000,104000000,1.221,2.565,3695000064,5.866,410.556,0.03521,0.08796,487000000,-139750000,-84000000,-0.621,-0.096,0.1318,0.0544,0.0304,SEK,KABE-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,[],1752506973,STO,finmb_9829913,Europe/Stockholm,CEST,7200000,se_market,False,-1.002004,247.0,PREPRE,17.02,1.727005,0.0070411544,-33.003998,-0.117869735,15,0,False,False,946886400000,-2.5,245.5 - 249.0,Stockholm,1513,21.25,0.09413067,225.75 - 375.0,-128.0,-0.34133333,-32.201088,1755860340,1755860340,1755860340,False,KABE Group AB ser. B,KABE Group AB (publ.),
