address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,marketState,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,trailingPegRatio
Västertorpsvägen 135,Hägersten,129 44,Sweden,46 87 94 03 70,https://www.saltxtechnology.com,Specialty Industrial Machinery,specialty-industrial-machinery,Specialty Industrial Machinery,Industrials,industrials,Industrials,"SaltX Technology Holding AB (publ) engages in the development and sale of sustainable technology in Sweden. The company offers electric arc calciner, a technology where fossil-driven heating is replaced with renewable electricity and separate the CO2 emissions released during the heating process. Its technology is used in quicklime, cement production, energy storage, and carbon dioxide capture, as well as in production of aluminum and magnesium. The company was founded in 2001 and is headquartered in Hägersten, Sweden.",20,"[{'maxAge': 1, 'name': 'Ms. Lina  Jorheden', 'age': 42, 'title': 'Chief Executive Officer', 'yearBorn': 1982, 'fiscalYear': 2024, 'totalPay': 892000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Harald  Bauer', 'age': 67, 'title': 'Chief Financial Officer', 'yearBorn': 1957, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Lars  Croon', 'age': 62, 'title': 'Chief Technology Officer', 'yearBorn': 1962, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Stefan  Krafft', 'title': 'Head of Marketing', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Eric  Jacobson', 'age': 33, 'title': 'Chief Commercial Officer', 'yearBorn': 1991, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Magnus  Ekblad', 'age': 41, 'title': 'Chief Product Officer', 'yearBorn': 1983, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,6.1,6.1,5.8,6.16,6.1,6.1,5.8,6.16,0.0,1.46,386015,386015,439581,982610,982610,5.83,5.87,0,0,1039428736,2.79,6.48,35.4391,4.5304,4.1188,0.0,0.0,SEK,False,891100352,-1.9942,122256100,178596000,0.25059,0.16354999,178596000,0.533,10.919325,1735603200,1767139200,1743379200,-58490000,-0.32,30.382,-22.98,0.42694068,0.10611236,EQUITY,5.82,none,7396000,0.041,-38778000,23376000,0.139,0.46,29330000,24.562,0.16,-0.21497,-0.55329,-27468000,-8144875,-58103000,-0.983,-0.93652,-1.32213,-70.82353,SEK,SALT-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,SaltX Technology Holding AB ser,SaltX Technology Holding AB (publ),CLOSED,False,1429686000000,-0.27999973,5.8 - 6.16,Stockholm,[],1752852573,STO,finmb_2520438,Europe/Stockholm,CEST,7200000,se_market,False,-4.5901594,5.82,439581,3.0300002,1.0860215,2.79 - 6.48,-0.65999985,-0.10185183,42.69407,-0.32,1.2896004,0.2846549,1.7012,0.41303292,15,0,False,
