address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,longName,regularMarketChangePercent,regularMarketPrice,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,shortName,marketState,corporateActions,regularMarketTime,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
BOX 11025,Stockholm,100 61,Sweden,https://www.deseniogroup.com,Internet Retail,internet-retail,Internet Retail,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Desenio Group AB (publ), an e-commerce company, provides affordable wall art in Sweden, Germany, France, the Netherlands, Great Britain, rest of Europe, the United States, and internationally. The company offers various designs of posters, art prints, and frames, as well as accessories, such as mat boards, picture ledges, art clips, and phone covers. The company was founded in 2008 and is based in Stockholm, Sweden.",105,"[{'maxAge': 1, 'name': 'Mr. Erik  Flinck', 'age': 44, 'title': 'Deputy Chairman of the Board & Interim CEO', 'yearBorn': 1980, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Johan  Roslund', 'age': 37, 'title': 'Chief Financial Officer', 'yearBorn': 1987, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Johan  Hahnel', 'title': 'Head of IR', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Peter  Nee', 'age': 46, 'title': 'Chief Sales Officer', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Amanda  Rietz', 'age': 33, 'title': 'Chief People & Culture Officer', 'yearBorn': 1991, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Michael D. Kurlancheek', 'age': 37, 'title': 'Chief Commercial Officer & GM of North America', 'yearBorn': 1987, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,0.12,0.12,0.1185,0.125,0.12,0.12,0.1185,0.125,0.0,2.803,1.3333333,324459,324459,1053658,793935,793935,0.12,0.1245,390596416,0.109,0.54,0.46873447,0.1318,0.2273125,0.0,0.0,SEK,False,566641216,-0.036960002,900657802,981857024,0.053990003,0.0833,3254970112,0.122,0.9836065,1735603200,1767139200,1743379200,-30800000,-0.07,0.09,0.68,8.912,-0.43699187,0.10611236,EQUITY,0.12,none,82900000,0.084,63583332,527300000,0.887,1.217,833299968,84.139,3.93,0.03422,-0.107489996,709000000,-36137500,-30500000,-0.1,0.85083,0.0763,-0.03398,SEK,DSNO.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Desenio Group AB (publ),0.0,0.12,0.1185 - 0.125,Stockholm,1053658,0.011,0.100917436,0.109 - 0.54,-0.42000002,-0.7777778,-43.69919,1752663540,1752663540,1752663540,1746000000,1746000000,False,-0.07,0.09,-0.011799999,-0.08952958,-0.10731251,-0.47209242,Desenio Group AB,CLOSED,[],1752851625,15,0,False,False,1614240000000,0.0,STO,finmb_704461194,Europe/Stockholm,CEST,7200000,se_market,False,
