maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,volume,regularMarketVolume,bid,ask,fiftyTwoWeekLow,fiftyTwoWeekHigh,currency,tradeable,quoteType,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,regularMarketChange,regularMarketDayRange,fullExchangeName,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,sourceInterval,exchangeDataDelayedBy,marketState,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,cryptoTradeable,corporateActions,shortName,trailingPegRatio
86400,2,9.35,9.75,9.35,9.35,9.35,9.75,9.35,9.35,512,512,8.9,9.3,9.35,9.35,SEK,False,EQUITY,HEGR-BTU.ST,en-US,US,Equity,Delayed Quote,True,HIGH,0.0,9.35,False,0.0,9.35 - 9.35,Stockholm,0.0,0.0,9.35 - 9.35,0.0,0.0,15,0,PREPRE,1751897056,STO,finmb_222922268,Europe/Stockholm,CEST,7200000,se_market,False,False,[],Hedera Group AB BTU,
