address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,cryptoTradeable,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,priceToBook,sourceInterval,exchangeDataDelayedBy,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,trailingPegRatio
Nybrogatan 6,Stockholm,114 34,Sweden,https://www.rightbridge.se,Asset Management,asset-management,Asset Management,Financial Services,financial-services,Financial Services,"RightBridge Ventures Group AB (publ) is a private equity and venture capital firm, focusing on investments in gaming and eSport sectors. The firm can take both majority and minority stakes. RightBridge Ventures was incorporated in 2016 and is based in Östermalm, Sweden.","[{'maxAge': 1, 'name': 'Mr. Claes  Kalborg', 'age': 62, 'title': 'Chief Executive Officer', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,0.0096,0.0096,0.0092,0.01,0.0096,0.0096,0.0092,0.01,0.0,1.72,18760769,18760769,101980720,161272328,161272328,0.0094,0.0098,13643560,0.0014,0.09,10.33603,0.010252,0.011139,0.0,0.0,SEK,False,34579892,0.0,885948032,0.25651,0.17547001,1392199936,-0.02,1735603200,1767139200,1735603200,-15966000,-0.11,11:10,1679443200,26.197,-3.221,-0.4234234,0.10611236,EQUITY,0.0098,none,528000,0.001,-10736000,12882000,0.111,0.116,1320000,0.002,-1.31925,1306000,-6705625,-14337000,-0.435,0.98939,0.0,-3.45857,SEK,RIGHTB.ST,en-US,US,Equity,Delayed Quote,True,HIGH,False,RightBridge Ventures Group AB,RightBridge Ventures Group AB (publ),False,1666335600000,0.00019999966,0.0092 - 0.01,Stockholm,101980720,0.008400001,6.0000005,0.0014 - 0.09,-0.0802,-0.8911111,-42.342342,-0.11,-0.00045199972,-0.04408893,-0.0013389997,-0.120208256,-0.49,15,0,[],1752766196,STO,finmb_665643229,Europe/Stockholm,CEST,7200000,se_market,False,2.0833297,0.0098,PREPRE,
