address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,cryptoTradeable,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,marketState,shortName,longName,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,trailingPegRatio
Box 17006,Stockholm,104 62,Sweden,46 84 42 44 40,https://www.hebafast.se,Real Estate Services,real-estate-services,Real Estate Services,Real Estate,real-estate,Real Estate,"Heba Fastighets AB (publ) develops, owns, and manages housing and community properties in the Stockholm region and the Mälardalen Valley. Heba Fastighets AB (publ) was incorporated in 1952 and is based in Stockholm, Sweden.",43,"[{'maxAge': 1, 'name': 'Mr. Patrik  Emanuelsson', 'age': 58, 'title': 'CEO & President', 'yearBorn': 1966, 'fiscalYear': 2024, 'totalPay': 5840000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Hanna  Franzén', 'age': 47, 'title': 'Chief Financial Officer', 'yearBorn': 1977, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Eva  Wase', 'age': 55, 'title': 'Head of Communications', 'yearBorn': 1969, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Ulrika  Thorildsson', 'age': 56, 'title': 'Head of Property', 'yearBorn': 1968, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Henrik  Fernström', 'age': 40, 'title': 'Head of Property Development', 'yearBorn': 1984, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Andrea  Uggla', 'age': 31, 'title': 'Acting Sustainability Manager & Financial Economist', 'yearBorn': 1993, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,30.35,30.45,30.2,30.6,30.35,30.45,30.2,30.6,0.52,1.64,1745539200,0.4483,1.5,1.46,21.0,22.226278,152708,152708,400716,129247,129247,30.35,30.45,0,0,4986340352,23.95,38.35,8.270154,31.429,30.92475,0.52,0.017133443,SEK,False,11449404416,0.3189,87401318,144546000,0.53161,0.08823,166488992,38.307,0.7948939,1735603200,1767139200,1743379200,192275008,1.45,1.37,2:1,1652832000,18.99,28.009,-0.11259258,0.10611236,0.52,1745539200,EQUITY,30.45,none,19100000,0.116,408774016,6234200064,0.009,0.05,602931968,95.852,3.652,0.01853,0.02981,444321984,63506124,216792000,0.522,0.73694,0.67797995,0.63636,SEK,HEBA-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,False,[],1752852595,STO,finmb_9206345,Europe/Stockholm,CEST,7200000,se_market,False,0.32949054,30.45,False,946886400000,0.10000038,30.2 - 30.6,Stockholm,400716,6.5,0.27139875,23.95 - 38.35,-7.8999977,-0.20599735,-11.259258,CLOSED,Heba Fastighets AB ser. B,Heba Fastighets AB (publ),1752075000,1752075000,1752075000,False,1.45,1.37,-0.9790001,-0.031149577,-0.4747486,-0.015351737,15,0,
