address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,trailingPegRatio
Lilla Nygatan 7,Malmö,211 38,Sweden,46 1 05 22 06 90,https://www.acrinova.se,Real Estate - Diversified,real-estate-diversified,Real Estate - Diversified,Real Estate,real-estate,Real Estate,"Acrinova AB (publ) owns, develops, and manages real estate properties in Sweden. Its property portfolio includes residence, shop, preschool, gym, commerce, industrial and commercial premises, office, warehouse, production, restaurant, and cafe properties. The company was incorporated in 2014 and is headquartered in Malmö, Sweden.",8,"[{'maxAge': 1, 'name': 'Mr. Ulf  Wallen', 'age': 55, 'title': 'Chief Executive Officer', 'yearBorn': 1969, 'fiscalYear': 2024, 'totalPay': 3466000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Weronica  Greberg', 'age': 46, 'title': 'Chief Financial Officer', 'yearBorn': 1978, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Stephanie  Lilja', 'age': 36, 'title': 'Marketing & Sustainability Manager', 'yearBorn': 1988, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,12.6,12.65,12.6,12.65,12.6,12.65,12.6,12.65,0.7,5.41,1746576000,0.3614,3.38,0.347,16.325302,210,210,5078,3179,3179,12.6,13.55,909893376,7.75,14.85,5.7798166,12.647,10.49348,0.4,0.03174603,SEK,False,1808348672,0.36192,38822843,23749600,0.45503,0.25742,69291104,14.371,0.94287103,1735603200,1767139200,1743379200,10.368,56975000,0.83,2:1,1616025600,11.487,20.379,0.21844661,0.10611236,0.7,1746576000,EQUITY,13.55,none,101536000,1.481,88733752,1021953024,0.386,0.44,157426000,103.714,2.296,0.026099999,0.058909997,107055000,12794250,62579000,10.368,0.065,0.68003,0.56365,0.5394,SEK,ACRI-A.ST,en-US,US,Equity,Delayed Quote,True,HIGH,CLOSED,0.9499998,12.6 - 12.65,Stockholm,5078,5.8,0.7483871,7.75 - 14.85,-1.3000002,-0.0875421,21.844662,0.83,0.9029999,0.07140032,3.0565205,0.29127806,15,0,False,[],1752852774,STO,finmb_279839441,Europe/Stockholm,CEST,7200000,se_market,False,7.5396805,13.55,Acrinova AB ser. A,Acrinova AB (publ),False,1425283200000,
