address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,hasPrePostMarketData,firstTradeDateMilliseconds,shortName,longName,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
LOefstrOems AllE 5,Sundbyberg,172 66,Sweden,https://cheffelo.com,Food Distribution,food-distribution,Food Distribution,Consumer Defensive,consumer-defensive,Consumer Defensive,"Cheffelo AB (publ) engages in the supply and delivery of meal kits to various customers in Sweden, Norway, and Denmark. The company operates under the Linas Matkasse, Godtlevert, Adams Matkasse, and RetNemt brand names. The company was formerly known as LMK Group AB (publ) and changed its name to Cheffelo AB (publ) in October 2023. The company was founded in 2008 and is headquartered in Sundbyberg, Sweden.",403,"[{'maxAge': 1, 'name': 'Mr. Walker J. Kinman', 'age': 49, 'title': 'Chief Executive Officer', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Erik  Bergman', 'age': 42, 'title': 'Chief Financial Officer', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Vibeke  Amundsen', 'age': 56, 'title': 'Chief Operating Officer', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Anton  Nytorp', 'age': 36, 'title': 'Chief Technology Officer', 'yearBorn': 1988, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Peter  Bodor', 'title': 'Communications & Sustainability Manager', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Claes  Stenfeldt', 'age': 56, 'title': 'Chief Customer Officer', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Klaus Toft Norgaard', 'age': 60, 'title': 'Chief Business Development Officer', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Adam  Bjorklund', 'title': 'Chief Growth Officer', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,48.75,48.7,47.8,49.15,48.75,48.7,47.8,49.15,3.32,6.26,1745539200,0.546,0.44,14.723927,17.843866,34391,34391,70776,91634,91634,48.0,48.35,684096000,23.0,56.3,0.6186799,50.597,35.58375,3.32,0.06810256,SEK,False,646658368,0.03833,6465448,13020400,0.5092,0.14152999,14252000,35.333,1.3585033,1735603200,1767139200,1743379200,1.617,42385000,3.26,2.69,0.585,9.132,0.9477912,0.10611236,3.32,1745539200,EQUITY,48.0,63.0,43.0,56.0,62.0,none,3,132630000,10.461,70811000,107323000,1.0,1.119,1105735040,23.958,87.21,0.04245,0.094919994,258830000,44589500,79015000,1.553,0.165,0.23408002,0.06404,0.06103,SEK,CHEF.ST,en-US,US,Equity,Delayed Quote,True,HIGH,3.26,2.69,3.62526,13.240429,-2.5970001,-0.051327158,12.416248,0.34893027,15,0,False,-0.75,47.8 - 49.15,Stockholm,70776,25.0,1.0869565,23.0 - 56.3,-8.299999,-0.1474245,94.77912,False,1695625200000,Cheffelo AB,Cheffelo AB (publ),[],1752852283,STO,finmb_707992492,Europe/Stockholm,CEST,7200000,se_market,False,CLOSED,-1.5384616,48.0,
