address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,hasPrePostMarketData,firstTradeDateMilliseconds,shortName,longName,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
Birger Jarlsgatan 61,Box 7731,Stockholm,103 95,Sweden,46 8 20 92 08,https://www.starbreeze.com,Electronic Gaming & Multimedia,electronic-gaming-multimedia,Electronic Gaming & Multimedia,Communication Services,communication-services,Communication Services,"Starbreeze AB (publ) develops, publishes, and distributes PC and console games in Europe and North America. The company operates through Game Sales, 3rd Party Publishing, Licenses, and Other segments. It offers its games under the PAYDAY brand. The company was incorporated in 1998 and is headquartered in Stockholm, Sweden.",174,"[{'maxAge': 1, 'name': 'Mr. Adolf  Kristjansson', 'age': 51, 'title': 'Chief Executive Officer', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Mats  Juhl', 'age': 51, 'title': 'Chief Financial Officer', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Egil  Strunke', 'age': 59, 'title': 'Chief Operating Officer', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Martin  Melbi', 'title': 'Corporate Communications & Investor Relations Manager', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. André  Persson', 'age': 44, 'title': 'Chief Marketing Officer', 'yearBorn': 1980, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mikael  Eyewood', 'title': 'Head of Quality Assurance', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Wendy  Young', 'title': 'Head of Operations', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,0.222,0.211,0.21,0.222,0.222,0.211,0.21,0.222,0.0,1.454,63332,63332,75495,68074,68074,0.213,0.214,0,0,316953280,0.185,0.445,1.6096026,0.27176,0.2469075,0.0,0.0,SEK,False,282773184,-1.6413001,1053182384,142262000,0.62201,0.00782,1481090048,0.38,0.5631579,1735603200,1767139200,1743379200,-323193984,-0.23,1.436,-0.831,-0.25625002,0.10611236,EQUITY,0.214,none,130100000,0.088,-340159008,54020000,1.816,2.2,196914000,9.632,0.133,-0.21121,-0.45161,-210700992,-252722624,-25222000,0.195,-1.07002,-1.7274499,-0.22073999,SEK,STAR-A.ST,en-US,US,Equity,Delayed Quote,True,HIGH,1755617400,1755617400,1755617400,1747123200,1747123200,False,-0.23,-0.057759985,-0.21254043,-0.0329075,-0.13327865,15,0,False,-0.008000001,0.21 - 0.222,Stockholm,75495,0.029,0.15675674,0.185 - 0.445,-0.23099999,-0.5191011,-25.625002,False,1434006000000,Starbreeze AB ser. A,Starbreeze AB (publ),[],1752852597,STO,finmb_9329286,Europe/Stockholm,CEST,7200000,se_market,False,CLOSED,-3.603604,0.214,
