address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,forwardPE,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,shortName,longName,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,trailingPegRatio
Polhemsplatsen 5-7,Gothenburg,411 12,Sweden,https://the-albertgroup.com/uk,Software - Application,software-application,Software - Application,Technology,technology,Technology,"eEducation Albert AB (publ) develops and markets digital educational services on a subscription basis to private individuals and schools in Sweden and internationally. The company operates an application-based education platform for children aged 3-16 years. It offers various educational services to younger aged from 1-9 years, as well as older children in the age 10-16 years in subjects, such as Mathematics, English, Geography, Code, and Reading and Writing. The company was incorporated in 2015 and is headquartered in Gothenburg, Sweden.",89,"[{'maxAge': 1, 'name': 'Mr. Salman  Eskandari', 'age': 37, 'title': 'Co-Founder', 'yearBorn': 1987, 'fiscalYear': 2020, 'totalPay': 595671, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Arta  Mandegari', 'age': 38, 'title': 'Co-Founder', 'yearBorn': 1986, 'fiscalYear': 2020, 'totalPay': 595671, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Fredrik  Bengtsson', 'age': 50, 'title': 'Chief Executive Officer', 'yearBorn': 1974, 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Katarina  Strivall', 'age': 52, 'title': 'Group Chief Financial Officer', 'yearBorn': 1972, 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Hakan  Malm', 'age': 47, 'title': 'Vice President of Technology', 'yearBorn': 1977, 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': '.  Malin', 'title': 'Head of Talent & Employer Brand', 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Patrik  Borggren', 'age': 54, 'title': 'CEO of Swedish Film AB', 'yearBorn': 1970, 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}]",1609372800,[],86400,4,3.06,3.14,3.1,3.14,3.06,3.14,3.1,3.14,0.0,-0.145,4752,4752,17560,12337,12337,3.03,3.1,77899584,2.23,4.76,0.42612556,3.2142,3.19935,0.0,0.0,SEK,False,37117452,-2.5409834,-0.53583,15806591,25128900,0.40669,0.15974,25461800,3.497,0.8864741,1735603200,1767139200,1743379200,-97954000,-3.9,0.203,-0.472,-0.23456788,0.12969577,EQUITY,3.1,5.55,5.55,5.55,5.55,none,1,55365000,2.203,-78683000,7798000,0.684,0.817,182808992,8.874,7.275,-0.26769,-0.72459,90598000,-15355750,-20152000,-0.043,0.49558997,-0.43041,-0.50571996,SEK,ALBERT.ST,en-US,US,Equity,Delayed Quote,True,HIGH,0.8699999,0.39013448,2.23 - 4.76,-1.6600003,-0.34873953,-23.456787,-3.9,-1.31,-2.3664122,-0.114200115,-0.03552987,-0.099350214,-0.031053249,15,0,eEducation Albert AB,eEducation Albert AB (publ),False,False,1633071600000,0.03999996,3.1 - 3.14,Stockholm,17560,[],1752675383,STO,finmb_331388005,Europe/Stockholm,CEST,7200000,se_market,False,1.3071884,3.1,PREPRE,
