address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,cryptoTradeable,shortName,longName,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,trailingPegRatio
2 Hill Street,2nd floor,Saint Helier,JE2 4UA,Jersey,44 15 3451 3100,https://coinshares.com,Capital Markets,capital-markets,Capital Markets,Financial Services,financial-services,Financial Services,"CoinShares International Limited engages in the creating financial products with digital assets and blockchain technology business in Jersey. It operates through three segments: Asset Management, Capital Markets, and Principal Investments. The company offers CoinShares Physical, CoinShares Valkyrie, CoinShares XBT, and The Blockchain Global Equity Index products. It also provides hedge fund solutions, indices, venture services, and capital markets services. The company was formerly known as Global Advisors (Holdings) Limited and changed its name to CoinShares International Limited in June 2020. CoinShares International Limited was incorporated in 2008 and is headquartered in Saint Helier, Jersey.",91,"[{'maxAge': 1, 'name': 'Mr. Jean-Marie  Mognetti', 'age': 40, 'title': 'Co-Founder, CEO & Director', 'yearBorn': 1984, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Richard  Nash', 'age': 40, 'title': 'Chief Financial Officer', 'yearBorn': 1984, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Benoit  Pellevoizin', 'title': 'Head of Marketing & Communications', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Pierre  Porthaux', 'title': 'Head of Quantitative Research & Development', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Lewis  Fellas', 'title': 'Head of Hedge Fund Solutions', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,115.4,116.0,116.0,119.0,115.4,116.0,116.0,119.0,3.88,3.93,1759104000,0.50810003,0.781,37.571884,1.391716,112508,112508,92480,97583,97583,117.4,117.8,7800466944,47.25,119.0,84.357956,96.006,80.77425,0.0,0.0,SEK,False,6474528256,0.93511003,13784695,66330500,0.85357004,0.03899,66330500,6.33,18.5782,1735603200,1767139200,1743379200,-0.431,86468696,3.13,84.5,70.019,-8.826,0.9533334,0.10611236,0.075,1766966400,EQUITY,117.6,138.25241,93.16588,113.8996,110.280624,none,3,57052248,0.871,-733594944,50447516,0.014,1.093,92468656,12.161,1.391,-0.10273,0.25127,78825240,-566149312,135260320,-0.45,0.21,0.85245,0.0,-32.260868,GBP,CS.ST,en-US,US,Equity,Delayed Quote,True,HIGH,[],1752852590,STO,finmb_699502574,Europe/Stockholm,CEST,7200000,se_market,False,1.9064099,117.6,CLOSED,False,CoinShares International Ltd,CoinShares International Limited,Stockholm,92480,70.35,1.4888889,47.25 - 119.0,-1.4000015,-0.011764719,95.333336,1754375400,1754375400,1754375400,1747144800,1747144800,False,3.13,84.5,1.296,90.74074,21.594002,0.22492346,36.825752,0.45590958,15,0,False,1615449600000,2.199997,116.0 - 119.0,
