address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,shortName,longName,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,trailingPegRatio
Lilla Bommen 2,Gothenburg,411 04,Sweden,https://www.seatwirl.com,Specialty Industrial Machinery,specialty-industrial-machinery,Specialty Industrial Machinery,Industrials,industrials,Industrials,"SeaTwirl AB (publ) develops and sells floating wind turbines. The company was founded in 2012 and is based in Gothenburg, Sweden.",13,"[{'maxAge': 1, 'name': 'Mr. Johan  Sandberg', 'title': 'Chief Executive Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Mats  Hult', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jonas  Bostrom', 'title': 'Chief Technology Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Roger  Cederberg Ph.D.', 'age': 72, 'title': 'Senior Advisor', 'yearBorn': 1952, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jens  Tommerup', 'title': 'Senior Advisor', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,40.2,40.9,40.7,44.5,40.2,40.9,40.7,44.5,0.0,0.7,35354,35354,52266,53970,53970,43.0,43.6,0,0,255184400,5.15,73.6,53.770496,33.691,15.03355,0.0,0.0,SEK,False,282490944,0.0,4550780,5839460,0.47708,0.027390001,6385490,21.067,2.0743344,1735603200,1767139200,1743379200,-18075446,-3.01,59.524,-13.966,2.2773724,0.10611236,EQUITY,43.7,none,41437244,6.925,-20226532,821394,3.519,3.599,4745807,0.652,0.793,-0.08569,-0.13439,4745807,-18051012,-17161848,-0.694,1.0,0.0,-5.66109,SEK,STW.ST,en-US,US,Equity,Delayed Quote,True,HIGH,CLOSED,SeaTwirl AB,SeaTwirl AB (publ),1601636340,1601636340,-3.01,10.008999,0.29708225,28.66645,1.9068317,15,0,False,8.706468,43.7,False,1482393600000,3.5,40.7 - 44.5,Stockholm,52266,38.55,7.4854364,5.15 - 73.6,-29.899998,-0.40624997,227.73724,[],1752852583,STO,finmb_216025039,Europe/Stockholm,CEST,7200000,se_market,False,
