address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,grossProfits,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,regularMarketChangePercent,regularMarketPrice,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,shortName,hasPrePostMarketData,firstTradeDateMilliseconds,cryptoTradeable,trailingPegRatio
Mailbox 692,Stockholm,11411,Sweden,46 7 33 11 01 21,https://www.hacksawgroup.com,Electronic Gaming & Multimedia,electronic-gaming-multimedia,Electronic Gaming & Multimedia,Communication Services,communication-services,Communication Services,"Hacksaw AB (publ) operates as a B2B technology platform and game development company. It develops and distributes games comprising digital slots, scratch cards, and instant win games for private and state-owned iGaming operators, as well as develops remote gaming servers. The company was incorporated in 2017 and is based in Stockholm, Sweden.",166,"[{'maxAge': 1, 'name': 'Mr. Christoffer  Kallberg', 'age': 41, 'title': 'Group Chief Executive Officer', 'yearBorn': 1983, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Marcus  Cordes', 'age': 34, 'title': 'Operational Chief Executive Officer', 'yearBorn': 1990, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Per  Alnefelt', 'age': 64, 'title': 'Group Chief Financial Officer', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Gabriel  Fenech', 'age': 30, 'title': 'Chief Technology Officer', 'yearBorn': 1994, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Darren Luke Camilleri Mizzi', 'age': 30, 'title': 'Chief Legal Officer', 'yearBorn': 1994, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Philippa  Gregory', 'age': 32, 'title': 'Chief Compliance Officer', 'yearBorn': 1992, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,78.5,78.5,78.4,80.1,78.5,78.5,78.4,80.1,0.0,20.92932,525189,525189,2363107,512724,512724,79.55,79.7,23098832896,71.1,86.5,148.31758,76.24286,76.24286,4.086,0.052050956,SEK,False,21940951040,0.626,245720158,288916000,0.0,0.110410005,291049984,0.116,689.2241,1735603200,1767139200,1743379200,0.27,97493000,3.82,140.883,167.372,0.013333321,0.10611236,EQUITY,79.95,none,26424000,0.091,131091000,2991000,1.506,2.127,155739008,7.405,0.638,150903008,125901000,0.283,0.708,0.96895,0.84174,0.82919997,EUR,HACK.ST,en-US,US,Equity,Delayed Quote,True,HIGH,[],1752852587,STO,finmb_709297609,Europe/Stockholm,CEST,7200000,se_market,False,CLOSED,1.8471298,79.95,1.449997,78.4 - 80.1,Stockholm,2363107,8.849998,0.12447256,71.1 - 86.5,-6.550003,-0.075722575,1.3333321,3.82,3.707138,0.048622757,3.707138,0.048622757,15,0,Hacksaw AB,False,1750834800000,False,
