address1,city,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,shortName,longName,trailingPegRatio
Kelliehousevägen 16,Ängelholm,Sweden,https://www.annehem.se,Real Estate Services,real-estate-services,Real Estate Services,Real Estate,real-estate,Real Estate,"Annehem Fastigheter AB operates as a property company in Sweden and Finland. The company owns and manages office, community service, and residential properties. It also offers lease agreements. Annehem Fastigheter AB was incorporated in 2019 and is headquartered in Ängelholm, Sweden.",19,"[{'maxAge': 1, 'name': 'Ms. Monica  Fallenius', 'age': 52, 'title': 'Chief Executive Officer', 'yearBorn': 1972, 'fiscalYear': 2024, 'totalPay': 5111800, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Adela  Colakovic', 'age': 36, 'title': 'Chief Financial Officer', 'yearBorn': 1988, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Gustav  Eriksson', 'age': 38, 'title': 'Head of Property Management Region', 'yearBorn': 1986, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Christin  Hertzberg', 'age': 43, 'title': 'Head of Sustainability', 'yearBorn': 1981, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,16.5,16.6,16.5,16.82,16.5,16.6,16.5,16.82,0.0,1.404,1.1021752,13.375999,72985,72985,58862,13733,13733,16.52,16.76,1472042112,14.5,20.1,4.5210137,15.9808,16.33387,0.0,0.0,SEK,False,3688898048,0.12162,27058997,78192800,0.0,0.33278,90402704,29.539,0.56603134,1735603200,1767139200,1743379200,39600000,15.17,1.25,11.33,19.983,-0.12328768,0.10611236,EQUITY,16.72,20.0,20.0,20.0,20.0,3.0,hold,1,189700000,2.144,184600000,2438000128,1.79,1.79,325600000,93.467,3.679,0.02234,0.01523,243400000,84275000,152600000,0.007,0.74754,0.56695,0.54313,SEK,ANNE-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,CLOSED,False,1607673600000,0.21999931,16.5 - 16.82,Stockholm,58862,2.2199993,0.1531034,14.5 - 20.1,-3.380001,-0.16815926,-12.328768,1752749940,1752749940,1752749940,1746523800,1746523800,False,15.17,1.25,1.18,14.169492,0.73919964,0.046255484,0.38612938,0.023639798,15,0,3.0 - Hold,False,[],1752852067,STO,finmb_27163533,Europe/Stockholm,CEST,7200000,se_market,False,1.3333292,16.72,Annehem Fastigheter AB ser. B,Annehem Fastigheter AB,
