address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,trailingPegRatio
Bredbandsvägen 4,Box 516,Kristianstad,291 25,Sweden,46 44 20 70 00,https://www.bong.com,Packaging & Containers,packaging-containers,Packaging & Containers,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Bong AB (publ) provides light packaging and envelope products in Central Europe, South Europe, North Africa, Nordics, and the United Kingdom. The company offers light packaging products, such as expanders and pockets, which include kraft paper mailers, cushioned paper mailers, air bubble and all board mailers, corrugated packaging and flexible packaging for e-commerce and retail sectors, as well as manufactures and sells envelopes in various shapes and sizes. It also provides gift and carrier bag solutions for retail trade. In addition, the company offers solutions for distribution and packaging of information, advertising materials, and lightweight goods. The company offers its products under the e-Green, AirPro Green, AirPro, and Tyvek brands. Bong AB (publ) was founded in 1737 and is headquartered in Kristianstad, Sweden.",981,"[{'maxAge': 1, 'name': 'Mr. Kai  Steigleder', 'age': 61, 'title': 'Chief Executive Officer', 'yearBorn': 1963, 'fiscalYear': 2024, 'totalPay': 5108000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Carsten  Grimmer', 'age': 51, 'title': 'Chief Financial Officer', 'yearBorn': 1973, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",10,9,7,4,9,1748736000,1735603200,[],86400,4,0.698,0.698,0.684,0.718,0.698,0.698,0.684,0.718,1305244800,0.0,4.14,0.973,6.9199996,104098,104098,114755,225830,225830,0.684,0.692,0,0,150377824,0.63,0.9,0.07938148,0.71308,0.7589165,0.0,0.0,SEK,False,431058976,-0.00679,79541937,211204992,0.78549004,0.04721,217308992,2.528,0.27373415,1735603200,1767139200,1743379200,-0.667,-12861000,-0.13,0.1,0.228,9.313,-0.12342572,0.10611236,1.0,1305244800,EQUITY,0.692,none,90100000,0.427,46286000,363600000,0.552,1.161,1894369024,68.039,8.969,0.00884,-0.0242,303460992,6519000,33367000,-0.667,-0.039,0.16018999,0.024430001,0.02764,SEK,BONG.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Bong AB,Bong AB (publ),False,946886400000,-0.006000042,0.684 - 0.718,Stockholm,114755,0.061999977,0.09841266,0.63 - 0.9,-0.208,-0.23111112,-12.342572,1747220340,1752490740,1752840000,True,-0.13,0.1,-0.021080017,-0.029561926,-0.066916525,-0.08817376,15,0,False,[],1752754714,STO,finmb_2480533,Europe/Stockholm,CEST,7200000,se_market,False,-0.8596049,0.692,PREPRE,
