address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
Kullsgårdsvägen 18,Laholm,312 34,Sweden,46 43 01 34 40,https://www.premiumsnacksnordic.com,Packaged Foods,packaged-foods,Packaged Foods,Consumer Defensive,consumer-defensive,Consumer Defensive,"Premium Snacks Nordic AB (publ) engages in the development, manufacture, sale, import, and export of snacks under the Exotic Snacks and Gårdschips brand names in Sweden and internationally. It offers products ranging from natural and spicy nuts to chocolate dragées, licorice, Asian rice snacks, and exotic dried fruits, as well as potato chips. The company was formerly known as Rootfruit Scandinavia AB (publ) and changed its name to Premium Snacks Nordic AB (publ) in October 2020. Premium Snacks Nordic AB (publ) was incorporated in 2006 and is based in Laholm, Sweden.",70,"[{'maxAge': 1, 'name': 'Henrik  Strinning', 'age': 51, 'title': 'CEO & MD', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Peter Naslund Svartling', 'age': 51, 'title': 'Chief Financial Officer', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Hanna  Åhsberg', 'title': 'Administrative Manager', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Fredrik  Reling', 'title': 'Head of Customers & Sales', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,29.1,28.9,28.6,29.0,29.1,28.9,28.6,29.0,0.2,0.74,1747353600,0.0,1.113,34.0,11739,11739,34644,35946,35946,28.8,28.9,382974112,10.7,32.0,0.8140245,27.8,22.131,0.2,0.0068728523,SEK,False,399901632,0.02385,3870675,13251700,0.57616,0.06825,13352000,5.431,5.3213034,1735603200,1767139200,1743379200,0.564,11220000,0.85,0.85,13.378,1.4434783,0.10611236,0.2,1747353600,EQUITY,28.9,none,1183000,0.089,29893000,43290000,0.537,0.986,470470016,60.149,35.718,0.06506,0.16826999,194648000,5540375,16642000,0.588,0.157,0.41373003,0.063540004,0.04275,SEK,SNX.ST,en-US,US,Equity,Delayed Quote,True,HIGH,CLOSED,Premium Snacks Nordic AB,Premium Snacks Nordic AB (publ),False,1417420800000,-0.20000076,28.6 - 29.0,Stockholm,34644,18.2,1.7009346,10.7 - 32.0,-3.1000004,-0.09687501,144.34784,0.85,1.1000004,0.03956836,6.768999,0.30586052,15,0,False,[],1752851239,STO,finmb_172773964,Europe/Stockholm,CEST,7200000,se_market,False,-0.68728787,28.9,
