address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,longName,regularMarketTime,marketState,corporateActions,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,trailingPegRatio
Skeppargatan 27,Stockholm,114 52,Sweden,41 44 480 12 70,https://www.divio.com,Software - Application,software-application,Software - Application,Technology,technology,Technology,"Divio Technologies AB (publ) operates as a PaaS and cloud management software company. The company provides cloud management and managed cloud hosting, cloud infrastructure, cloudflare, application security, backups, cloudShift, and mirrors. It serves Switzerland, the Nordic countries, the United States, England, Holland, and Germany. The company was incorporated in 2016 and is based in Stockholm, Sweden.",15,"[{'maxAge': 1, 'name': 'Mr. Jon  Levin', 'age': 52, 'title': 'Chief Executive Officer', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Christian  Bertschy', 'age': 44, 'title': 'Founder & Director', 'yearBorn': 1980, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Lars Fredrik Wallmark', 'age': 46, 'title': 'Chief Financial Officer', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Joel  Burch', 'title': 'Chief Operating Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jonathan  Stoppani', 'age': 36, 'title': 'Chief Technology Officer', 'yearBorn': 1988, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Fredrik  Hansson', 'title': 'Chief Product Officer', 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,4,0.134,0.131,0.13,0.1335,0.134,0.131,0.13,0.1335,0.0,1.642,249669,249669,820498,353996,353996,0.1315,0.136,45040096,0.102,0.459,1.313084,0.16015,0.17358316,0.0,0.0,SEK,False,40148652,-0.38174,201071883,333089984,0.26459,0.01609,337379008,0.01,13.349999,1735603200,1767139200,1743379200,-13094000,-0.05,1.17,-9.633,0.2863636,0.10611236,EQUITY,0.1335,none,4419000,0.013,-4168000,0,0.433,0.433,34301000,0.142,-0.24110001,-5.83512,10914000,-11694500,-9575000,0.383,0.31818,-0.12151,-0.13626,SEK,DIVIO-B.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Divio Technologies AB ser. B,STO,finmb_560912518,Europe/Stockholm,CEST,7200000,se_market,False,Divio Technologies AB (publ),1752852245,CLOSED,[],-0.37314063,0.1335,False,1576656000000,-0.00050000846,0.13 - 0.1335,Stockholm,820498,0.031499997,0.3088235,0.102 - 0.459,-0.3255,-0.7091504,28.63636,-0.05,-0.026650012,-0.16640656,-0.04008317,-0.23091623,15,0,False,
