address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,epsForward,epsCurrentYear,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,shortName,longName,trailingPegRatio
FOerAendringens gata 10,Mölndal,431 53,Sweden,46 1 03 03 39 99,https://i-tech.se,Specialty Chemicals,specialty-chemicals,Specialty Chemicals,Basic Materials,basic-materials,Basic Materials,"I-Tech AB, a biotechnology company, develops, markets, and sells antifouling coating products in Sweden. The company offers Selektope, an organic, metal-free biocide used as a component in marine antifouling paints to prevent barnacles from settling on coated surfaces. It serves cleantech sector and marine paint industry. I-Tech AB was founded in 1990 and is based in Mölndal, Sweden.",11,"[{'maxAge': 1, 'name': 'Mr. Markus  Jönsson', 'age': 47, 'title': 'Chief Executive officer', 'yearBorn': 1977, 'fiscalYear': 2024, 'totalPay': 1558000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Magnus  Henell', 'title': 'CFO & Director of Operations', 'fiscalYear': 2024, 'totalPay': 779000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Per  Svensson', 'title': 'Sales & Marketing Director', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Cecilia  Ohlauson', 'title': 'Director Regulatory Affairs & Sustainability', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,110.0,109.5,109.0,117.0,110.0,109.5,109.0,117.0,1.0,1.0,1747353600,0.1974,1.148,29.868422,29.028131,35616,35616,31020,16491,16491,113.0,113.5,0,0,1361750272,36.8,117.0,6.8754086,98.782,73.377,1.0,0.009090909,SEK,False,1064682688,0.22566,8414873,11997800,0.32151002,0.39156,12166400,14.381,7.8923583,1735603200,1767139200,1743379200,0.694,44695000,3.8,3.91,5.376,18.86,1.5243902,0.10611236,1.0,1747353600,EQUITY,113.5,88.0,88.0,88.0,88.0,none,1,126163000,10.594,56453000,0,7.265,7.594,198060992,16.632,0.18035999,0.28316998,106959000,26100876,46693000,0.694,0.486,0.54003,0.28503,0.30139,SEK,ITECH.ST,en-US,US,Equity,Delayed Quote,True,HIGH,False,1527490800000,3.5,109.0 - 117.0,Stockholm,31020,76.7,2.084239,36.8 - 117.0,-3.5,-0.02991453,152.43903,1621594740,1621594740,3.8,3.91,5.47,[],1752852586,STO,finmb_39269874,Europe/Stockholm,CEST,7200000,se_market,False,3.181818,113.5,CLOSED,20.749544,14.718002,0.14899479,40.123,0.5468062,15,0,False,I-Tech AB,I-Tech AB,
