address1,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,shortName,longName,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,hasPrePostMarketData,firstTradeDateMilliseconds,cryptoTradeable,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
Mäster Samuelsgatan 42,Stockholm,111 57,Sweden,46 1 01 78 97 00,https://www.neobo.se,Real Estate Services,real-estate-services,Real Estate Services,Real Estate,real-estate,Real Estate,"Neobo Fastigheter AB (publ) operates as a real estate company that owns, manages, and refines rental residential properties in Sweden. The company offers services in the areas of vacant apartments, parking lots, and premises. The company was formerly known as Amasten Fastighets AB (publ) and changed its name to Neobo Fastigheter AB (publ) in December 2022. Neobo Fastigheter AB (publ) was incorporated in 1999 and is based in Stockholm, Sweden.",78,"[{'maxAge': 1, 'name': 'Ms. Ylva Sarby Westman', 'age': 51, 'title': 'MD & CEO', 'yearBorn': 1973, 'fiscalYear': 2024, 'totalPay': 7792000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Maria  Strandberg', 'age': 41, 'title': 'Chief Financial Officer', 'yearBorn': 1983, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Malin  Axland', 'age': 50, 'title': 'Head of Sustainability, Chief Legal Officer, General Counsel & Secretary', 'yearBorn': 1974, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ali  Ali', 'title': 'Head of Transactions', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Daniel Bonn Rosen', 'title': 'Head of Treasury', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1735603200,[],86400,2,17.62,17.61,17.15,17.72,17.62,17.61,17.15,17.72,0.0,0.821,771755,771755,381344,524840,524840,17.65,17.72,2564873472,13.45,26.3,2.8154483,16.9464,18.261974,0.0,0.0,SEK,False,9489260544,-0.15148,103531141,145400992,0.42632,0.17093,145400992,42.723,0.41289234,1735603200,1767139200,1743379200,-138000000,-0.59,10.416,22.976,-0.16356009,0.10611236,EQUITY,17.64,none,121000000,0.832,413000000,7120999936,0.105,0.18,911000000,114.1,6.265,0.01825,-0.02187,488000000,37000000,145000000,0.013,0.53568,0.45334998,0.37390998,SEK,NEOBO.ST,en-US,US,Equity,Delayed Quote,True,HIGH,CLOSED,Neobo Fastigheter AB,Neobo Fastigheter AB (publ),0.01999855,17.15 - 17.72,Stockholm,381344,4.1899996,0.31152412,13.45 - 26.3,-8.66,-0.32927758,-16.356009,1752037200,1752037200,1752037200,1745478000,1745478000,False,-0.59,0.6935997,0.04092903,-0.62197495,-0.034058474,15,0,False,1676275200000,False,[],1752852597,STO,finmb_225676366,Europe/Stockholm,CEST,7200000,se_market,False,0.11349914,17.64,
