address1,address2,city,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,marketState,regularMarketChangePercent,regularMarketPrice,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,trailingPegRatio
Hastholmsvagen 28,Box 4044,Nacka,131 04,Sweden,46 84 06 64 00,https://www.nyfosa.se,Real Estate Services,real-estate-services,Real Estate Services,Real Estate,real-estate,Real Estate,"Nyfosa AB (publ), a transaction-intensive real estate company, invests, manages, develops, and sells properties in Sweden, Norway, and Finland. The company's property portfolio includes offices, warehouses, logistics, industry and retail properties. Nyfosa AB (publ) was founded in 2009 and is based in Nacka, Sweden.",112,"[{'maxAge': 1, 'name': 'Mr. Carl-Johan  Hugner', 'title': 'Chief Executive Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Ann-Sofie  Lindroth', 'age': 48, 'title': 'Chief Financial Officer', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Linn  Ejderhamn', 'age': 38, 'title': 'General Counsel', 'yearBorn': 1986, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Johan  Ejerhed', 'age': 48, 'title': 'Head of Finance', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Josephine  Björkman', 'age': 49, 'title': 'Head of Transactions', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Anders  Alberktsson', 'age': 50, 'title': 'Head of Property Management', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,87.9,88.15,86.85,88.15,87.9,88.15,86.85,88.15,2.8,2.97,1759104000,0.0,1.687,124.42857,11.400523,271152,271152,235512,287842,287842,87.1,87.2,0,0,19456049152,73.7,127.3,5.3144083,88.901,98.54425,1.4,0.01592719,SEK,False,40887717888,0.05791,158544785,208098000,0.23023,0.62988997,223376000,101.014,0.8622567,1735603200,1767139200,1743379200,24.5,161000000,0.7,7.64,11.168,17.104,-0.24914527,0.10611236,0.7,1774828800,EQUITY,87.1,115.0,100.0,111.25,115.0,1.25,strong_buy,4,127000000,0.61,2390500096,21411000320,0.067,0.158,3660999936,115.698,17.773,0.03457,0.01191,2558000128,936000000,1495000064,-0.009,0.69872004,0.65296,0.59956,SEK,NYF.ST,en-US,US,Equity,Delayed Quote,True,HIGH,Nyfosa AB,Nyfosa AB (publ),False,1542960000000,-0.80000305,86.85 - 88.15,Stockholm,235512,13.400002,0.18181822,73.7 - 127.3,-40.200005,-0.3157895,-24.914528,CLOSED,-0.91012853,87.1,[],1752852598,STO,finmb_562149339,Europe/Stockholm,CEST,7200000,se_market,False,1746442740,1751972340,1752494400,True,0.7,7.64,6.93613,12.557434,-1.8010025,-0.020258518,-11.444252,-0.11613313,15,0,1.3 - Strong Buy,False,
