Ticker,Metric,Values
AGES-B,ROE_quarter_ttm_ratioValue,-0.5454545454545454
AGES-B,ROIC_quarter_ttm_ratioValue,
AGES-B,Soliditet_quarter_ttm_ratioValue,0.3701923076923077
AGES-B,Skuldsättningsgrad_quarter_ttm_ratioValue,
AGES-B,Bruttomarginal_quarter_ttm_ratioValue,0.12033582089552239
AGES-B,Rörelsemarginal_quarter_ttm_ratioValue,-0.13526119402985073
AGES-B,Vinstmarginal_quarter_ttm_ratioValue,-0.15671641791044777
AGES-B,PE_tal_quarter_ttm_ratioValue,-2.555056747310801
AGES-B,PB_tal_quarter_ttm_ratioValue,1.0351769679235174
AGES-B,EV_EBITDA_quarter_ttm_ratioValue,
AGES-B,Rörelseflödesmarginal_quarter_ttm_ratioValue,0.08298880597014925
AGES-B,Kassaflöde_till_Skuld_quarter_ttm_ratioValue,
SPAGO,ROE_quarter_ttm_ratioValue,-1.2581124403784503
SPAGO,ROIC_quarter_ttm_ratioValue,
SPAGO,Soliditet_quarter_ttm_ratioValue,0.8444928684627575
SPAGO,Skuldsättningsgrad_quarter_ttm_ratioValue,
SPAGO,Bruttomarginal_quarter_ttm_ratioValue,-6.322274881516588
SPAGO,Rörelsemarginal_quarter_ttm_ratioValue,-17.43127962085308
SPAGO,Vinstmarginal_quarter_ttm_ratioValue,-16.94576092680358
SPAGO,PE_tal_quarter_ttm_ratioValue,-2.0906250178813925
SPAGO,PB_tal_quarter_ttm_ratioValue,2.845991474685211
SPAGO,EV_EBITDA_quarter_ttm_ratioValue,
SPAGO,Rörelseflödesmarginal_quarter_ttm_ratioValue,-16.08899420747762
SPAGO,Kassaflöde_till_Skuld_quarter_ttm_ratioValue,
FRACTL,ROE_quarter_ttm_ratioValue,0.0963302752293578
FRACTL,ROIC_quarter_ttm_ratioValue,0.11414583105453763
FRACTL,Soliditet_quarter_ttm_ratioValue,0.6201109372777699
FRACTL,Skuldsättningsgrad_quarter_ttm_ratioValue,0.018807339449541285
FRACTL,Bruttomarginal_quarter_ttm_ratioValue,0.41421736158578265
FRACTL,Rörelsemarginal_quarter_ttm_ratioValue,0.08024606971975393
FRACTL,Vinstmarginal_quarter_ttm_ratioValue,0.05741626794258373
FRACTL,PE_tal_quarter_ttm_ratioValue,25.414014240573614
FRACTL,PB_tal_quarter_ttm_ratioValue,2.41128370954192
FRACTL,EV_EBITDA_quarter_ttm_ratioValue,10.590673666595752
FRACTL,Rörelseflödesmarginal_quarter_ttm_ratioValue,0.1673274094326726
FRACTL,Kassaflöde_till_Skuld_quarter_ttm_ratioValue,14.926829268292684
HM-B,ROE_quarter_ttm_ratioValue,0.27333790267306374
HM-B,ROIC_quarter_ttm_ratioValue,0.12716988129829918
HM-B,Soliditet_quarter_ttm_ratioValue,0.21673509890488613
HM-B,Skuldsättningsgrad_quarter_ttm_ratioValue,1.546648389307745
HM-B,Bruttomarginal_quarter_ttm_ratioValue,0.5259098567637438
HM-B,Rörelsemarginal_quarter_ttm_ratioValue,0.06665351917033582
HM-B,Vinstmarginal_quarter_ttm_ratioValue,0.042743653832137914
HM-B,PE_tal_quarter_ttm_ratioValue,22.18498346694234
HM-B,PB_tal_quarter_ttm_ratioValue,5.321863652696871
HM-B,EV_EBITDA_quarter_ttm_ratioValue,6.190660555259193
HM-B,Rörelseflödesmarginal_quarter_ttm_ratioValue,0.11969080518411497
HM-B,Kassaflöde_till_Skuld_quarter_ttm_ratioValue,0.4948771581522317
IS,ROE_quarter_ttm_ratioValue,0.05090311986863711
IS,ROIC_quarter_ttm_ratioValue,0.049490163765578334
IS,Soliditet_quarter_ttm_ratioValue,0.5452103849597135
IS,Skuldsättningsgrad_quarter_ttm_ratioValue,0.138752052545156
IS,Bruttomarginal_quarter_ttm_ratioValue,0.7679052234787291
IS,Rörelsemarginal_quarter_ttm_ratioValue,0.03338718362950996
IS,Vinstmarginal_quarter_ttm_ratioValue,0.03338718362950996
IS,PE_tal_quarter_ttm_ratioValue,32.946428656578064
IS,PB_tal_quarter_ttm_ratioValue,1.6891258685896555
IS,EV_EBITDA_quarter_ttm_ratioValue,7.961727412469049
IS,Rörelseflödesmarginal_quarter_ttm_ratioValue,0.2514808831448573
IS,Kassaflöde_till_Skuld_quarter_ttm_ratioValue,2.7633136094674557
ITECH,ROE_quarter_ttm_ratioValue,0.26098355678049234
ITECH,ROIC_quarter_ttm_ratioValue,
ITECH,Soliditet_quarter_ttm_ratioValue,0.8840935841575981
ITECH,Skuldsättningsgrad_quarter_ttm_ratioValue,
ITECH,Bruttomarginal_quarter_ttm_ratioValue,0.5400305966343703
ITECH,Rörelsemarginal_quarter_ttm_ratioValue,0.2727795982045935
ITECH,Vinstmarginal_quarter_ttm_ratioValue,0.22566280085428225
ITECH,PE_tal_quarter_ttm_ratioValue,22.24282741546631
ITECH,PB_tal_quarter_ttm_ratioValue,5.921456977185934
ITECH,EV_EBITDA_quarter_ttm_ratioValue,
ITECH,Rörelseflödesmarginal_quarter_ttm_ratioValue,0.23575060208723575
ITECH,Kassaflöde_till_Skuld_quarter_ttm_ratioValue,
TREL-B,ROE_quarter_ttm_ratioValue,0.0950642673521851
TREL-B,ROIC_quarter_ttm_ratioValue,0.08893193801932453
TREL-B,Soliditet_quarter_ttm_ratioValue,0.6722543852069472
TREL-B,Skuldsättningsgrad_quarter_ttm_ratioValue,0.22886889460154242
TREL-B,Bruttomarginal_quarter_ttm_ratioValue,0.36880064364117005
TREL-B,Rörelsemarginal_quarter_ttm_ratioValue,0.16332394689960347
TREL-B,Vinstmarginal_quarter_ttm_ratioValue,0.10625826101948165
TREL-B,PE_tal_quarter_ttm_ratioValue,23.03185308547247
TREL-B,PB_tal_quarter_ttm_ratioValue,1.8475948540083251
TREL-B,EV_EBITDA_quarter_ttm_ratioValue,10.234450333669546
TREL-B,Rörelseflödesmarginal_quarter_ttm_ratioValue,0.15019251767139818
TREL-B,Kassaflöde_till_Skuld_quarter_ttm_ratioValue,0.5871054700662698
HUSQ-B,ROE_quarter_ttm_ratioValue,0.040268178620204445
HUSQ-B,ROIC_quarter_ttm_ratioValue,0.03966226677593168
HUSQ-B,Soliditet_quarter_ttm_ratioValue,0.40645606244112503
HUSQ-B,Skuldsättningsgrad_quarter_ttm_ratioValue,0.6353101849935853
HUSQ-B,Bruttomarginal_quarter_ttm_ratioValue,0.2868403086662391
HUSQ-B,Rörelsemarginal_quarter_ttm_ratioValue,0.045451724351945715
HUSQ-B,Vinstmarginal_quarter_ttm_ratioValue,0.020129507416678735
HUSQ-B,PE_tal_quarter_ttm_ratioValue,27.646601901334872
HUSQ-B,PB_tal_quarter_ttm_ratioValue,0.9024080848103669
HUSQ-B,EV_EBITDA_quarter_ttm_ratioValue,16.03863748442098
HUSQ-B,Rörelseflödesmarginal_quarter_ttm_ratioValue,0.1554295881002131
HUSQ-B,Kassaflöde_till_Skuld_quarter_ttm_ratioValue,0.4894143703993225
CINPHA,ROE_quarter_ttm_ratioValue,-0.3221265575372587
CINPHA,ROIC_quarter_ttm_ratioValue,-0.3545854099307122
CINPHA,Soliditet_quarter_ttm_ratioValue,0.9211265424874963
CINPHA,Skuldsättningsgrad_quarter_ttm_ratioValue,0.0007485951624725141
CINPHA,Bruttomarginal_quarter_ttm_ratioValue,
CINPHA,Rörelsemarginal_quarter_ttm_ratioValue,-39.49410480349345
CINPHA,Vinstmarginal_quarter_ttm_ratioValue,-35.98427947598253
CINPHA,PE_tal_quarter_ttm_ratioValue,-2.8579461836873175
CINPHA,PB_tal_quarter_ttm_ratioValue,1.0632400890524585
CINPHA,EV_EBITDA_quarter_ttm_ratioValue,-0.1140429582734577
CINPHA,Rörelseflödesmarginal_quarter_ttm_ratioValue,-40.319868995633186
CINPHA,Kassaflöde_till_Skuld_quarter_ttm_ratioValue,-482.15404699738906
SAVE,ROE_quarter_ttm_ratioValue,0.33569770141629907
SAVE,ROIC_quarter_ttm_ratioValue,
SAVE,Soliditet_quarter_ttm_ratioValue,0.03210513369063681
SAVE,Skuldsättningsgrad_quarter_ttm_ratioValue,
SAVE,Bruttomarginal_quarter_ttm_ratioValue,
SAVE,Rörelsemarginal_quarter_ttm_ratioValue,
SAVE,Vinstmarginal_quarter_ttm_ratioValue,0.5445455059036213
SAVE,PE_tal_quarter_ttm_ratioValue,20.342951117621528
SAVE,PB_tal_quarter_ttm_ratioValue,6.647528831677882
SAVE,EV_EBITDA_quarter_ttm_ratioValue,
SAVE,Rörelseflödesmarginal_quarter_ttm_ratioValue,2.8798749599834284
SAVE,Kassaflöde_till_Skuld_quarter_ttm_ratioValue,
SES,ROE_quarter_ttm_ratioValue,-0.0015630751649607446
SES,ROIC_quarter_ttm_ratioValue,
SES,Soliditet_quarter_ttm_ratioValue,0.8694009443312659
SES,Skuldsättningsgrad_quarter_ttm_ratioValue,0.01150467274315571
SES,Bruttomarginal_quarter_ttm_ratioValue,0.9178964492621304
SES,Rörelsemarginal_quarter_ttm_ratioValue,-0.03413787951727229
SES,Vinstmarginal_quarter_ttm_ratioValue,-0.0047226971663817
SES,PE_tal_quarter_ttm_ratioValue,1475.9004116058236
SES,PB_tal_quarter_ttm_ratioValue,4.193888961838254
SES,EV_EBITDA_quarter_ttm_ratioValue,85.61541580395823
SES,Rörelseflödesmarginal_quarter_ttm_ratioValue,-0.2600139439916336
SES,Kassaflöde_till_Skuld_quarter_ttm_ratioValue,-7.48018147086915
DICOT,ROE_quarter_ttm_ratioValue,-0.7579185520361991
DICOT,ROIC_quarter_ttm_ratioValue,
DICOT,Soliditet_quarter_ttm_ratioValue,0.8624390243902439
DICOT,Skuldsättningsgrad_quarter_ttm_ratioValue,
DICOT,Bruttomarginal_quarter_ttm_ratioValue,
DICOT,Rörelsemarginal_quarter_ttm_ratioValue,
DICOT,Vinstmarginal_quarter_ttm_ratioValue,
DICOT,PE_tal_quarter_ttm_ratioValue,-5.913750007748604
DICOT,PB_tal_quarter_ttm_ratioValue,6.7210120117489245
DICOT,EV_EBITDA_quarter_ttm_ratioValue,
DICOT,Rörelseflödesmarginal_quarter_ttm_ratioValue,
DICOT,Kassaflöde_till_Skuld_quarter_ttm_ratioValue,
SVIK,ROE_quarter_ttm_ratioValue,0.025436793422404933
SVIK,ROIC_quarter_ttm_ratioValue,0.03930705837219729
SVIK,Soliditet_quarter_ttm_ratioValue,0.3692949995255717
SVIK,Skuldsättningsgrad_quarter_ttm_ratioValue,0.44013360739979446
SVIK,Bruttomarginal_quarter_ttm_ratioValue,0.22477215328867903
SVIK,Rörelsemarginal_quarter_ttm_ratioValue,0.03777314153947513
SVIK,Vinstmarginal_quarter_ttm_ratioValue,0.01087075875700011
SVIK,PE_tal_quarter_ttm_ratioValue,101.75494044280249
SVIK,PB_tal_quarter_ttm_ratioValue,2.599958813261432
SVIK,EV_EBITDA_quarter_ttm_ratioValue,26.418146558701885
SVIK,Rörelseflödesmarginal_quarter_ttm_ratioValue,0.0829032612276271
SVIK,Kassaflöde_till_Skuld_quarter_ttm_ratioValue,0.4407472270869819
SIMRIS-B,ROE_quarter_ttm_ratioValue,29.368814192343603
SIMRIS-B,ROIC_quarter_ttm_ratioValue,
SIMRIS-B,Soliditet_quarter_ttm_ratioValue,-0.007303102625298329
SIMRIS-B,Skuldsättningsgrad_quarter_ttm_ratioValue,
SIMRIS-B,Bruttomarginal_quarter_ttm_ratioValue,0.38458498023715415
SIMRIS-B,Rörelsemarginal_quarter_ttm_ratioValue,-13.029644268774703
SIMRIS-B,Vinstmarginal_quarter_ttm_ratioValue,-12.432411067193677
SIMRIS-B,PE_tal_quarter_ttm_ratioValue,-1.3357753744247547
SIMRIS-B,PB_tal_quarter_ttm_ratioValue,-68.22017862229765
SIMRIS-B,EV_EBITDA_quarter_ttm_ratioValue,
SIMRIS-B,Rörelseflödesmarginal_quarter_ttm_ratioValue,-7.060474308300395
SIMRIS-B,Kassaflöde_till_Skuld_quarter_ttm_ratioValue,
DIVIO-B,ROE_quarter_ttm_ratioValue,-3.8384637936089123
DIVIO-B,ROIC_quarter_ttm_ratioValue,
DIVIO-B,Soliditet_quarter_ttm_ratioValue,0.14325311830666498
DIVIO-B,Skuldsättningsgrad_quarter_ttm_ratioValue,
DIVIO-B,Bruttomarginal_quarter_ttm_ratioValue,0.38192766866225536
DIVIO-B,Rörelsemarginal_quarter_ttm_ratioValue,-0.3713195392640829
DIVIO-B,Vinstmarginal_quarter_ttm_ratioValue,-0.45839022511640937
DIVIO-B,PE_tal_quarter_ttm_ratioValue,-4.89171061550455
DIVIO-B,PB_tal_quarter_ttm_ratioValue,20.445832835637823
DIVIO-B,EV_EBITDA_quarter_ttm_ratioValue,
DIVIO-B,Rörelseflödesmarginal_quarter_ttm_ratioValue,-0.6153065154220495
DIVIO-B,Kassaflöde_till_Skuld_quarter_ttm_ratioValue,
RATO-B,ROE_quarter_ttm_ratioValue,0.041287188828172436
RATO-B,ROIC_quarter_ttm_ratioValue,0.053906229095013164
RATO-B,Soliditet_quarter_ttm_ratioValue,0.3467994224521718
RATO-B,Skuldsättningsgrad_quarter_ttm_ratioValue,0.7909619221094631
RATO-B,Bruttomarginal_quarter_ttm_ratioValue,0.45230051199888544
RATO-B,Rörelsemarginal_quarter_ttm_ratioValue,0.042353105081676015
RATO-B,Vinstmarginal_quarter_ttm_ratioValue,0.016579011528682387
RATO-B,PE_tal_quarter_ttm_ratioValue,22.053938205928016
RATO-B,PB_tal_quarter_ttm_ratioValue,0.6779601294621632
RATO-B,EV_EBITDA_quarter_ttm_ratioValue,4.565633001337611
RATO-B,Rörelseflödesmarginal_quarter_ttm_ratioValue,0.1148688655915851
RATO-B,Kassaflöde_till_Skuld_quarter_ttm_ratioValue,0.3616624629893629
SEYE,ROE_quarter_ttm_ratioValue,-0.15529003990871035
SEYE,ROIC_quarter_ttm_ratioValue,-0.13961387269266629
SEYE,Soliditet_quarter_ttm_ratioValue,0.8038192239796427
SEYE,Skuldsättningsgrad_quarter_ttm_ratioValue,0.07730397202186504
SEYE,Bruttomarginal_quarter_ttm_ratioValue,0.8958347260289236
SEYE,Rörelsemarginal_quarter_ttm_ratioValue,-0.6968881609733271
SEYE,Vinstmarginal_quarter_ttm_ratioValue,-0.6379437128150277
SEYE,PE_tal_quarter_ttm_ratioValue,-7.732982109972491
SEYE,PB_tal_quarter_ttm_ratioValue,1.2117375693615018
SEYE,EV_EBITDA_quarter_ttm_ratioValue,-25.10289762679054
SEYE,Rörelseflödesmarginal_quarter_ttm_ratioValue,-0.288878490095149
SEYE,Kassaflöde_till_Skuld_quarter_ttm_ratioValue,-0.909650653872804
VOLV-B,ROE_quarter_ttm_ratioValue,0.23563013209568012
VOLV-B,ROIC_quarter_ttm_ratioValue,0.10587241872472981
VOLV-B,Soliditet_quarter_ttm_ratioValue,0.28512098046600637
VOLV-B,Skuldsättningsgrad_quarter_ttm_ratioValue,1.2974243892487376
VOLV-B,Bruttomarginal_quarter_ttm_ratioValue,0.26707470740116573
VOLV-B,Rörelsemarginal_quarter_ttm_ratioValue,0.12333408061349124
VOLV-B,Vinstmarginal_quarter_ttm_ratioValue,0.08928709472935574
VOLV-B,PE_tal_quarter_ttm_ratioValue,12.004991904110977
VOLV-B,PB_tal_quarter_ttm_ratioValue,2.210396543867801
VOLV-B,EV_EBITDA_quarter_ttm_ratioValue,6.913749005386348
VOLV-B,Rörelseflödesmarginal_quarter_ttm_ratioValue,0.08577745481531873
VOLV-B,Kassaflöde_till_Skuld_quarter_ttm_ratioValue,0.17447501041723995
NORION,ROE_quarter_ttm_ratioValue,0.14246459522299726
NORION,ROIC_quarter_ttm_ratioValue,
NORION,Soliditet_quarter_ttm_ratioValue,0.1398731651071001
NORION,Skuldsättningsgrad_quarter_ttm_ratioValue,0.28292115831748044
NORION,Bruttomarginal_quarter_ttm_ratioValue,
NORION,Rörelsemarginal_quarter_ttm_ratioValue,
NORION,Vinstmarginal_quarter_ttm_ratioValue,0.35956255001333687
NORION,PE_tal_quarter_ttm_ratioValue,5.370617421661936
NORION,PB_tal_quarter_ttm_ratioValue,0.7336912154044217
NORION,EV_EBITDA_quarter_ttm_ratioValue,
NORION,Rörelseflödesmarginal_quarter_ttm_ratioValue,-0.06295012003200853
NORION,Kassaflöde_till_Skuld_quarter_ttm_ratioValue,-0.08815838625326858
NP3-PREF,ROE_quarter_ttm_ratioValue,0.09709637561779243
NP3-PREF,ROIC_quarter_ttm_ratioValue,0.0613355918601396
NP3-PREF,Soliditet_quarter_ttm_ratioValue,0.3850301300348874
NP3-PREF,Skuldsättningsgrad_quarter_ttm_ratioValue,1.3514209225700164
NP3-PREF,Bruttomarginal_quarter_ttm_ratioValue,0.7601170160897124
NP3-PREF,Rörelsemarginal_quarter_ttm_ratioValue,0.7211116528522672
NP3-PREF,Vinstmarginal_quarter_ttm_ratioValue,0.4597757191613847
NP3-PREF,PE_tal_quarter_ttm_ratioValue,
NP3-PREF,PB_tal_quarter_ttm_ratioValue,0.1595818115265061
NP3-PREF,EV_EBITDA_quarter_ttm_ratioValue,7.917231837676641
NP3-PREF,Rörelseflödesmarginal_quarter_ttm_ratioValue,0.4134568503169186
NP3-PREF,Kassaflöde_till_Skuld_quarter_ttm_ratioValue,0.06460952380952381
BURE,ROE_quarter_ttm_ratioValue,0.0052612481857764876
BURE,ROIC_quarter_ttm_ratioValue,
BURE,Soliditet_quarter_ttm_ratioValue,0.9977373517965427
BURE,Skuldsättningsgrad_quarter_ttm_ratioValue,9.0711175616836e-05
BURE,Bruttomarginal_quarter_ttm_ratioValue,0.7131147540983607
BURE,Rörelsemarginal_quarter_ttm_ratioValue,0.45901639344262296
BURE,Vinstmarginal_quarter_ttm_ratioValue,0.47540983606557374
BURE,PE_tal_quarter_ttm_ratioValue,205.26302288740172
BURE,PB_tal_quarter_ttm_ratioValue,1.077562523381565
BURE,EV_EBITDA_quarter_ttm_ratioValue,195.67032640268428
BURE,Rörelseflödesmarginal_quarter_ttm_ratioValue,0.6926229508196722
BURE,Kassaflöde_till_Skuld_quarter_ttm_ratioValue,84.5
BONAV-B,ROE_quarter_ttm_ratioValue,-0.08907119835921477
BONAV-B,ROIC_quarter_ttm_ratioValue,-0.003893544787635621
BONAV-B,Soliditet_quarter_ttm_ratioValue,0.4139729516647462
BONAV-B,Skuldsättningsgrad_quarter_ttm_ratioValue,0.6060650454145913
BONAV-B,Bruttomarginal_quarter_ttm_ratioValue,0.07817549092716879
BONAV-B,Rörelsemarginal_quarter_ttm_ratioValue,-0.003977131493910017
BONAV-B,Vinstmarginal_quarter_ttm_ratioValue,-0.07556549838429033
BONAV-B,PE_tal_quarter_ttm_ratioValue,-4.763157932381882
BONAV-B,PB_tal_quarter_ttm_ratioValue,0.3858638454316965
BONAV-B,EV_EBITDA_quarter_ttm_ratioValue,-154.46113680284782
BONAV-B,Rörelseflödesmarginal_quarter_ttm_ratioValue,0.13472532935620185
BONAV-B,Kassaflöde_till_Skuld_quarter_ttm_ratioValue,0.2620256224317138
SNX,ROE_quarter_ttm_ratioValue,0.15200566894999376
SNX,ROIC_quarter_ttm_ratioValue,0.11164001511890194
SNX,Soliditet_quarter_ttm_ratioValue,0.4059163588167282
SNX,Skuldsättningsgrad_quarter_ttm_ratioValue,0.5724805824568229
SNX,Bruttomarginal_quarter_ttm_ratioValue,0.4099371486404885
SNX,Rörelsemarginal_quarter_ttm_ratioValue,0.03733447299262623
SNX,Vinstmarginal_quarter_ttm_ratioValue,0.02326095646331403
SNX,PE_tal_quarter_ttm_ratioValue,29.080675578698877
SNX,PB_tal_quarter_ttm_ratioValue,4.390670657001893
SNX,EV_EBITDA_quarter_ttm_ratioValue,11.881193320710269
SNX,Rörelseflödesmarginal_quarter_ttm_ratioValue,0.03825300436302401
SNX,Kassaflöde_till_Skuld_quarter_ttm_ratioValue,0.4366535605067715
ENRO,ROE_quarter_ttm_ratioValue,0.26490066225165565
ENRO,ROIC_quarter_ttm_ratioValue,0.30357142857142855
ENRO,Soliditet_quarter_ttm_ratioValue,0.31069958847736623
ENRO,Skuldsättningsgrad_quarter_ttm_ratioValue,0.0728476821192053
ENRO,Bruttomarginal_quarter_ttm_ratioValue,0.893305439330544
ENRO,Rörelsemarginal_quarter_ttm_ratioValue,0.08368200836820083
ENRO,Vinstmarginal_quarter_ttm_ratioValue,0.08368200836820083
ENRO,PE_tal_quarter_ttm_ratioValue,4.80874989181757
ENRO,PB_tal_quarter_ttm_ratioValue,1.1592066689759672
ENRO,EV_EBITDA_quarter_ttm_ratioValue,1.3549393293084944
ENRO,Rörelseflödesmarginal_quarter_ttm_ratioValue,0.1202928870292887
ENRO,Kassaflöde_till_Skuld_quarter_ttm_ratioValue,5.2272727272727275
ALCA,ROE_quarter_ttm_ratioValue,0.03865566908777545
ALCA,ROIC_quarter_ttm_ratioValue,0.04087451470369998
ALCA,Soliditet_quarter_ttm_ratioValue,0.5014197530864197
ALCA,Skuldsättningsgrad_quarter_ttm_ratioValue,0.4366613320201896
ALCA,Bruttomarginal_quarter_ttm_ratioValue,0.12137793806740454
ALCA,Rörelsemarginal_quarter_ttm_ratioValue,0.051050864320358165
ALCA,Vinstmarginal_quarter_ttm_ratioValue,0.019524934709613233
ALCA,PE_tal_quarter_ttm_ratioValue,18.935547024011612
ALCA,PB_tal_quarter_ttm_ratioValue,0.7313627937339742
ALCA,EV_EBITDA_quarter_ttm_ratioValue,7.03413227509811
ALCA,Rörelseflödesmarginal_quarter_ttm_ratioValue,0.07741574431040915
ALCA,Kassaflöde_till_Skuld_quarter_ttm_ratioValue,0.35100084578517055
SHOT,ROE_quarter_ttm_ratioValue,0.2867953083617102
SHOT,ROIC_quarter_ttm_ratioValue,0.048328296123948636
SHOT,Soliditet_quarter_ttm_ratioValue,0.050942523418526654
SHOT,Skuldsättningsgrad_quarter_ttm_ratioValue,16.800227014755958
