Ticker,pct_Close_vs_SMA_short,pct_SMA_short_vs_SMA_medium,pct_SMA_medium_vs_SMA_long,pct_ch_1_m,pct_ch_3_m,cagr_close
GPX,-0.350669002397711,-4.764555268556169,-5.691527084985701,-6.060606657697399,-0.2923973754437203,-0.10119180031112562
XSPRAY,12.15656516903858,-23.861650093464736,-7.69785606558941,13.740451791182306,-35.00545206368889,-0.19650989967327248
NIO,-3.0439726552081825,3.807444821691784,8.324881464480537,-2.641515816687967,12.1739120519454,0.05852705628260302
NEOBO,3.553469874538033,0.7650892985652874,4.380894735405559,-4.630590121978029,16.01265634449034,-0.010184925274278056
FERRO,-0.2507673222043939,0.3691476792984283,-4.050721110747438,5.604714245495601,-13.526569102402398,-0.5660304563128766
SYNSAM,4.292526028562016,4.415669885238112,13.466139869734103,9.698995503441488,15.087716621265068,0.04743641322845793
G2M,-1.391415425459752,11.049903860540947,-42.54327054362268,6.675389541325716,18.28736975995575,-0.14201945869638344
BACTI-B,0.1778277540050802,-7.688098270425458,-33.0825070094892,1.807224278111641,-34.49612357253802,-0.4235006579221048
BYGGP,-4.998756072872731,21.114459391411337,35.58391163432751,22.435896887268235,25.245904140785093,-0.12087760281342042
BERNER-B,7.524079643211301,3.715505246681706,23.489870593233267,10.133331298828118,15.363128819026173,0.295453633189831
ACE,-7.354514402635822,-9.665559961662275,-16.503639199586704,-16.290319082516056,-43.89189127329234,-0.45768198903378676
SAVE,-0.0956343181832408,-1.7051376842113255,6.182530748833613,-2.090839192712124,0.073696467033657,0.17100920311321355
EFFH,-3.762029226174964,-4.567085918612415,26.40966865214117,-6.38297289515446,25.000003386627554,-0.18267657448874863
CMOTEC-B,-8.949417040292182,-26.872296849773825,81.76364205158536,-33.77358746893586,3.2352909414826936,-0.3363988456540733
AGTIRA-B,-4.533564559858159,-9.996860653686152,5.560278535354706,-9.876543331005728,-25.25597244629907,-0.5444401735933964
BESQAB-PREF-B,1.0957242803361082,2.3270566846291785,7.211257893422792,2.947371633429285,6.073759532399192,0.07145576343357818
TRAC-B,-0.2061855670103093,-2.241393211319843,-4.075033344339516,-1.6260162601625994,-4.7244094488189,0.017303632489518828
CAT-B,-0.0792994182949732,-13.833748914290878,-1.5662242037942715,-16.139762386880896,-14.285710578525446,-0.0812616497561024
RUG,5.805247704222558,-11.652787463009338,16.11649478098508,-12.403098559256886,-10.554089284847969,-0.11956710986040942
CORE-PREF,0.8507989209379587,-1.404346117422785,4.133222232568008,0.4132231404958775,-0.8481908267482186,0.017205777891337704
QCORE,-1.9688290808619608,-2.16300794868215,-63.08953150921841,-7.184466311569571,-41.34969489369566,-0.6760451139334568
JM,1.598008586015955,-2.2162955645531444,-3.311544505988443,0.946833956928428,5.720823532287289,-0.20067838463201493
HOLM-B,0.1149407748518319,-1.3940833039540066,-6.567870982574571,-0.4571446010044666,-3.1684253149680486,-0.006972561443891578
RATO-A,0.9745508472810184,-3.4298855430859705,1.328726769257233,-6.750001907348635,4.189944223370778,-0.06737841247279819
ALIV-SDB,1.2027816075760396,-1.7805533600596712,8.230789045386654,2.4328650096289817,-3.435291763420867,0.07094390669366057
DIVIO-B,-6.6615051630416335,-1.3976929454046594,-17.563355369354834,-10.740745523829332,-8.712121981809295,-0.4133681934973047
HUMBLE,6.924919174583616,-6.627027915553499,-5.418546379847479,-3.703697373726744,0.0,-0.26947150591640623
PTRK,-9.558069611076265,-11.011523346588012,10.879000837896935,-13.157894901951927,-33.83458995256582,-0.2928932188134524
ENGCON-B,3.842572307635005,-1.7144551040991496,-11.749735935058675,-3.2218074007965947,6.523699536973049,0.033308430256218546
CDON,5.389943272545301,-1.5124557456935377,11.90017917304209,19.047620592281067,9.375,-0.3754922193702577
BIM,-4.227606115924236,-11.707471638783918,-12.951484989231638,-17.443864571657752,-16.433559700389534,-0.04720388652929841
HUSQ-B,0.8401430374553067,-6.451944529420006,-4.834481123413733,-3.718921558277022,-14.296643146820609,-0.2124132368713214
SDIP-PREF,0.2731174404994103,0.1406579667109532,1.30865326621165,0.7843137254901933,-1.1765346466335758,0.07449468210108723
SPRINT,63.871533546948335,27.984625550310703,1.885015176739619,105.92286255981912,149.16665756040186,-0.2205999927097586
NANOFS,-6.683709502203696,-6.970422268329976,2.588258679572179,-18.37060788051832,9.656658816248642,-0.38491070091564283
INVE-B,1.9463657773677692,2.886334714758869,4.53391189882232,2.6493639321267803,11.834161975156654,0.1405270765149964
TOURN,-4.4516826300764,-12.808861882481848,-17.38781893830963,-14.355234389819582,-16.19047283855951,-0.4787980057249298
