Metric,Date,Value,Ticker,Segment,CAGR_Dimension
Basic EPS,2021-12-31,8.7,NMAN,income_statement,Basic EPS
Basic EPS,2022-12-31,9.37,NMAN,income_statement,Basic EPS
Basic EPS,2023-12-31,9.71,NMAN,income_statement,Basic EPS
Basic EPS,2024-12-31,9.83,NMAN,income_statement,Basic EPS
Total Revenue,2021-12-31,2643393000.0,NOTE,income_statement,Total Revenue
Total Revenue,2022-12-31,3687202000.0,NOTE,income_statement,Total Revenue
Total Revenue,2023-12-31,4243351000.0,NOTE,income_statement,Total Revenue
Total Revenue,2024-12-31,3900990000.0,NOTE,income_statement,Total Revenue
Basic EPS,2021-12-31,6.82,NOTE,income_statement,Basic EPS
Basic EPS,2022-12-31,8.79,NOTE,income_statement,Basic EPS
Basic EPS,2023-12-31,11.04,NOTE,income_statement,Basic EPS
Basic EPS,2024-12-31,8.61,NOTE,income_statement,Basic EPS
Total Revenue,2021-12-31,159757000.0,PCELL,income_statement,Total Revenue
Total Revenue,2022-12-31,244691000.0,PCELL,income_statement,Total Revenue
Total Revenue,2023-12-31,310287000.0,PCELL,income_statement,Total Revenue
Total Revenue,2024-12-31,334278000.0,PCELL,income_statement,Total Revenue
Basic EPS,2021-12-31,-1.5,PCELL,income_statement,Basic EPS
Basic EPS,2022-12-31,-1.09,PCELL,income_statement,Basic EPS
Basic EPS,2023-12-31,-1.57,PCELL,income_statement,Basic EPS
Basic EPS,2024-12-31,-1.52,PCELL,income_statement,Basic EPS
Total Revenue,2021-12-31,2898700000.0,REJL-B,income_statement,Total Revenue
Total Revenue,2022-12-31,3513000000.0,REJL-B,income_statement,Total Revenue
Total Revenue,2023-12-31,4088300000.0,REJL-B,income_statement,Total Revenue
Total Revenue,2024-12-31,4430700000.0,REJL-B,income_statement,Total Revenue
Basic EPS,2021-12-31,5.6,REJL-B,income_statement,Basic EPS
Basic EPS,2022-12-31,9.64,REJL-B,income_statement,Basic EPS
Basic EPS,2023-12-31,8.39,REJL-B,income_statement,Basic EPS
Basic EPS,2024-12-31,10.03,REJL-B,income_statement,Basic EPS
Total Revenue,2021-12-31,2718900000.0,SDIP-B,income_statement,Total Revenue
Total Revenue,2022-12-31,3505200000.0,SDIP-B,income_statement,Total Revenue
Total Revenue,2023-12-31,4582000000.0,SDIP-B,income_statement,Total Revenue
Total Revenue,2024-12-31,5166000000.0,SDIP-B,income_statement,Total Revenue
Basic EPS,2021-12-31,6.62,SDIP-B,income_statement,Basic EPS
Basic EPS,2022-12-31,11.53,SDIP-B,income_statement,Basic EPS
Basic EPS,2023-12-31,11.33,SDIP-B,income_statement,Basic EPS
Basic EPS,2024-12-31,8.93,SDIP-B,income_statement,Basic EPS
Total Revenue,2021-12-31,2718900000.0,SDIP-PREF,income_statement,Total Revenue
Total Revenue,2022-12-31,3505200000.0,SDIP-PREF,income_statement,Total Revenue
Total Revenue,2023-12-31,4582000000.0,SDIP-PREF,income_statement,Total Revenue
Total Revenue,2024-12-31,5166000000.0,SDIP-PREF,income_statement,Total Revenue
Basic EPS,2021-12-31,6.62,SDIP-PREF,income_statement,Basic EPS
Basic EPS,2022-12-31,11.53,SDIP-PREF,income_statement,Basic EPS
Basic EPS,2023-12-31,11.33,SDIP-PREF,income_statement,Basic EPS
Basic EPS,2024-12-31,8.93,SDIP-PREF,income_statement,Basic EPS
Total Revenue,2021-12-31,6309000000.0,VOLO,income_statement,Total Revenue
Total Revenue,2022-12-31,7751000000.0,VOLO,income_statement,Total Revenue
Total Revenue,2023-12-31,7796000000.0,VOLO,income_statement,Total Revenue
Total Revenue,2024-12-31,7866000000.0,VOLO,income_statement,Total Revenue
Basic EPS,2021-12-31,5.42,VOLO,income_statement,Basic EPS
Basic EPS,2022-12-31,4.44,VOLO,income_statement,Basic EPS
Basic EPS,2023-12-31,3.68,VOLO,income_statement,Basic EPS
Basic EPS,2024-12-31,2.63,VOLO,income_statement,Basic EPS
Total Revenue,2021-12-31,6309000000.0,VOLO-PREF,income_statement,Total Revenue
Total Revenue,2022-12-31,7751000000.0,VOLO-PREF,income_statement,Total Revenue
Total Revenue,2023-12-31,7796000000.0,VOLO-PREF,income_statement,Total Revenue
Total Revenue,2024-12-31,7866000000.0,VOLO-PREF,income_statement,Total Revenue
Basic EPS,2021-12-31,5.42,VOLO-PREF,income_statement,Basic EPS
Basic EPS,2022-12-31,4.44,VOLO-PREF,income_statement,Basic EPS
Basic EPS,2023-12-31,3.68,VOLO-PREF,income_statement,Basic EPS
Basic EPS,2024-12-31,2.63,VOLO-PREF,income_statement,Basic EPS
Total Revenue,2021-12-31,3151375000.0,XANO-B,income_statement,Total Revenue
Total Revenue,2022-12-31,3508706000.0,XANO-B,income_statement,Total Revenue
Total Revenue,2023-12-31,3431455000.0,XANO-B,income_statement,Total Revenue
Total Revenue,2024-12-31,3314731000.0,XANO-B,income_statement,Total Revenue
Basic EPS,2021-12-31,5.9,XANO-B,income_statement,Basic EPS
Basic EPS,2022-12-31,4.3,XANO-B,income_statement,Basic EPS
Basic EPS,2023-12-31,3.01,XANO-B,income_statement,Basic EPS
Basic EPS,2024-12-31,1.69,XANO-B,income_statement,Basic EPS
Total Revenue,2021-12-31,341000000.0,ARISE,income_statement,Total Revenue
Total Revenue,2022-12-31,1164000000.0,ARISE,income_statement,Total Revenue
Total Revenue,2023-12-31,503000000.0,ARISE,income_statement,Total Revenue
Total Revenue,2024-12-31,470000000.0,ARISE,income_statement,Total Revenue
Basic EPS,2021-12-31,1.51,ARISE,income_statement,Basic EPS
Basic EPS,2022-12-31,18.6,ARISE,income_statement,Basic EPS
Basic EPS,2023-12-31,4.65,ARISE,income_statement,Basic EPS
Basic EPS,2024-12-31,4.26,ARISE,income_statement,Basic EPS
Total Revenue,2021-12-31,3412576000.0,ARP,income_statement,Total Revenue
Total Revenue,2022-12-31,4894276000.0,ARP,income_statement,Total Revenue
Total Revenue,2023-12-31,3549153000.0,ARP,income_statement,Total Revenue
Total Revenue,2024-12-31,3434693000.0,ARP,income_statement,Total Revenue
Basic EPS,2021-12-31,1.84,ARP,income_statement,Basic EPS
Basic EPS,2022-12-31,9.11,ARP,income_statement,Basic EPS
Basic EPS,2023-12-31,3.57,ARP,income_statement,Basic EPS
Basic EPS,2024-12-31,2.23,ARP,income_statement,Basic EPS
Total Revenue,2021-12-31,4579900000.0,BEIA-B,income_statement,Total Revenue
Total Revenue,2022-12-31,5866000000.0,BEIA-B,income_statement,Total Revenue
Total Revenue,2023-12-31,6882000000.0,BEIA-B,income_statement,Total Revenue
Total Revenue,2024-12-31,7203000000.0,BEIA-B,income_statement,Total Revenue
Basic EPS,2021-12-31,9.43,BEIA-B,income_statement,Basic EPS
Basic EPS,2022-12-31,15.92,BEIA-B,income_statement,Basic EPS
Basic EPS,2023-12-31,8.61,BEIA-B,income_statement,Basic EPS
Basic EPS,2024-12-31,11.85,BEIA-B,income_statement,Basic EPS
Total Revenue,2021-12-31,3083000000.0,NPAPER,income_statement,Total Revenue
Total Revenue,2022-12-31,4440000000.0,NPAPER,income_statement,Total Revenue
Total Revenue,2023-12-31,4472000000.0,NPAPER,income_statement,Total Revenue
Total Revenue,2024-12-31,4668000000.0,NPAPER,income_statement,Total Revenue
Basic EPS,2021-12-31,2.15,NPAPER,income_statement,Basic EPS
Basic EPS,2022-12-31,8.46,NPAPER,income_statement,Basic EPS
Basic EPS,2023-12-31,6.22,NPAPER,income_statement,Basic EPS
Basic EPS,2024-12-31,6.96,NPAPER,income_statement,Basic EPS
Total Revenue,2021-12-31,2320000000.0,RROS,income_statement,Total Revenue
Total Revenue,2022-12-31,3038000000.0,RROS,income_statement,Total Revenue
Total Revenue,2023-12-31,2757000000.0,RROS,income_statement,Total Revenue
Total Revenue,2024-12-31,2740000000.0,RROS,income_statement,Total Revenue
Basic EPS,2021-12-31,1.3,RROS,income_statement,Basic EPS
Basic EPS,2022-12-31,3.7,RROS,income_statement,Basic EPS
Basic EPS,2023-12-31,0.79,RROS,income_statement,Basic EPS
Basic EPS,2024-12-31,0.13,RROS,income_statement,Basic EPS
Total Revenue,2021-12-31,0.0,VISC,income_statement,Total Revenue
Total Revenue,2022-12-31,0.0,VISC,income_statement,Total Revenue
Total Revenue,2023-12-31,0.0,VISC,income_statement,Total Revenue
Total Revenue,2024-12-31,0.0,VISC,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.2,VISC,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.33,VISC,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.36,VISC,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.49,VISC,income_statement,Basic EPS
Total Revenue,2021-06-30,13176000000.0,ACAD,income_statement,Total Revenue
Total Revenue,2022-06-30,14096000000.0,ACAD,income_statement,Total Revenue
Total Revenue,2023-06-30,15268000000.0,ACAD,income_statement,Total Revenue
Total Revenue,2024-06-30,17050000000.0,ACAD,income_statement,Total Revenue
Basic EPS,2021-06-30,5.64,ACAD,income_statement,Basic EPS
Basic EPS,2022-06-30,5.73,ACAD,income_statement,Basic EPS
Basic EPS,2023-06-30,5.47,ACAD,income_statement,Basic EPS
Basic EPS,2024-06-30,6.06,ACAD,income_statement,Basic EPS
Total Revenue,2021-12-31,8417000000.0,ALLIGO-B,income_statement,Total Revenue
Total Revenue,2022-12-31,9211000000.0,ALLIGO-B,income_statement,Total Revenue
Total Revenue,2023-12-31,9335000000.0,ALLIGO-B,income_statement,Total Revenue
Total Revenue,2024-12-31,9333000000.0,ALLIGO-B,income_statement,Total Revenue
Basic EPS,2021-12-31,8.5,ALLIGO-B,income_statement,Basic EPS
Basic EPS,2022-12-31,80.44,ALLIGO-B,income_statement,Basic EPS
Basic EPS,2023-12-31,9.76,ALLIGO-B,income_statement,Basic EPS
Basic EPS,2024-12-31,5.47,ALLIGO-B,income_statement,Basic EPS
Total Revenue,2021-12-31,12666000000.0,BHG,income_statement,Total Revenue
Total Revenue,2022-12-31,13433600000.0,BHG,income_statement,Total Revenue
Total Revenue,2023-12-31,11790200000.0,BHG,income_statement,Total Revenue
Total Revenue,2024-12-31,9962500000.0,BHG,income_statement,Total Revenue
Basic EPS,2021-12-31,3.97,BHG,income_statement,Basic EPS
Basic EPS,2022-12-31,0.25,BHG,income_statement,Basic EPS
Basic EPS,2023-12-31,-8.73,BHG,income_statement,Basic EPS
Basic EPS,2024-12-31,-3.79,BHG,income_statement,Basic EPS
Total Revenue,2021-12-31,14746000000.0,BONAV-A,income_statement,Total Revenue
Total Revenue,2022-12-31,13987000000.0,BONAV-A,income_statement,Total Revenue
Total Revenue,2023-12-31,13269000000.0,BONAV-A,income_statement,Total Revenue
Total Revenue,2024-12-31,8194000000.0,BONAV-A,income_statement,Total Revenue
Basic EPS,2021-12-31,4.285324,BONAV-A,income_statement,Basic EPS
Basic EPS,2022-12-31,-1.602734,BONAV-A,income_statement,Basic EPS
Basic EPS,2023-12-31,-12.47,BONAV-A,income_statement,Basic EPS
Basic EPS,2024-12-31,-1.85,BONAV-A,income_statement,Basic EPS
Total Revenue,2021-12-31,14746000000.0,BONAV-B,income_statement,Total Revenue
Total Revenue,2022-12-31,13987000000.0,BONAV-B,income_statement,Total Revenue
Total Revenue,2023-12-31,13269000000.0,BONAV-B,income_statement,Total Revenue
Total Revenue,2024-12-31,8194000000.0,BONAV-B,income_statement,Total Revenue
Basic EPS,2021-12-31,4.285324,BONAV-B,income_statement,Basic EPS
Basic EPS,2022-12-31,-1.602734,BONAV-B,income_statement,Basic EPS
Basic EPS,2023-12-31,-12.47,BONAV-B,income_statement,Basic EPS
Basic EPS,2024-12-31,-1.85,BONAV-B,income_statement,Basic EPS
Total Revenue,2021-12-31,5813800000.0,BOOZT,income_statement,Total Revenue
Total Revenue,2022-12-31,6743000000.0,BOOZT,income_statement,Total Revenue
Total Revenue,2023-12-31,7755000000.0,BOOZT,income_statement,Total Revenue
Total Revenue,2024-12-31,8244000000.0,BOOZT,income_statement,Total Revenue
Basic EPS,2021-12-31,2.87,BOOZT,income_statement,Basic EPS
Basic EPS,2022-12-31,2.76,BOOZT,income_statement,Basic EPS
Basic EPS,2023-12-31,3.54,BOOZT,income_statement,Basic EPS
Basic EPS,2024-12-31,5.25,BOOZT,income_statement,Basic EPS
Total Revenue,2021-12-31,7645000000.0,BMAX,income_statement,Total Revenue
Total Revenue,2022-12-31,7260000000.0,BMAX,income_statement,Total Revenue
Total Revenue,2023-12-31,6113000000.0,BMAX,income_statement,Total Revenue
Total Revenue,2024-12-31,5986000000.0,BMAX,income_statement,Total Revenue
Basic EPS,2021-12-31,10.23,BMAX,income_statement,Basic EPS
Basic EPS,2022-12-31,5.34,BMAX,income_statement,Basic EPS
Basic EPS,2023-12-31,0.44,BMAX,income_statement,Basic EPS
Basic EPS,2024-12-31,1.14,BMAX,income_statement,Basic EPS
Total Revenue,2022-04-30,8783700000.0,CLAS-B,income_statement,Total Revenue
Total Revenue,2023-04-30,9024300000.0,CLAS-B,income_statement,Total Revenue
Total Revenue,2024-04-30,10231900000.0,CLAS-B,income_statement,Total Revenue
Total Revenue,2025-04-30,11626700000.0,CLAS-B,income_statement,Total Revenue
Basic EPS,2022-04-30,8.25,CLAS-B,income_statement,Basic EPS
Basic EPS,2023-04-30,2.85,CLAS-B,income_statement,Basic EPS
Basic EPS,2024-04-30,8.03,CLAS-B,income_statement,Basic EPS
Basic EPS,2025-04-30,13.91,CLAS-B,income_statement,Basic EPS
Total Revenue,2021-12-31,82574000.0,G2M,income_statement,Total Revenue
Total Revenue,2022-12-31,61858000.0,G2M,income_statement,Total Revenue
Total Revenue,2023-12-31,88621000.0,G2M,income_statement,Total Revenue
Total Revenue,2024-12-31,122773000.0,G2M,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.000659,G2M,income_statement,Basic EPS
Basic EPS,2022-12-31,0.03,G2M,income_statement,Basic EPS
Basic EPS,2023-12-31,0.1,G2M,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.42,G2M,income_statement,Basic EPS
Total Revenue,2021-12-31,3266000000.0,KABE-B,income_statement,Total Revenue
Total Revenue,2022-12-31,3667000000.0,KABE-B,income_statement,Total Revenue
Total Revenue,2023-12-31,4084000000.0,KABE-B,income_statement,Total Revenue
Total Revenue,2024-12-31,3796000000.0,KABE-B,income_statement,Total Revenue
Basic EPS,2021-12-31,23.56,KABE-B,income_statement,Basic EPS
Basic EPS,2022-12-31,25.22,KABE-B,income_statement,Basic EPS
Basic EPS,2023-12-31,25.56,KABE-B,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,KABE-B,income_statement,Basic EPS
Total Revenue,2021-12-31,12552000000.0,MEKO,income_statement,Total Revenue
Total Revenue,2022-12-31,14391000000.0,MEKO,income_statement,Total Revenue
Total Revenue,2023-12-31,17278000000.0,MEKO,income_statement,Total Revenue
Total Revenue,2024-12-31,18549000000.0,MEKO,income_statement,Total Revenue
Basic EPS,2021-12-31,10.21,MEKO,income_statement,Basic EPS
Basic EPS,2022-12-31,8.12,MEKO,income_statement,Basic EPS
Basic EPS,2023-12-31,7.5,MEKO,income_statement,Basic EPS
Basic EPS,2024-12-31,7.74,MEKO,income_statement,Basic EPS
Total Revenue,2021-12-31,3931000000.0,MTG-A,income_statement,Total Revenue
Total Revenue,2022-12-31,5537000000.0,MTG-A,income_statement,Total Revenue
Total Revenue,2023-12-31,5829000000.0,MTG-A,income_statement,Total Revenue
Total Revenue,2024-12-31,6015000000.0,MTG-A,income_statement,Total Revenue
Basic EPS,2021-12-31,-3.85,MTG-A,income_statement,Basic EPS
Basic EPS,2022-12-31,56.26,MTG-A,income_statement,Basic EPS
Basic EPS,2023-12-31,1.33,MTG-A,income_statement,Basic EPS
Basic EPS,2024-12-31,-1.74,MTG-A,income_statement,Basic EPS
Total Revenue,2021-12-31,3931000000.0,MTG-B,income_statement,Total Revenue
Total Revenue,2022-12-31,5537000000.0,MTG-B,income_statement,Total Revenue
Total Revenue,2023-12-31,5829000000.0,MTG-B,income_statement,Total Revenue
Total Revenue,2024-12-31,6015000000.0,MTG-B,income_statement,Total Revenue
Basic EPS,2021-12-31,-3.85,MTG-B,income_statement,Basic EPS
Basic EPS,2022-12-31,56.26,MTG-B,income_statement,Basic EPS
Basic EPS,2023-12-31,1.33,MTG-B,income_statement,Basic EPS
Basic EPS,2024-12-31,-1.74,MTG-B,income_statement,Basic EPS
Total Revenue,2021-12-31,13719000000.0,NOBI,income_statement,Total Revenue
Total Revenue,2022-12-31,14929000000.0,NOBI,income_statement,Total Revenue
Total Revenue,2023-12-31,11672000000.0,NOBI,income_statement,Total Revenue
Total Revenue,2024-12-31,10538000000.0,NOBI,income_statement,Total Revenue
Basic EPS,2021-12-31,1.874474,NOBI,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.004474,NOBI,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.92,NOBI,income_statement,Basic EPS
Basic EPS,2024-12-31,-2.46,NOBI,income_statement,Basic EPS
Total Revenue,2021-12-31,732000000.0,PRFO,income_statement,Total Revenue
Total Revenue,2022-12-31,848000000.0,PRFO,income_statement,Total Revenue
Total Revenue,2023-12-31,787000000.0,PRFO,income_statement,Total Revenue
Total Revenue,2024-12-31,731000000.0,PRFO,income_statement,Total Revenue
Basic EPS,2021-12-31,3.95,PRFO,income_statement,Basic EPS
Basic EPS,2022-12-31,4.85,PRFO,income_statement,Basic EPS
Basic EPS,2023-12-31,3.88,PRFO,income_statement,Basic EPS
Basic EPS,2024-12-31,3.15,PRFO,income_statement,Basic EPS
Total Revenue,2021-06-30,897100000.0,RVRC,income_statement,Total Revenue
Total Revenue,2022-06-30,1331000000.0,RVRC,income_statement,Total Revenue
Total Revenue,2023-06-30,1560000000.0,RVRC,income_statement,Total Revenue
Total Revenue,2024-06-30,1840000000.0,RVRC,income_statement,Total Revenue
Basic EPS,2021-06-30,1.59,RVRC,income_statement,Basic EPS
Basic EPS,2022-06-30,2.55,RVRC,income_statement,Basic EPS
Basic EPS,2023-06-30,2.15,RVRC,income_statement,Basic EPS
Basic EPS,2024-06-30,2.73,RVRC,income_statement,Basic EPS
Total Revenue,2022-04-30,9490200000.0,RUSTA,income_statement,Total Revenue
Total Revenue,2023-04-30,10202000000.0,RUSTA,income_statement,Total Revenue
Total Revenue,2024-04-30,11116000000.0,RUSTA,income_statement,Total Revenue
Total Revenue,2025-04-30,11828000000.0,RUSTA,income_statement,Total Revenue
Basic EPS,2022-04-30,4.053552,RUSTA,income_statement,Basic EPS
Basic EPS,2023-04-30,1.719449,RUSTA,income_statement,Basic EPS
Basic EPS,2024-04-30,2.7,RUSTA,income_statement,Basic EPS
Basic EPS,2025-04-30,3.1,RUSTA,income_statement,Basic EPS
Total Revenue,2021-12-31,10086000000.0,SHOT,income_statement,Total Revenue
Total Revenue,2022-12-31,19230000000.0,SHOT,income_statement,Total Revenue
Total Revenue,2023-12-31,21935000000.0,SHOT,income_statement,Total Revenue
Total Revenue,2024-12-31,21959000000.0,SHOT,income_statement,Total Revenue
Basic EPS,2021-12-31,-8.79,SHOT,income_statement,Basic EPS
Basic EPS,2022-12-31,2.69,SHOT,income_statement,Basic EPS
Basic EPS,2023-12-31,3.46,SHOT,income_statement,Basic EPS
Basic EPS,2024-12-31,3.43,SHOT,income_statement,Basic EPS
Total Revenue,2021-08-31,2750514000.0,SKIS-B,income_statement,Total Revenue
Total Revenue,2022-08-31,4092252000.0,SKIS-B,income_statement,Total Revenue
Total Revenue,2023-08-31,4281497000.0,SKIS-B,income_statement,Total Revenue
Total Revenue,2024-08-31,4679385000.0,SKIS-B,income_statement,Total Revenue
Basic EPS,2021-08-31,3.04,SKIS-B,income_statement,Basic EPS
Basic EPS,2022-08-31,8.5,SKIS-B,income_statement,Basic EPS
Basic EPS,2023-08-31,5.28,SKIS-B,income_statement,Basic EPS
Basic EPS,2024-08-31,6.04,SKIS-B,income_statement,Basic EPS
Total Revenue,2021-12-31,5462000000.0,SF,income_statement,Total Revenue
Total Revenue,2022-12-31,7058000000.0,SF,income_statement,Total Revenue
Total Revenue,2023-12-31,6982000000.0,SF,income_statement,Total Revenue
Total Revenue,2024-12-31,6737000000.0,SF,income_statement,Total Revenue
Basic EPS,2021-12-31,1.61,SF,income_statement,Basic EPS
Basic EPS,2022-12-31,1.15,SF,income_statement,Basic EPS
Basic EPS,2023-12-31,0.01,SF,income_statement,Basic EPS
Basic EPS,2024-12-31,-14.4,SF,income_statement,Basic EPS
Total Revenue,2021-12-31,4728000000.0,SYNSAM,income_statement,Total Revenue
Total Revenue,2022-12-31,5349000000.0,SYNSAM,income_statement,Total Revenue
Total Revenue,2023-12-31,5984000000.0,SYNSAM,income_statement,Total Revenue
Total Revenue,2024-12-31,6523000000.0,SYNSAM,income_statement,Total Revenue
Basic EPS,2021-12-31,0.34,SYNSAM,income_statement,Basic EPS
Basic EPS,2022-12-31,2.19,SYNSAM,income_statement,Basic EPS
Basic EPS,2023-12-31,2.08,SYNSAM,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,SYNSAM,income_statement,Basic EPS
Total Revenue,2021-12-31,3611224000.0,VBG-B,income_statement,Total Revenue
Total Revenue,2022-12-31,4579978000.0,VBG-B,income_statement,Total Revenue
Total Revenue,2023-12-31,5739756000.0,VBG-B,income_statement,Total Revenue
Total Revenue,2024-12-31,5578859000.0,VBG-B,income_statement,Total Revenue
Basic EPS,2021-12-31,13.48,VBG-B,income_statement,Basic EPS
Basic EPS,2022-12-31,14.73,VBG-B,income_statement,Basic EPS
Basic EPS,2023-12-31,22.88,VBG-B,income_statement,Basic EPS
Basic EPS,2024-12-31,23.52,VBG-B,income_statement,Basic EPS
Total Revenue,2021-12-31,1316000000.0,VESTUM,income_statement,Total Revenue
Total Revenue,2022-12-31,5162000000.0,VESTUM,income_statement,Total Revenue
