,Key,Values,Ticker
28,Rörelsemarginal_ttm_current_ratioRank,95.6418383518225,FPAR-A
29,Rörelsemarginal_ttm_momentum_ratioRank,45.99673202614379,FPAR-A
30,Skuldsättningsgrad_long_trend_ratioRank,38.64027538726334,FPAR-A
31,Skuldsättningsgrad_ttm_current_ratioRank,19.573283858998145,FPAR-A
32,Skuldsättningsgrad_ttm_momentum_ratioRank,62.09213051823417,FPAR-A
33,Soliditet_long_trend_ratioRank,32.683982683982684,FPAR-A
34,Soliditet_ttm_current_ratioRank,36.19942196531792,FPAR-A
35,Soliditet_ttm_momentum_ratioRank,61.46449704142012,FPAR-A
36,Vinst_per_Aktie_long_trend_ratioRank,4.178885630498534,FPAR-A
37,Vinst_per_Aktie_ttm_current_ratioRank,50.0,FPAR-A
38,Vinst_per_Aktie_ttm_momentum_ratioRank,87.31231231231232,FPAR-A
39,Vinstmarginal_long_trend_ratioRank,6.682027649769585,FPAR-A
40,Vinstmarginal_ttm_current_ratioRank,88.5432473444613,FPAR-A
41,Vinstmarginal_ttm_momentum_ratioRank,85.72542901716068,FPAR-A
42,Hälsa_long_trend_catAvg,35.66212903562301,FPAR-A
43,Hälsa_long_trend_catRank,31.818181818181817,FPAR-A
44,Hälsa_ttm_current_catAvg,27.88635291215803,FPAR-A
45,Hälsa_ttm_current_catRank,20.707070707070706,FPAR-A
46,Hälsa_ttm_momentum_catAvg,61.778313779827144,FPAR-A
47,Hälsa_ttm_momentum_catRank,66.88311688311688,FPAR-A
48,Kassaflöde_long_trend_catAvg,52.420746259029926,FPAR-A
49,Kassaflöde_long_trend_catRank,55.62770562770562,FPAR-A
50,Kassaflöde_ttm_current_catAvg,58.15486090380542,FPAR-A
51,Kassaflöde_ttm_current_catRank,58.22510822510822,FPAR-A
52,Kassaflöde_ttm_momentum_catAvg,28.6738375686189,FPAR-A
53,Kassaflöde_ttm_momentum_catRank,20.274170274170274,FPAR-A
54,Kvalitet_long_trend_catAvg,9.397726196930968,FPAR-A
55,Kvalitet_long_trend_catRank,4.401154401154401,FPAR-A
56,Kvalitet_ttm_current_catAvg,47.99363667319316,FPAR-A
57,Kvalitet_ttm_current_catRank,49.711399711399714,FPAR-A
58,Kvalitet_ttm_momentum_catAvg,82.23516825709218,FPAR-A
59,Kvalitet_ttm_momentum_catRank,93.001443001443,FPAR-A
60,Lönsamhet_long_trend_catAvg,36.49912985727129,FPAR-A
61,Lönsamhet_long_trend_catRank,23.737373737373737,FPAR-A
62,Lönsamhet_ttm_current_catAvg,86.01940252202225,FPAR-A
63,Lönsamhet_ttm_current_catRank,94.44444444444444,FPAR-A
64,Lönsamhet_ttm_momentum_catAvg,59.5751952336129,FPAR-A
65,Lönsamhet_ttm_momentum_catRank,68.9033189033189,FPAR-A
66,Tillväxt_long_trend_catAvg,22.557952799888284,FPAR-A
67,Tillväxt_long_trend_catRank,11.03896103896104,FPAR-A
68,Tillväxt_ttm_current_catAvg,50.0,FPAR-A
69,Tillväxt_ttm_current_catRank,50.072150072150066,FPAR-A
70,Tillväxt_ttm_momentum_catAvg,72.4003059221468,FPAR-A
71,Tillväxt_ttm_momentum_catRank,83.91053391053391,FPAR-A
72,Värdering_long_trend_catAvg,63.12161698287199,FPAR-A
73,Värdering_long_trend_catRank,74.02597402597402,FPAR-A
74,Värdering_ttm_current_catAvg,46.190934702246274,FPAR-A
75,Värdering_ttm_current_catRank,38.23953823953824,FPAR-A
76,Värdering_ttm_momentum_catAvg,74.75010298297902,FPAR-A
77,Värdering_ttm_momentum_catRank,88.31168831168831,FPAR-A
78,long_trend_clusterAvg,33.441558441558435,FPAR-A
79,long_trend_clusterRank,16.883116883116884,FPAR-A
80,ttm_current_clusterAvg,51.8999518999519,FPAR-A
81,ttm_current_clusterRank,59.45165945165945,FPAR-A
82,ttm_momentum_clusterAvg,70.21404521404521,FPAR-A
83,ttm_momentum_clusterRank,89.75468975468975,FPAR-A
84,totalRank,61.038961038961034,FPAR-A
0,Bruttomarginal_long_trend_ratioRank,60.973597359735976,VOLO-PREF
1,Bruttomarginal_ttm_current_ratioRank,40.15025041736227,VOLO-PREF
2,Bruttomarginal_ttm_momentum_ratioRank,50.599315068493155,VOLO-PREF
3,EV_EBITDA_long_trend_ratioRank,22.242990654205606,VOLO-PREF
4,EV_EBITDA_ttm_current_ratioRank,69.8224852071006,VOLO-PREF
5,EV_EBITDA_ttm_momentum_ratioRank,48.15573770491803,VOLO-PREF
6,Försäljning_long_trend_ratioRank,37.864823348694316,VOLO-PREF
7,Försäljning_ttm_current_ratioRank,50.0,VOLO-PREF
8,Försäljning_ttm_momentum_ratioRank,35.64742589703588,VOLO-PREF
9,Kassaflöde_till_Skuld_long_trend_ratioRank,51.47569444444444,VOLO-PREF
10,Kassaflöde_till_Skuld_ttm_current_ratioRank,46.64804469273743,VOLO-PREF
11,Kassaflöde_till_Skuld_ttm_momentum_ratioRank,39.98073217726397,VOLO-PREF
12,PB_tal_long_trend_ratioRank,26.506024096385545,VOLO-PREF
13,PB_tal_ttm_current_ratioRank,86.67642752562226,VOLO-PREF
14,PB_tal_ttm_momentum_ratioRank,55.85585585585585,VOLO-PREF
15,PE_tal_long_trend_ratioRank,25.644916540212442,VOLO-PREF
16,PE_tal_ttm_current_ratioRank,3.3724340175953076,VOLO-PREF
17,PE_tal_ttm_momentum_ratioRank,43.50453172205438,VOLO-PREF
18,ROE_long_trend_ratioRank,31.38528138528138,VOLO-PREF
19,ROE_ttm_current_ratioRank,74.7467438494935,VOLO-PREF
20,ROE_ttm_momentum_ratioRank,41.34615384615385,VOLO-PREF
21,ROIC_long_trend_ratioRank,38.27037773359841,VOLO-PREF
22,ROIC_ttm_current_ratioRank,74.0546218487395,VOLO-PREF
23,ROIC_ttm_momentum_ratioRank,51.750547045951855,VOLO-PREF
24,Rörelseflödesmarginal_long_trend_ratioRank,71.59442724458205,VOLO-PREF
25,Rörelseflödesmarginal_ttm_current_ratioRank,46.18320610687023,VOLO-PREF
26,Rörelseflödesmarginal_ttm_momentum_ratioRank,33.569182389937104,VOLO-PREF
27,Rörelsemarginal_long_trend_ratioRank,37.70096463022508,VOLO-PREF
28,Rörelsemarginal_ttm_current_ratioRank,62.361331220285265,VOLO-PREF
29,Rörelsemarginal_ttm_momentum_ratioRank,54.003267973856204,VOLO-PREF
30,Skuldsättningsgrad_long_trend_ratioRank,33.820998278829606,VOLO-PREF
31,Skuldsättningsgrad_ttm_current_ratioRank,14.007421150278294,VOLO-PREF
32,Skuldsättningsgrad_ttm_momentum_ratioRank,73.03262955854126,VOLO-PREF
33,Soliditet_long_trend_ratioRank,36.002886002886,VOLO-PREF
34,Soliditet_ttm_current_ratioRank,15.679190751445088,VOLO-PREF
35,Soliditet_ttm_momentum_ratioRank,69.74852071005917,VOLO-PREF
36,Vinst_per_Aktie_long_trend_ratioRank,36.58357771260997,VOLO-PREF
37,Vinst_per_Aktie_ttm_current_ratioRank,50.0,VOLO-PREF
38,Vinst_per_Aktie_ttm_momentum_ratioRank,38.813813813813816,VOLO-PREF
39,Vinstmarginal_long_trend_ratioRank,35.56067588325653,VOLO-PREF
40,Vinstmarginal_ttm_current_ratioRank,55.91805766312595,VOLO-PREF
41,Vinstmarginal_ttm_momentum_ratioRank,46.25585023400936,VOLO-PREF
42,Hälsa_long_trend_catAvg,34.9119421408578,VOLO-PREF
43,Hälsa_long_trend_catRank,30.952380952380953,VOLO-PREF
44,Hälsa_ttm_current_catAvg,14.84330595086169,VOLO-PREF
45,Hälsa_ttm_current_catRank,9.595959595959595,VOLO-PREF
46,Hälsa_ttm_momentum_catAvg,71.3905751343002,VOLO-PREF
47,Hälsa_ttm_momentum_catRank,78.71572871572872,VOLO-PREF
48,Kassaflöde_long_trend_catAvg,61.53506084451325,VOLO-PREF
49,Kassaflöde_long_trend_catRank,68.9033189033189,VOLO-PREF
50,Kassaflöde_ttm_current_catAvg,46.41562539980383,VOLO-PREF
51,Kassaflöde_ttm_current_catRank,39.17748917748918,VOLO-PREF
52,Kassaflöde_ttm_momentum_catAvg,36.774957283600536,VOLO-PREF
53,Kassaflöde_ttm_momentum_catRank,30.663780663780667,VOLO-PREF
54,Kvalitet_long_trend_catAvg,34.82782955943989,VOLO-PREF
55,Kvalitet_long_trend_catRank,26.190476190476193,VOLO-PREF
56,Kvalitet_ttm_current_catAvg,74.40068284911649,VOLO-PREF
57,Kvalitet_ttm_current_catRank,82.03463203463204,VOLO-PREF
58,Kvalitet_ttm_momentum_catAvg,46.54835044605285,VOLO-PREF
59,Kvalitet_ttm_momentum_catRank,42.35209235209235,VOLO-PREF
60,Lönsamhet_long_trend_catAvg,44.74507929107253,VOLO-PREF
61,Lönsamhet_long_trend_catRank,39.17748917748918,VOLO-PREF
62,Lönsamhet_ttm_current_catAvg,52.809879766924496,VOLO-PREF
63,Lönsamhet_ttm_current_catRank,57.936507936507944,VOLO-PREF
64,Lönsamhet_ttm_momentum_catAvg,50.2861444254529,VOLO-PREF
65,Lönsamhet_ttm_momentum_catRank,53.896103896103895,VOLO-PREF
66,Tillväxt_long_trend_catAvg,37.22420053065214,VOLO-PREF
67,Tillväxt_long_trend_catRank,27.056277056277057,VOLO-PREF
68,Tillväxt_ttm_current_catAvg,50.0,VOLO-PREF
69,Tillväxt_ttm_current_catRank,50.072150072150066,VOLO-PREF
70,Tillväxt_ttm_momentum_catAvg,37.23061985542485,VOLO-PREF
71,Tillväxt_ttm_momentum_catRank,26.623376623376622,VOLO-PREF
72,Värdering_long_trend_catAvg,24.79797709693453,VOLO-PREF
73,Värdering_long_trend_catRank,10.1010101010101,VOLO-PREF
74,Värdering_ttm_current_catAvg,53.290448916772725,VOLO-PREF
75,Värdering_ttm_current_catRank,53.535353535353536,VOLO-PREF
76,Värdering_ttm_momentum_catAvg,49.172041760942754,VOLO-PREF
77,Värdering_ttm_momentum_catRank,47.90764790764791,VOLO-PREF
78,long_trend_clusterAvg,33.73015873015873,VOLO-PREF
79,long_trend_clusterRank,17.604617604617605,VOLO-PREF
80,ttm_current_clusterAvg,48.72534872534873,VOLO-PREF
81,ttm_current_clusterRank,46.96969696969697,VOLO-PREF
82,ttm_momentum_clusterAvg,46.6931216931217,VOLO-PREF
83,ttm_momentum_clusterRank,40.692640692640694,VOLO-PREF
84,totalRank,20.49062049062049,VOLO-PREF
0,Bruttomarginal_long_trend_ratioRank,87.62376237623762,AAK
1,Bruttomarginal_ttm_current_ratioRank,26.04340567612688,AAK
2,Bruttomarginal_ttm_momentum_ratioRank,77.05479452054794,AAK
3,EV_EBITDA_long_trend_ratioRank,42.80373831775701,AAK
4,EV_EBITDA_ttm_current_ratioRank,35.50295857988166,AAK
5,EV_EBITDA_ttm_momentum_ratioRank,37.295081967213115,AAK
6,Försäljning_long_trend_ratioRank,33.94777265745007,AAK
7,Försäljning_ttm_current_ratioRank,50.0,AAK
8,Försäljning_ttm_momentum_ratioRank,44.14976599063963,AAK
9,Kassaflöde_till_Skuld_long_trend_ratioRank,87.5,AAK
10,Kassaflöde_till_Skuld_ttm_current_ratioRank,60.14897579143389,AAK
11,Kassaflöde_till_Skuld_ttm_momentum_ratioRank,89.98073217726397,AAK
12,PB_tal_long_trend_ratioRank,25.0,AAK
13,PB_tal_ttm_current_ratioRank,31.039531478770133,AAK
14,PB_tal_ttm_momentum_ratioRank,34.68468468468468,AAK
15,PE_tal_long_trend_ratioRank,57.207890743550834,AAK
16,PE_tal_ttm_current_ratioRank,30.64516129032258,AAK
17,PE_tal_ttm_momentum_ratioRank,35.80060422960725,AAK
18,ROE_long_trend_ratioRank,65.22366522366522,AAK
19,ROE_ttm_current_ratioRank,83.93632416787264,AAK
20,ROE_ttm_momentum_ratioRank,47.633136094674555,AAK
21,ROIC_long_trend_ratioRank,75.14910536779324,AAK
22,ROIC_ttm_current_ratioRank,88.23529411764706,AAK
23,ROIC_ttm_momentum_ratioRank,60.61269146608315,AAK
24,Rörelseflödesmarginal_long_trend_ratioRank,88.54489164086688,AAK
25,Rörelseflödesmarginal_ttm_current_ratioRank,32.97709923664122,AAK
26,Rörelseflödesmarginal_ttm_momentum_ratioRank,88.83647798742138,AAK
27,Rörelsemarginal_long_trend_ratioRank,81.9935691318328,AAK
28,Rörelsemarginal_ttm_current_ratioRank,70.20602218700476,AAK
29,Rörelsemarginal_ttm_momentum_ratioRank,63.23529411764706,AAK
30,Skuldsättningsgrad_long_trend_ratioRank,85.19793459552496,AAK
31,Skuldsättningsgrad_ttm_current_ratioRank,68.6456400742115,AAK
32,Skuldsättningsgrad_ttm_momentum_ratioRank,90.97888675623801,AAK
33,Soliditet_long_trend_ratioRank,92.4963924963925,AAK
34,Soliditet_ttm_current_ratioRank,66.04046242774567,AAK
35,Soliditet_ttm_momentum_ratioRank,81.50887573964496,AAK
36,Vinst_per_Aktie_long_trend_ratioRank,79.32551319648094,AAK
37,Vinst_per_Aktie_ttm_current_ratioRank,50.0,AAK
38,Vinst_per_Aktie_ttm_momentum_ratioRank,53.9039039039039,AAK
39,Vinstmarginal_long_trend_ratioRank,79.72350230414746,AAK
40,Vinstmarginal_ttm_current_ratioRank,72.23065250379362,AAK
41,Vinstmarginal_ttm_momentum_ratioRank,58.03432137285491,AAK
42,Hälsa_long_trend_catAvg,88.84716354595872,AAK
43,Hälsa_long_trend_catRank,94.08369408369408,AAK
44,Hälsa_ttm_current_catAvg,67.34305125097859,AAK
45,Hälsa_ttm_current_catRank,72.43867243867244,AAK
46,Hälsa_ttm_momentum_catAvg,86.24388124794149,AAK
47,Hälsa_ttm_momentum_catRank,92.64069264069265,AAK
48,Kassaflöde_long_trend_catAvg,88.02244582043343,AAK
49,Kassaflöde_long_trend_catRank,93.79509379509379,AAK
50,Kassaflöde_ttm_current_catAvg,46.56303751403756,AAK
51,Kassaflöde_ttm_current_catRank,39.682539682539684,AAK
52,Kassaflöde_ttm_momentum_catAvg,89.40860508234267,AAK
53,Kassaflöde_ttm_momentum_catRank,93.07359307359307,AAK
54,Kvalitet_long_trend_catAvg,70.18638529572922,AAK
55,Kvalitet_long_trend_catRank,81.24098124098124,AAK
56,Kvalitet_ttm_current_catAvg,86.08580914275984,AAK
57,Kvalitet_ttm_current_catRank,91.48629148629148,AAK
58,Kvalitet_ttm_momentum_catAvg,54.12291378037885,AAK
59,Kvalitet_ttm_momentum_catRank,58.730158730158735,AAK
60,Lönsamhet_long_trend_catAvg,83.1136112707393,AAK
61,Lönsamhet_long_trend_catRank,94.22799422799423,AAK
62,Lönsamhet_ttm_current_catAvg,56.160026788975095,AAK
63,Lönsamhet_ttm_current_catRank,63.05916305916306,AAK
64,Lönsamhet_ttm_momentum_catAvg,66.10813667034998,AAK
65,Lönsamhet_ttm_momentum_catRank,79.22077922077922,AAK
66,Tillväxt_long_trend_catAvg,56.63664292696551,AAK
67,Tillväxt_long_trend_catRank,60.02886002886003,AAK
68,Tillväxt_ttm_current_catAvg,50.0,AAK
69,Tillväxt_ttm_current_catRank,50.072150072150066,AAK
70,Tillväxt_ttm_momentum_catAvg,49.026834947271766,AAK
71,Tillväxt_ttm_momentum_catRank,47.76334776334777,AAK
72,Värdering_long_trend_catAvg,41.67054302043595,AAK
73,Värdering_long_trend_catRank,36.94083694083694,AAK
74,Värdering_ttm_current_catAvg,32.395883782991454,AAK
75,Värdering_ttm_current_catRank,16.738816738816737,AAK
76,Värdering_ttm_momentum_catAvg,35.92679029383502,AAK
77,Värdering_ttm_momentum_catRank,26.551226551226552,AAK
78,long_trend_clusterAvg,76.71957671957672,AAK
79,long_trend_clusterRank,94.37229437229438,AAK
80,ttm_current_clusterAvg,55.579605579605584,AAK
81,ttm_current_clusterRank,70.70707070707071,AAK
82,ttm_momentum_clusterAvg,66.32996632996633,AAK
83,ttm_momentum_clusterRank,83.54978354978356,AAK
84,totalRank,97.40259740259741,AAK
0,Bruttomarginal_long_trend_ratioRank,56.683168316831676,SDIP-B
1,Bruttomarginal_ttm_current_ratioRank,64.52420701168614,SDIP-B
2,Bruttomarginal_ttm_momentum_ratioRank,35.70205479452055,SDIP-B
3,EV_EBITDA_long_trend_ratioRank,70.46728971962617,SDIP-B
4,EV_EBITDA_ttm_current_ratioRank,53.4516765285996,SDIP-B
5,EV_EBITDA_ttm_momentum_ratioRank,69.87704918032787,SDIP-B
6,Försäljning_long_trend_ratioRank,77.95698924731182,SDIP-B
7,Försäljning_ttm_current_ratioRank,50.0,SDIP-B
8,Försäljning_ttm_momentum_ratioRank,61.856474258970366,SDIP-B
9,Kassaflöde_till_Skuld_long_trend_ratioRank,39.67013888888889,SDIP-B
10,Kassaflöde_till_Skuld_ttm_current_ratioRank,49.81378026070764,SDIP-B
11,Kassaflöde_till_Skuld_ttm_momentum_ratioRank,69.07514450867052,SDIP-B
12,PB_tal_long_trend_ratioRank,73.79518072289156,SDIP-B
13,PB_tal_ttm_current_ratioRank,53.58711566617862,SDIP-B
14,PB_tal_ttm_momentum_ratioRank,60.810810810810814,SDIP-B
15,PE_tal_long_trend_ratioRank,68.89226100151745,SDIP-B
16,PE_tal_ttm_current_ratioRank,23.900293255131967,SDIP-B
17,PE_tal_ttm_momentum_ratioRank,66.01208459214502,SDIP-B
18,ROE_long_trend_ratioRank,47.4025974025974,SDIP-B
19,ROE_ttm_current_ratioRank,61.57742402315485,SDIP-B
20,ROE_ttm_momentum_ratioRank,69.00887573964496,SDIP-B
21,ROIC_long_trend_ratioRank,58.54870775347912,SDIP-B
22,ROIC_ttm_current_ratioRank,60.39915966386554,SDIP-B
23,ROIC_ttm_momentum_ratioRank,71.66301969365426,SDIP-B
24,Rörelseflödesmarginal_long_trend_ratioRank,56.424148606811144,SDIP-B
25,Rörelseflödesmarginal_ttm_current_ratioRank,72.74809160305344,SDIP-B
26,Rörelseflödesmarginal_ttm_momentum_ratioRank,62.97169811320755,SDIP-B
27,Rörelsemarginal_long_trend_ratioRank,70.81993569131832,SDIP-B
28,Rörelsemarginal_ttm_current_ratioRank,80.42789223454834,SDIP-B
29,Rörelsemarginal_ttm_momentum_ratioRank,59.39542483660131,SDIP-B
30,Skuldsättningsgrad_long_trend_ratioRank,35.02581755593804,SDIP-B
31,Skuldsättningsgrad_ttm_current_ratioRank,27.92207792207792,SDIP-B
32,Skuldsättningsgrad_ttm_momentum_ratioRank,61.70825335892515,SDIP-B
33,Soliditet_long_trend_ratioRank,46.53679653679654,SDIP-B
34,Soliditet_ttm_current_ratioRank,36.77745664739884,SDIP-B
35,Soliditet_ttm_momentum_ratioRank,32.17455621301775,SDIP-B
36,Vinst_per_Aktie_long_trend_ratioRank,61.070381231671554,SDIP-B
37,Vinst_per_Aktie_ttm_current_ratioRank,50.0,SDIP-B
38,Vinst_per_Aktie_ttm_momentum_ratioRank,61.03603603603604,SDIP-B
39,Vinstmarginal_long_trend_ratioRank,49.385560675883255,SDIP-B
40,Vinstmarginal_ttm_current_ratioRank,66.23672230652504,SDIP-B
41,Vinstmarginal_ttm_momentum_ratioRank,65.44461778471138,SDIP-B
42,Hälsa_long_trend_catAvg,40.78130704636729,SDIP-B
43,Hälsa_long_trend_catRank,37.301587301587304,SDIP-B
44,Hälsa_ttm_current_catAvg,32.349767284738384,SDIP-B
45,Hälsa_ttm_current_catRank,26.767676767676768,SDIP-B
46,Hälsa_ttm_momentum_catAvg,46.94140478597145,SDIP-B
47,Hälsa_ttm_momentum_catRank,43.073593073593074,SDIP-B
48,Kassaflöde_long_trend_catAvg,48.047143747850015,SDIP-B
49,Kassaflöde_long_trend_catRank,45.093795093795094,SDIP-B
50,Kassaflöde_ttm_current_catAvg,61.280935931880535,SDIP-B
51,Kassaflöde_ttm_current_catRank,63.41991341991342,SDIP-B
52,Kassaflöde_ttm_momentum_catAvg,66.02342131093903,SDIP-B
53,Kassaflöde_ttm_momentum_catRank,73.66522366522366,SDIP-B
54,Kvalitet_long_trend_catAvg,52.975652578038265,SDIP-B
55,Kvalitet_long_trend_catRank,54.04040404040404,SDIP-B
56,Kvalitet_ttm_current_catAvg,60.9882918435102,SDIP-B
57,Kvalitet_ttm_current_catRank,65.5844155844156,SDIP-B
58,Kvalitet_ttm_momentum_catAvg,70.33594771664961,SDIP-B
59,Kvalitet_ttm_momentum_catRank,81.6017316017316,SDIP-B
60,Lönsamhet_long_trend_catAvg,58.96288822801108,SDIP-B
61,Lönsamhet_long_trend_catRank,67.8932178932179,SDIP-B
62,Lönsamhet_ttm_current_catAvg,70.39627385091984,SDIP-B
63,Lönsamhet_ttm_current_catRank,83.62193362193362,SDIP-B
64,Lönsamhet_ttm_momentum_catAvg,53.51403247194441,SDIP-B
65,Lönsamhet_ttm_momentum_catRank,59.66810966810967,SDIP-B
66,Tillväxt_long_trend_catAvg,69.51368523949169,SDIP-B
67,Tillväxt_long_trend_catRank,81.31313131313132,SDIP-B
68,Tillväxt_ttm_current_catAvg,50.0,SDIP-B
69,Tillväxt_ttm_current_catRank,50.072150072150066,SDIP-B
70,Tillväxt_ttm_momentum_catAvg,61.4462551475032,SDIP-B
71,Tillväxt_ttm_momentum_catRank,71.64502164502164,SDIP-B
72,Värdering_long_trend_catAvg,71.05157714801173,SDIP-B
73,Värdering_long_trend_catRank,81.67388167388168,SDIP-B
74,Värdering_ttm_current_catAvg,43.64636181663673,SDIP-B
75,Värdering_ttm_current_catRank,32.17893217893218,SDIP-B
76,Värdering_ttm_momentum_catAvg,65.5666481944279,SDIP-B
77,Värdering_ttm_momentum_catRank,76.33477633477634,SDIP-B
78,long_trend_clusterAvg,61.21933621933622,SDIP-B
79,long_trend_clusterRank,74.89177489177489,SDIP-B
80,ttm_current_clusterAvg,53.60750360750361,SDIP-B
81,ttm_current_clusterRank,65.07936507936508,SDIP-B
82,ttm_momentum_clusterAvg,67.66474266474266,SDIP-B
83,ttm_momentum_clusterRank,85.13708513708514,SDIP-B
84,totalRank,91.77489177489177,SDIP-B
0,Bruttomarginal_long_trend_ratioRank,39.603960396039604,HERNO-B
1,Bruttomarginal_ttm_current_ratioRank,80.63439065108514,HERNO-B
2,Bruttomarginal_ttm_momentum_ratioRank,41.95205479452055,HERNO-B
3,EV_EBITDA_long_trend_ratioRank,50.0,HERNO-B
4,EV_EBITDA_ttm_current_ratioRank,50.0,HERNO-B
5,EV_EBITDA_ttm_momentum_ratioRank,50.0,HERNO-B
6,Försäljning_long_trend_ratioRank,47.61904761904761,HERNO-B
7,Försäljning_ttm_current_ratioRank,50.0,HERNO-B
8,Försäljning_ttm_momentum_ratioRank,93.60374414976599,HERNO-B
9,Kassaflöde_till_Skuld_long_trend_ratioRank,50.0,HERNO-B
10,Kassaflöde_till_Skuld_ttm_current_ratioRank,50.0,HERNO-B
11,Kassaflöde_till_Skuld_ttm_momentum_ratioRank,50.0,HERNO-B
12,PB_tal_long_trend_ratioRank,50.0,HERNO-B
13,PB_tal_ttm_current_ratioRank,72.32796486090776,HERNO-B
14,PB_tal_ttm_momentum_ratioRank,83.33333333333334,HERNO-B
15,PE_tal_long_trend_ratioRank,50.0,HERNO-B
16,PE_tal_ttm_current_ratioRank,16.422287390029325,HERNO-B
17,PE_tal_ttm_momentum_ratioRank,96.37462235649546,HERNO-B
18,ROE_long_trend_ratioRank,25.685425685425685,HERNO-B
19,ROE_ttm_current_ratioRank,59.913169319826345,HERNO-B
20,ROE_ttm_momentum_ratioRank,89.3491124260355,HERNO-B
21,ROIC_long_trend_ratioRank,50.0,HERNO-B
22,ROIC_ttm_current_ratioRank,50.0,HERNO-B
23,ROIC_ttm_momentum_ratioRank,50.0,HERNO-B
24,Rörelseflödesmarginal_long_trend_ratioRank,24.458204334365323,HERNO-B
25,Rörelseflödesmarginal_ttm_current_ratioRank,77.09923664122137,HERNO-B
26,Rörelseflödesmarginal_ttm_momentum_ratioRank,90.56603773584906,HERNO-B
27,Rörelsemarginal_long_trend_ratioRank,23.311897106109324,HERNO-B
28,Rörelsemarginal_ttm_current_ratioRank,74.96038034865293,HERNO-B
29,Rörelsemarginal_ttm_momentum_ratioRank,96.40522875816994,HERNO-B
30,Skuldsättningsgrad_long_trend_ratioRank,50.0,HERNO-B
31,Skuldsättningsgrad_ttm_current_ratioRank,50.0,HERNO-B
32,Skuldsättningsgrad_ttm_momentum_ratioRank,50.0,HERNO-B
33,Soliditet_long_trend_ratioRank,63.05916305916306,HERNO-B
34,Soliditet_ttm_current_ratioRank,95.8092485549133,HERNO-B
35,Soliditet_ttm_momentum_ratioRank,61.24260355029586,HERNO-B
36,Vinst_per_Aktie_long_trend_ratioRank,45.74780058651026,HERNO-B
37,Vinst_per_Aktie_ttm_current_ratioRank,50.0,HERNO-B
38,Vinst_per_Aktie_ttm_momentum_ratioRank,96.54654654654654,HERNO-B
39,Vinstmarginal_long_trend_ratioRank,38.556067588325654,HERNO-B
40,Vinstmarginal_ttm_current_ratioRank,82.85280728376327,HERNO-B
41,Vinstmarginal_ttm_momentum_ratioRank,91.10764430577223,HERNO-B
42,Hälsa_long_trend_catAvg,56.529581529581534,HERNO-B
43,Hälsa_long_trend_catRank,57.57575757575758,HERNO-B
44,Hälsa_ttm_current_catAvg,72.90462427745665,HERNO-B
45,Hälsa_ttm_current_catRank,81.67388167388168,HERNO-B
46,Hälsa_ttm_momentum_catAvg,55.62130177514793,HERNO-B
47,Hälsa_ttm_momentum_catRank,59.884559884559884,HERNO-B
48,Kassaflöde_long_trend_catAvg,37.22910216718266,HERNO-B
49,Kassaflöde_long_trend_catRank,29.58152958152958,HERNO-B
50,Kassaflöde_ttm_current_catAvg,63.54961832061068,HERNO-B
51,Kassaflöde_ttm_current_catRank,66.8109668109668,HERNO-B
52,Kassaflöde_ttm_momentum_catAvg,70.28301886792454,HERNO-B
