,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,611700000.0,917500000.0,751100000.0,525000000.0,
Repurchase Of Capital Stock,,0.0,-664100000.0,0.0,
Repayment Of Debt,-1771400000.0,-5200100000.0,-4268500000.0,-3034900000.0,
Issuance Of Debt,1415000000.0,5127700000.0,5710600000.0,3707900000.0,
Issuance Of Capital Stock,,,0.0,494000000.0,221800000.0
End Cash Position,33400000.0,96000000.0,182000000.0,210700000.0,
Other Cash Adjustment Outside Changein Cash,,3800000.0,27400000.0,10700000.0,
Beginning Cash Position,96000000.0,182000000.0,210700000.0,147100000.0,
Changes In Cash,-62600000.0,-89800000.0,-56100000.0,52900000.0,
Financing Cash Flow,-612600000.0,-328600000.0,283400000.0,713100000.0,
Cash Dividends Paid,-256200000.0,-256200000.0,-494600000.0,-453900000.0,
Common Stock Dividend Paid,-256200000.0,-256200000.0,-494600000.0,,-417300000.0
Net Preferred Stock Issuance,,0.0,-664100000.0,0.0,
Preferred Stock Payments,,0.0,-664100000.0,0.0,
Net Common Stock Issuance,,,0.0,494000000.0,221800000.0
Common Stock Issuance,,,0.0,494000000.0,221800000.0
Net Issuance Payments Of Debt,-356400000.0,-72400000.0,1442100000.0,673000000.0,
Net Long Term Debt Issuance,-356400000.0,-72400000.0,1442100000.0,673000000.0,
Long Term Debt Payments,-1771400000.0,-5200100000.0,-4268500000.0,-3034900000.0,
Long Term Debt Issuance,1415000000.0,5127700000.0,5710600000.0,3707900000.0,
Investing Cash Flow,-61700000.0,-678700000.0,-1090600000.0,-1185200000.0,
Net Investment Purchase And Sale,-800000.0,-178800000.0,197300000.0,-247700000.0,
Sale Of Investment,3700000.0,200000.0,227100000.0,33300000.0,
Purchase Of Investment,-4500000.0,-179000000.0,-29800000.0,-281000000.0,
Net Investment Properties Purchase And Sale,-60900000.0,-499900000.0,-1287900000.0,-937500000.0,
Sale Of Investment Properties,282800000.0,0.0,600000.0,325400000.0,
Purchase Of Investment Properties,-343700000.0,-499900000.0,-1288500000.0,-1262900000.0,
Operating Cash Flow,611700000.0,917500000.0,751100000.0,525000000.0,
Taxes Refund Paid,-94800000.0,52600000.0,-154800000.0,-149300000.0,
Change In Working Capital,-600000.0,200900000.0,-48800000.0,-298900000.0,
Change In Other Current Liabilities,22500000.0,31100000.0,68400000.0,-120000000.0,
Change In Receivables,-23100000.0,169800000.0,-117200000.0,-178900000.0,
Other Non Cash Items,,,-13500000.0,-200000.0,-3300000.0
Depreciation And Amortization,1000000.0,1100000.0,300000.0,300000.0,
Depreciation,1000000.0,1100000.0,300000.0,300000.0,
Gain Loss On Investment Securities,-142400000.0,2507100000.0,866100000.0,-3265400000.0,
Net Income From Continuing Operations,844700000.0,-1812300000.0,91700000.0,4239200000.0,
