,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,711550000.0,159474000.0,33986000.0,952857000.0,
Repurchase Of Capital Stock,-24374000.0,0.0,-59410000.0,-40710000.0,
Repayment Of Debt,-1010859000.0,-1495888000.0,-180976000.0,-213688000.0,
Issuance Of Debt,1500551000.0,2490597000.0,282938000.0,33171000.0,
Issuance Of Capital Stock,21023000.0,11376000.0,26177000.0,15275000.0,
Capital Expenditure,-807307000.0,-857138000.0,-842903000.0,-532097000.0,
Income Tax Paid Supplemental Data,184378000.0,110482000.0,304232000.0,129987000.0,
End Cash Position,357478000.0,268793000.0,191387000.0,594069000.0,
Other Cash Adjustment Outside Changein Cash,-74801000.0,0.0,,,
Beginning Cash Position,268793000.0,191387000.0,594069000.0,141447000.0,
Effect Of Exchange Rate Changes,-4238000.0,6742000.0,-14578000.0,-15676000.0,
Changes In Cash,167724000.0,70664000.0,-388104000.0,468298000.0,
Financing Cash Flow,-344227000.0,728586000.0,-251626000.0,-496643000.0,
Cash From Discontinued Financing Activities,5547000.0,16676000.0,,,
Cash Flow From Continuing Financing Activities,-349774000.0,711910000.0,-251626000.0,-496643000.0,
Net Other Financing Charges,-164384000.0,-30495000.0,-35142000.0,-56000000.0,
Interest Paid Cff,-119234000.0,-57140000.0,-9765000.0,-7299000.0,
Proceeds From Stock Option Exercised,-350000000.0,0.0,,,
Cash Dividends Paid,-202497000.0,-206540000.0,-275448000.0,-227392000.0,
Common Stock Dividend Paid,-202497000.0,-206540000.0,-275448000.0,-227392000.0,
Net Common Stock Issuance,-3351000.0,11376000.0,-33233000.0,-25435000.0,
Common Stock Payments,-24374000.0,0.0,-59410000.0,-40710000.0,
Common Stock Issuance,21023000.0,11376000.0,26177000.0,15275000.0,
Net Issuance Payments Of Debt,489692000.0,994709000.0,101962000.0,-180517000.0,
Net Long Term Debt Issuance,489692000.0,994709000.0,101962000.0,-180517000.0,
Long Term Debt Payments,-1010859000.0,-1495888000.0,-180976000.0,-213688000.0,
Long Term Debt Issuance,1500551000.0,2490597000.0,282938000.0,33171000.0,
Investing Cash Flow,-1006906000.0,-1674534000.0,-1013367000.0,-520013000.0,
Cash From Discontinued Investing Activities,-151537000.0,-155722000.0,,,
Cash Flow From Continuing Investing Activities,-855369000.0,-1518812000.0,-1013367000.0,-520013000.0,
Net Other Investing Changes,-22511000.0,-29151000.0,-83063000.0,-20070000.0,
Interest Received Cfi,16135000.0,10328000.0,4152000.0,562000.0,
Dividends Received Cfi,,0.0,18000000.0,32154000.0,9917000.0
Net Investment Purchase And Sale,-41686000.0,0.0,,,
Purchase Of Investment,-41686000.0,0.0,,,
Net Business Purchase And Sale,0.0,-642851000.0,-109553000.0,0.0,
Sale Of Business,0.0,5718000.0,16828000.0,0.0,
Purchase Of Business,0.0,-648569000.0,-126381000.0,0.0,
Net PPE Purchase And Sale,-807307000.0,-857138000.0,-842903000.0,-532097000.0,
Purchase Of PPE,-807307000.0,-857138000.0,-842903000.0,-532097000.0,
Operating Cash Flow,1518857000.0,1016612000.0,876889000.0,1484954000.0,
Cash From Discontinued Operating Activities,218009000.0,189368000.0,,,
Cash Flow From Continuing Operating Activities,1300848000.0,827244000.0,876889000.0,1484954000.0,
Change In Working Capital,213718000.0,-91948000.0,-116056000.0,-70723000.0,
Change In Other Working Capital,,,,,-86235000.0
Change In Payables And Accrued Expense,120129000.0,-17452000.0,-63536000.0,268252000.0,
Change In Payable,120129000.0,-17452000.0,-63536000.0,268252000.0,
Change In Inventory,-7162000.0,-71916000.0,10257000.0,-68587000.0,
Change In Receivables,100751000.0,-2580000.0,-52520000.0,-270388000.0,
Other Non Cash Items,39185000.0,29261000.0,-29882000.0,-21055000.0,
Stock Based Compensation,6422000.0,7301000.0,7803000.0,14841000.0,
Unrealized Gain Loss On Investment Securities,,-1846000.0,-5484000.0,,
Asset Impairment Charge,269166000.0,49793000.0,65362000.0,65025000.0,
Deferred Tax,-64965000.0,72934000.0,-15350000.0,92048000.0,
Deferred Income Tax,-64965000.0,72934000.0,-15350000.0,92048000.0,
Depreciation Amortization Depletion,607744000.0,497873000.0,554750000.0,522764000.0,
Operating Gains Losses,76224000.0,-14820000.0,-47787000.0,2753000.0,
Earnings Losses From Equity Investments,,,-3297000.0,-24895000.0,-3302000.0
Gain Loss On Investment Securities,,,-68951000.0,3836000.0,21812000.0
Net Foreign Currency Exchange Gain Loss,76224000.0,-14820000.0,-47787000.0,27648000.0,
Net Income From Continuing Operations,153354000.0,276850000.0,463533000.0,879301000.0,
