,2024-08-31,2023-08-31,2022-08-31,2021-08-31,2020-08-31
Free Cash Flow,-37861305.0,-47924564.0,-40902089.0,-26303058.0,
Issuance Of Debt,,,,,441216.0
Issuance Of Capital Stock,40086524.0,0.0,0.0,164717835.0,
Capital Expenditure,-82922.0,-4098869.0,-7590369.0,-725930.0,
End Cash Position,46790614.0,50025162.0,97117211.0,139167921.0,
Other Cash Adjustment Outside Changein Cash,,,27000.0,,-2.0
Beginning Cash Position,50025162.0,97117211.0,139167921.0,21958336.0,
Changes In Cash,-3234548.0,-47092049.0,-42077710.0,117209585.0,
Financing Cash Flow,34627344.0,835664.0,608169.0,148626977.0,
Net Other Financing Charges,795662.0,835664.0,608169.0,,4161206.0
Net Common Stock Issuance,40086524.0,0.0,0.0,164717835.0,
Common Stock Issuance,40086524.0,0.0,0.0,164717835.0,
Net Issuance Payments Of Debt,,,608169.0,195631.0,441216.0
Net Long Term Debt Issuance,,,608169.0,195631.0,441216.0
Long Term Debt Issuance,,,,,441216.0
Investing Cash Flow,-83509.0,-4102018.0,-9374159.0,-5840264.0,
Net Other Investing Changes,,,-27000.0,,
Net Investment Purchase And Sale,-587.0,-3149.0,-1756790.0,-5114334.0,
Purchase Of Investment,-587.0,-3149.0,-1756790.0,-5114334.0,
Net PPE Purchase And Sale,-82922.0,-4098869.0,-7590369.0,-725930.0,
Sale Of PPE,,,,0.0,280000.0
Purchase Of PPE,-82922.0,-4098869.0,-7590369.0,-725930.0,
Operating Cash Flow,-37778383.0,-43825695.0,-33311720.0,-25577128.0,
Interest Received Cfo,1213659.0,1193320.0,483096.0,271839.0,
Interest Paid Cfo,-1357.0,-2812.0,-13528.0,-7573.0,
Change In Working Capital,3206768.0,-4461939.0,649673.0,-1457393.0,
Change In Other Current Liabilities,-5471225.0,4180810.0,2331993.0,803856.0,
Change In Payable,5264394.0,-1032787.0,642947.0,977903.0,
Change In Inventory,245429.0,-23697.0,-766969.0,,
Change In Receivables,3168170.0,-7586265.0,-1558298.0,-3239152.0,
Depreciation And Amortization,974668.0,447875.0,457342.0,437020.0,
Depreciation,974668.0,447875.0,457342.0,437020.0,
Gain Loss On Sale Of PPE,0.0,0.0,,0.0,-28883.0
Net Income From Continuing Operations,-43172120.0,-41002139.0,-35023884.0,-24821021.0,
