,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,15400000.0,-9697000.0,-33006000.0,-27939000.0,
Repayment Of Debt,,-3414000.0,-169000.0,,
Issuance Of Debt,,,,,16778000.0
Issuance Of Capital Stock,,,0.0,128354000.0,0.0
Capital Expenditure,-17225000.0,-25329000.0,-35692000.0,-23796000.0,
End Cash Position,40310000.0,24981000.0,38092000.0,72266000.0,
Other Cash Adjustment Outside Changein Cash,,,,,-1000.0
Beginning Cash Position,24981000.0,38092000.0,72266000.0,3577000.0,
Effect Of Exchange Rate Changes,589000.0,0.0,,,
Changes In Cash,14740000.0,-13111000.0,-34174000.0,68689000.0,
Financing Cash Flow,721000.0,-3414000.0,-169000.0,97278000.0,
Net Common Stock Issuance,,,0.0,128354000.0,0.0
Common Stock Issuance,,,0.0,128354000.0,0.0
Net Issuance Payments Of Debt,721000.0,-3414000.0,-169000.0,-31076000.0,
Net Long Term Debt Issuance,721000.0,-3414000.0,-169000.0,-31076000.0,
Long Term Debt Payments,,-3414000.0,-169000.0,,
Long Term Debt Issuance,,,,,16778000.0
Investing Cash Flow,-18606000.0,-25329000.0,-36691000.0,-24446000.0,
Net Investment Purchase And Sale,-1381000.0,0.0,-999000.0,-650000.0,
Purchase Of Investment,-1381000.0,0.0,-999000.0,-650000.0,
Net Intangibles Purchase And Sale,-4457000.0,-13605000.0,-8352000.0,-5590000.0,
Purchase Of Intangibles,-4457000.0,-13605000.0,-8352000.0,-5590000.0,
Net PPE Purchase And Sale,-12768000.0,-11724000.0,-27340000.0,-18206000.0,
Purchase Of PPE,-12768000.0,-11724000.0,-27340000.0,-18206000.0,
Operating Cash Flow,32625000.0,15632000.0,2686000.0,-4143000.0,
Taxes Refund Paid,-1304000.0,555000.0,-1287000.0,-106000.0,
Interest Received Cfo,7992000.0,,,,
Interest Paid Cfo,,-4650000.0,-7319000.0,-2083000.0,-8405000.0
Change In Working Capital,-18723000.0,-11911000.0,-3687000.0,-4124000.0,
Change In Other Current Liabilities,17049000.0,-12048000.0,18833000.0,5540000.0,
Change In Inventory,-9689000.0,7162000.0,-9050000.0,-4365000.0,
Change In Receivables,-26084000.0,-7025000.0,-13470000.0,-5299000.0,
Other Non Cash Items,-5067000.0,,-1196000.0,-712000.0,
Depreciation And Amortization,16218000.0,18610000.0,17418000.0,13469000.0,
Depreciation,16218000.0,18610000.0,17418000.0,13469000.0,
Net Foreign Currency Exchange Gain Loss,,,,-712000.0,1714000.0
Net Income From Continuing Operations,33508000.0,13028000.0,-1243000.0,-10587000.0,
