,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,2885000.0,-7000.0,49489000.0,19593000.0,
Repayment Of Debt,,0.0,-10763000.0,-14238000.0,-6500000.0
Issuance Of Debt,,,,0.0,20000000.0
Capital Expenditure,-305000.0,-931000.0,-8103000.0,-2240000.0,
End Cash Position,36908000.0,53704000.0,104029000.0,114279000.0,
Other Cash Adjustment Outside Changein Cash,-1000.0,,,,
Beginning Cash Position,53704000.0,104029000.0,114279000.0,41366000.0,
Effect Of Exchange Rate Changes,137000.0,580000.0,1653000.0,191000.0,
Changes In Cash,-16932000.0,-50905000.0,-11903000.0,72722000.0,
Financing Cash Flow,-20374000.0,-51243000.0,-61166000.0,-32488000.0,
Net Other Financing Charges,,-1000.0,,,
Cash Dividends Paid,,-29563000.0,-29563000.0,,
Common Stock Dividend Paid,0.0,-29563000.0,-29563000.0,0.0,
Net Issuance Payments Of Debt,,0.0,-10763000.0,-14238000.0,13500000.0
Net Short Term Debt Issuance,,0.0,-10763000.0,-14238000.0,
Short Term Debt Payments,,0.0,-10763000.0,-14238000.0,
Net Long Term Debt Issuance,,,,-14238000.0,13500000.0
Long Term Debt Payments,,,,-14238000.0,-6500000.0
Long Term Debt Issuance,,,,0.0,20000000.0
Investing Cash Flow,252000.0,-586000.0,-8329000.0,83377000.0,
Net Investment Purchase And Sale,,0.0,-226000.0,-56000.0,
Purchase Of Investment,,0.0,-226000.0,-56000.0,
Net Business Purchase And Sale,,,0.0,81990000.0,
Sale Of Business,,,0.0,81990000.0,
Net Intangibles Purchase And Sale,,0.0,-3323000.0,-384000.0,-12337000.0
Purchase Of Intangibles,,0.0,-3323000.0,-384000.0,-12337000.0
Net PPE Purchase And Sale,252000.0,-586000.0,-4780000.0,1827000.0,
Sale Of PPE,557000.0,345000.0,0.0,3683000.0,
Purchase Of PPE,-305000.0,-931000.0,-4780000.0,-1856000.0,
Operating Cash Flow,3190000.0,924000.0,57592000.0,21833000.0,
Taxes Refund Paid,-14875000.0,-15600000.0,-7839000.0,-1969000.0,
Change In Working Capital,12841000.0,9807000.0,-2749000.0,-21573000.0,
Change In Other Current Liabilities,-26167000.0,-25047000.0,16243000.0,24894000.0,
Change In Receivables,39008000.0,34854000.0,-18992000.0,-46467000.0,
Other Non Cash Items,,2000.0,2903000.0,2544000.0,1161000.0
Depreciation And Amortization,24705000.0,26367000.0,38472000.0,27339000.0,
Amortization Cash Flow,665000.0,665000.0,13303000.0,0.0,
Depreciation,24040000.0,25702000.0,25169000.0,27339000.0,
Gain Loss On Investment Securities,-159000.0,64000.0,186000.0,-34982000.0,
Net Foreign Currency Exchange Gain Loss,38000.0,-19000.0,-154000.0,97000.0,
Net Income From Continuing Operations,-19360000.0,-19698000.0,26772000.0,50377000.0,
