,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-7142000.0,-16148000.0,-12400000.0,-13115000.0,
Repayment Of Debt,-6640000.0,-1420000.0,0.0,,
Issuance Of Debt,3126000.0,22500000.0,1420000.0,8007000.0,
Issuance Of Capital Stock,12528000.0,13433000.0,11842000.0,0.0,
Capital Expenditure,-4431000.0,-591000.0,-1443000.0,-1825000.0,
End Cash Position,6270000.0,4085000.0,1299000.0,321000.0,
Beginning Cash Position,4085000.0,1299000.0,437000.0,5429000.0,
Effect Of Exchange Rate Changes,313000.0,845000.0,0.0,,
Changes In Cash,1872000.0,1941000.0,862000.0,-5108000.0,
Financing Cash Flow,9014000.0,34513000.0,13262000.0,8007000.0,
Net Common Stock Issuance,12528000.0,13433000.0,11842000.0,0.0,
Common Stock Issuance,12528000.0,13433000.0,11842000.0,0.0,
Net Issuance Payments Of Debt,-3514000.0,21080000.0,1420000.0,8007000.0,
Net Short Term Debt Issuance,-3514000.0,21080000.0,1420000.0,8007000.0,
Short Term Debt Payments,-6640000.0,-1420000.0,0.0,,
Short Term Debt Issuance,3126000.0,22500000.0,1420000.0,8007000.0,
Investing Cash Flow,-4431000.0,-17015000.0,-1443000.0,-1825000.0,
Net Investment Purchase And Sale,0.0,-200000.0,0.0,,
Purchase Of Investment,0.0,-200000.0,0.0,,
Net Business Purchase And Sale,0.0,-16224000.0,0.0,,
Purchase Of Business,0.0,-16224000.0,0.0,,
Net Intangibles Purchase And Sale,-32000.0,-384000.0,-1443000.0,-1825000.0,
Purchase Of Intangibles,-32000.0,-384000.0,-1443000.0,-1825000.0,
Net PPE Purchase And Sale,-4399000.0,-207000.0,0.0,0.0,
Purchase Of PPE,-4399000.0,-207000.0,0.0,0.0,
Operating Cash Flow,-2711000.0,-15557000.0,-10957000.0,-11290000.0,
Taxes Refund Paid,-1164000.0,-1103000.0,0.0,-121000.0,
Interest Paid Cfo,-2227000.0,-1262000.0,-15000.0,-2000.0,
Change In Working Capital,-714000.0,-8118000.0,-3117000.0,-246000.0,
Change In Other Current Liabilities,-1492000.0,-8201000.0,-3541000.0,1090000.0,
Change In Inventory,-1403000.0,3628000.0,52000.0,-54000.0,
Change In Receivables,2181000.0,-3545000.0,372000.0,-1282000.0,
Other Non Cash Items,,4518000.0,2571000.0,4249000.0,4934000.0
Depreciation And Amortization,7256000.0,4518000.0,2571000.0,4249000.0,
Depreciation,7256000.0,4518000.0,2571000.0,4249000.0,
Net Income From Continuing Operations,-5862000.0,-9592000.0,-10396000.0,-15170000.0,
