,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,42621000000.0,1707000000.0,24666000000.0,34440000000.0,
Repayment Of Debt,-18409000000.0,-10741000000.0,-18622000000.0,-8159000000.0,
Issuance Of Debt,3615000000.0,19728000000.0,10755000000.0,7882000000.0,
Issuance Of Capital Stock,,0.0,0.0,42000000.0,163000000.0
Capital Expenditure,-3640000000.0,-5470000000.0,-6197000000.0,-4625000000.0,
End Cash Position,43885000000.0,35190000000.0,38349000000.0,54050000000.0,
Beginning Cash Position,35190000000.0,38349000000.0,54050000000.0,43612000000.0,
Effect Of Exchange Rate Changes,2251000000.0,-2630000000.0,3763000000.0,563000000.0,
Changes In Cash,6444000000.0,-529000000.0,-19464000000.0,9875000000.0,
Financing Cash Flow,-23865000000.0,1007000000.0,-15930000000.0,-9307000000.0,
Cash Flow From Continuing Financing Activities,-23865000000.0,1007000000.0,-15930000000.0,-9307000000.0,
Net Other Financing Charges,162000000.0,1124000000.0,352000000.0,-2183000000.0,
Cash Dividends Paid,-9233000000.0,-9104000000.0,-8415000000.0,-6889000000.0,
Common Stock Dividend Paid,,,,,-5996000000.0
Net Common Stock Issuance,,0.0,0.0,42000000.0,163000000.0
Common Stock Issuance,,0.0,0.0,42000000.0,163000000.0
Net Issuance Payments Of Debt,-14794000000.0,8987000000.0,-7867000000.0,-277000000.0,
Net Long Term Debt Issuance,-14794000000.0,8987000000.0,-7867000000.0,-277000000.0,
Long Term Debt Payments,-18409000000.0,-10741000000.0,-18622000000.0,-8159000000.0,
Long Term Debt Issuance,3615000000.0,19728000000.0,10755000000.0,7882000000.0,
Investing Cash Flow,-15952000000.0,-8713000000.0,-34397000000.0,-19883000000.0,
Cash Flow From Continuing Investing Activities,-15952000000.0,-8713000000.0,-34397000000.0,-19883000000.0,
Net Other Investing Changes,-3742000000.0,2299000000.0,-3720000000.0,-131000000.0,
Net Investment Purchase And Sale,-8375000000.0,-3565000000.0,26959000000.0,-15301000000.0,
Sale Of Investment,11247000000.0,11739000000.0,40541000000.0,20114000000.0,
Purchase Of Investment,-19622000000.0,-15304000000.0,-13582000000.0,-35415000000.0,
Net Business Purchase And Sale,-311000000.0,-2140000000.0,-51688000000.0,59000000.0,
Sale Of Business,86000000.0,,307000000.0,448000000.0,59000000.0
Purchase Of Business,-397000000.0,-2140000000.0,-51995000000.0,-389000000.0,
Net Intangibles Purchase And Sale,,,,-962000000.0,-817000000.0
Net PPE Purchase And Sale,-2224000000.0,-3134000000.0,-4228000000.0,-3548000000.0,
Sale Of PPE,116000000.0,163000000.0,249000000.0,115000000.0,
Purchase Of PPE,-2340000000.0,-3297000000.0,-4477000000.0,-3663000000.0,
Capital Expenditure Reported,-1300000000.0,-2173000000.0,-1720000000.0,-962000000.0,
Operating Cash Flow,46261000000.0,7177000000.0,30863000000.0,39065000000.0,
Cash Flow From Continuing Operating Activities,46261000000.0,7177000000.0,30863000000.0,39065000000.0,
Taxes Refund Paid,-6304000000.0,-5368000000.0,-5600000000.0,-4094000000.0,
Interest Received Cfo,1800000000.0,1218000000.0,344000000.0,8000000.0,
Interest Paid Cfo,-3043000000.0,-2280000000.0,-1250000000.0,-974000000.0,
Dividend Received Cfo,111000000.0,46000000.0,58000000.0,90000000.0,
Change In Working Capital,22817000000.0,-11999000000.0,619000000.0,4002000000.0,
Change In Other Working Capital,6782000000.0,-15891000000.0,7320000000.0,6597000000.0,
Change In Other Current Assets,2755000000.0,-1708000000.0,-1732000000.0,34000000.0,
Change In Payables And Accrued Expense,496000000.0,-10037000000.0,-1995000000.0,1385000000.0,
Change In Payable,496000000.0,-10037000000.0,-1995000000.0,1385000000.0,
Change In Account Payable,496000000.0,-10037000000.0,-1995000000.0,1385000000.0,
Change In Inventory,10208000000.0,9304000000.0,-7740000000.0,-5565000000.0,
Change In Receivables,2576000000.0,6333000000.0,4766000000.0,1551000000.0,
Changes In Account Receivables,2576000000.0,6333000000.0,4766000000.0,1551000000.0,
Other Non Cash Items,1731000000.0,4422000000.0,1944000000.0,2209000000.0,
Asset Impairment Charge,15714000000.0,32732000000.0,401000000.0,511000000.0,
Deferred Tax,2540000000.0,3189000000.0,5383000000.0,6576000000.0,
Deferred Income Tax,2540000000.0,3189000000.0,5383000000.0,6576000000.0,
Depreciation Amortization Depletion,10020000000.0,11157000000.0,10142000000.0,8458000000.0,
Depreciation And Amortization,10020000000.0,11157000000.0,10142000000.0,8458000000.0,
Amortization Cash Flow,3980000000.0,4458000000.0,3577000000.0,2507000000.0,
Amortization Of Intangibles,3980000000.0,4458000000.0,3577000000.0,2507000000.0,
Depreciation,6040000000.0,6699000000.0,6565000000.0,5951000000.0,
Operating Gains Losses,501000000.0,164000000.0,-290000000.0,-701000000.0,
Earnings Losses From Equity Investments,348000000.0,-104000000.0,-3000000.0,270000000.0,
Net Income From Continuing Operations,374000000.0,-26104000000.0,19112000000.0,22980000000.0,
