,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-1282000.0,-26076000.0,-17809000.0,-21075000.0,
Repurchase Of Capital Stock,-3000.0,0.0,-326000.0,0.0,
Issuance Of Capital Stock,0.0,49523000.0,44319000.0,23000000.0,
Capital Expenditure,-11337000.0,-15316000.0,-21740000.0,-19582000.0,
End Cash Position,37704000.0,47534000.0,46405000.0,64102000.0,
Other Cash Adjustment Outside Changein Cash,1000.0,1000.0,,,
Beginning Cash Position,47534000.0,46405000.0,64102000.0,76258000.0,
Effect Of Exchange Rate Changes,164000.0,-83000.0,67000.0,52000.0,
Changes In Cash,-9995000.0,1211000.0,-17764000.0,-12208000.0,
Financing Cash Flow,-2545000.0,37287000.0,38313000.0,19543000.0,
Net Other Financing Charges,,1000.0,156000.0,-97000.0,
Net Common Stock Issuance,-3000.0,49523000.0,43993000.0,23000000.0,
Common Stock Payments,-3000.0,0.0,-326000.0,0.0,
Common Stock Issuance,0.0,49523000.0,44319000.0,23000000.0,
Investing Cash Flow,-17505000.0,-25316000.0,-60008000.0,-30258000.0,
Net Business Purchase And Sale,-6168000.0,-10000000.0,-38268000.0,-10676000.0,
Purchase Of Business,-6168000.0,-10000000.0,-38268000.0,-10676000.0,
Net Intangibles Purchase And Sale,-10967000.0,-14101000.0,-21456000.0,-16759000.0,
Purchase Of Intangibles,-10967000.0,-14101000.0,-21456000.0,-16759000.0,
Net PPE Purchase And Sale,-370000.0,-1215000.0,-284000.0,-2823000.0,
Purchase Of PPE,-370000.0,-1215000.0,-284000.0,-2823000.0,
Operating Cash Flow,10055000.0,-10760000.0,3931000.0,-1493000.0,
Taxes Refund Paid,-22000.0,-9000.0,-21000.0,-141000.0,
Interest Received Cfo,630000.0,386000.0,,724000.0,
Interest Paid Cfo,,,-299000.0,,
Change In Working Capital,-4067000.0,-9522000.0,3079000.0,-2582000.0,
Change In Other Current Liabilities,-71000.0,-2392000.0,-8233000.0,3198000.0,
Change In Inventory,117000.0,-48000.0,237000.0,504000.0,
Change In Receivables,-4113000.0,-7083000.0,11075000.0,-6284000.0,
Other Non Cash Items,764000.0,461000.0,25000.0,15303000.0,
Deferred Tax,,,,,0.0
Depreciation And Amortization,22794000.0,24769000.0,21163000.0,,
Depreciation,22794000.0,24769000.0,21163000.0,,
Net Income From Continuing Operations,-9414000.0,-26458000.0,-20016000.0,-14073000.0,
