,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,495187000.0,246877000.0,2672000.0,-61769000.0,
Repurchase Of Capital Stock,-66382000.0,0.0,,,
Issuance Of Debt,,,63422000.0,220210000.0,0.0
Issuance Of Capital Stock,5080000.0,0.0,11664000.0,6119000.0,
Capital Expenditure,-106398000.0,-94963000.0,-47117000.0,-28644000.0,
End Cash Position,411181000.0,169839000.0,87657000.0,99174000.0,
Beginning Cash Position,169839000.0,87657000.0,99174000.0,67738000.0,
Effect Of Exchange Rate Changes,13028000.0,-4177000.0,5150000.0,5124000.0,
Changes In Cash,228314000.0,86359000.0,-16667000.0,26312000.0,
Financing Cash Flow,-235707000.0,-11839000.0,14501000.0,168225000.0,
Common Stock Dividend Paid,,,,,0.0
Net Common Stock Issuance,-61302000.0,0.0,11664000.0,6119000.0,
Common Stock Payments,-66382000.0,0.0,,,
Common Stock Issuance,5080000.0,0.0,11664000.0,6119000.0,
Net Issuance Payments Of Debt,0.0,60667000.0,63422000.0,220210000.0,
Net Long Term Debt Issuance,0.0,60667000.0,63422000.0,220210000.0,
Long Term Debt Issuance,,,63422000.0,220210000.0,0.0
Investing Cash Flow,-137564000.0,-243642000.0,-80957000.0,-108788000.0,
Net Business Purchase And Sale,-31166000.0,-148679000.0,-33840000.0,-80144000.0,
Purchase Of Business,-31166000.0,-148679000.0,-33840000.0,-80144000.0,
Net Intangibles Purchase And Sale,-17137000.0,-3236000.0,-705000.0,-1152000.0,
Purchase Of Intangibles,-17137000.0,-3236000.0,-705000.0,-1152000.0,
Net PPE Purchase And Sale,-89261000.0,-91727000.0,-46412000.0,-27492000.0,
Purchase Of PPE,-89261000.0,-91727000.0,-46412000.0,-27492000.0,
Operating Cash Flow,601585000.0,341840000.0,49789000.0,-33125000.0,
Taxes Refund Paid,-60349000.0,-72945000.0,-55037000.0,-16806000.0,
Change In Working Capital,219762000.0,-62171000.0,-309219000.0,-320148000.0,
Change In Other Current Liabilities,-66951000.0,-93604000.0,160811000.0,361942000.0,
Change In Inventory,268119000.0,16638000.0,-317795000.0,-422211000.0,
Change In Receivables,18594000.0,14795000.0,-152235000.0,-259879000.0,
Other Non Cash Items,-23984000.0,-34631000.0,1856000.0,4706000.0,
Depreciation And Amortization,121590000.0,111837000.0,83244000.0,66375000.0,
Amortization Cash Flow,17253000.0,17610000.0,12287000.0,,
Depreciation,104337000.0,94227000.0,70957000.0,66375000.0,
Net Foreign Currency Exchange Gain Loss,21815000.0,-6221000.0,-2046000.0,-851000.0,
Net Income From Continuing Operations,310444000.0,389849000.0,310769000.0,236744000.0,
