,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,9113000000.0,3207000000.0,-1752000000.0,5508000000.0,
Repurchase Of Capital Stock,,-510000000.0,-507000000.0,-242000000.0,-88000000.0
Repayment Of Debt,,-5105000000.0,-4118000000.0,-3546000000.0,-7612000000.0
Issuance Of Debt,,9534000000.0,3616000000.0,3565000000.0,8821000000.0
Capital Expenditure,,-2595000000.0,-2262000000.0,-1928000000.0,-1619000000.0
End Cash Position,18426000000.0,17912000000.0,10014000000.0,10947000000.0,
Other Cash Adjustment Outside Changein Cash,,-1000000.0,1000000.0,1000000.0,
Beginning Cash Position,17912000000.0,10014000000.0,10947000000.0,19508000000.0,
Effect Of Exchange Rate Changes,11000000.0,-50000000.0,240000000.0,423000000.0,
Changes In Cash,503000000.0,7949000000.0,-1173000000.0,-8985000000.0,
Financing Cash Flow,-2843000000.0,-1255000000.0,-6530000000.0,-5053000000.0,
Net Other Financing Charges,1395000000.0,3795000000.0,39000000.0,162000000.0,
Interest Paid Cff,-1745000000.0,-1439000000.0,-466000000.0,,
Cash Dividends Paid,-2493000000.0,-3611000000.0,-4124000000.0,-3917000000.0,
Common Stock Dividend Paid,-2493000000.0,-3611000000.0,-4124000000.0,-3917000000.0,
Net Common Stock Issuance,,-510000000.0,-507000000.0,-242000000.0,-88000000.0
Common Stock Payments,,-510000000.0,-507000000.0,-242000000.0,-88000000.0
Net Issuance Payments Of Debt,,4429000000.0,-502000000.0,19000000.0,1209000000.0
Net Long Term Debt Issuance,,4429000000.0,-502000000.0,19000000.0,1209000000.0
Long Term Debt Payments,,-5105000000.0,-4118000000.0,-3546000000.0,-7612000000.0
Long Term Debt Issuance,,9534000000.0,3616000000.0,3565000000.0,8821000000.0
Investing Cash Flow,-5767000000.0,5997000000.0,4847000000.0,-11368000000.0,
Net Other Investing Changes,1000000.0,1000000.0,1000000.0,-9764000000.0,
Interest Received Cfi,1444000000.0,1485000000.0,355000000.0,,
Dividends Received Cfi,,773000000.0,535000000.0,,
Net Investment Purchase And Sale,-1902000000.0,-1416000000.0,5531000000.0,-711000000.0,
Sale Of Investment,590000000.0,10670000000.0,6904000000.0,20000000.0,
Purchase Of Investment,-2492000000.0,-1416000000.0,-1373000000.0,-731000000.0,
Net Investment Properties Purchase And Sale,,-26000000.0,-1000000.0,0.0,
Purchase Of Investment Properties,,-26000000.0,-1000000.0,0.0,
Net Business Purchase And Sale,2000000.0,39000000.0,197000000.0,732000000.0,
Sale Of Business,2000000.0,39000000.0,197000000.0,732000000.0,
Net Intangibles Purchase And Sale,,-19000000.0,-9000000.0,-98000000.0,-124000000.0
Sale Of Intangibles,,1000000.0,15000000.0,5000000.0,8000000.0
Purchase Of Intangibles,,-20000000.0,-24000000.0,-103000000.0,-132000000.0
Net PPE Purchase And Sale,,-2098000000.0,-1762000000.0,-1527000000.0,-1198000000.0
Sale Of PPE,,477000000.0,476000000.0,298000000.0,289000000.0
Purchase Of PPE,,-2575000000.0,-2238000000.0,-1825000000.0,-1487000000.0
Operating Cash Flow,9113000000.0,3207000000.0,510000000.0,7436000000.0,
Taxes Refund Paid,,-1733000000.0,-1501000000.0,-3830000000.0,-1452000000.0
Interest Paid Cfo,0.0,0.0,,,
Dividend Received Cfo,,,504000000.0,742000000.0,978000000.0
Change In Working Capital,4799000000.0,-693000000.0,-3370000000.0,5953000000.0,
Change In Other Current Liabilities,,-501000000.0,1188000000.0,6245000000.0,-1809000000.0
Change In Other Current Assets,,,-2297000000.0,1968000000.0,8024000000.0
Change In Inventory,,-193000000.0,-4559000000.0,-291000000.0,10441000000.0
Other Non Cash Items,,2000000.0,,-48000000.0,73000000.0
Stock Based Compensation,,470000000.0,471000000.0,388000000.0,300000000.0
Provisionand Write Offof Assets,,474000000.0,466000000.0,422000000.0,451000000.0
Depreciation And Amortization,,5554000000.0,2789000000.0,2966000000.0,3277000000.0
Depreciation,,5554000000.0,2789000000.0,2966000000.0,3277000000.0
Pension And Employee Benefit Expense,,275000000.0,516000000.0,441000000.0,490000000.0
Gain Loss On Investment Securities,,-175000000.0,-1692000000.0,-6057000000.0,-9333000000.0
Gain Loss On Sale Of PPE,,-4067000000.0,-5674000000.0,-6057000000.0,-9333000000.0
Gain Loss On Sale Of Business,,-852000000.0,-294000000.0,-690000000.0,-4114000000.0
Net Income From Continuing Operations,,5282000000.0,10021000000.0,8293000000.0,12633000000.0
