,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,44207000.0,-18324000.0,80542000.0,-32809000.0,
Repayment Of Debt,-115264000.0,-8416000.0,-8061000.0,-17010000.0,
Issuance Of Debt,331525000.0,84231000.0,5175000.0,25398000.0,
Issuance Of Capital Stock,,,,0.0,75000000.0
Capital Expenditure,,-92399000.0,-45007000.0,-41956000.0,-33008000.0
End Cash Position,165322000.0,48753000.0,99718000.0,72463000.0,
Other Cash Adjustment Outside Changein Cash,,,,,-1000.0
Beginning Cash Position,48753000.0,99718000.0,72463000.0,108489000.0,
Effect Of Exchange Rate Changes,5634000.0,-740000.0,1890000.0,372000.0,
Changes In Cash,110935000.0,-50225000.0,25365000.0,-36398000.0,
Financing Cash Flow,160123000.0,70714000.0,-55177000.0,-3589000.0,
Net Other Financing Charges,-43960000.0,1000.0,-8888000.0,-10230000.0,
Net Common Stock Issuance,,,,0.0,75000000.0
Common Stock Issuance,,,,0.0,75000000.0
Net Issuance Payments Of Debt,216261000.0,84231000.0,-35153000.0,6641000.0,
Net Short Term Debt Issuance,,55227000.0,-32267000.0,-1747000.0,-3233000.0
Net Long Term Debt Issuance,216261000.0,84231000.0,-2886000.0,8388000.0,
Long Term Debt Payments,-115264000.0,-8416000.0,-8061000.0,-17010000.0,
Long Term Debt Issuance,331525000.0,84231000.0,5175000.0,25398000.0,
Investing Cash Flow,-93395000.0,-102615000.0,-45007000.0,-41956000.0,
Net Business Purchase And Sale,,-10217000.0,0.0,,
Purchase Of Business,,-10217000.0,0.0,,
Net Intangibles Purchase And Sale,,-26528000.0,-21600000.0,-17863000.0,-13971000.0
Purchase Of Intangibles,,-26528000.0,-21600000.0,-17863000.0,-13971000.0
Net PPE Purchase And Sale,,-65871000.0,-23407000.0,-24093000.0,-19037000.0
Purchase Of PPE,,-65871000.0,-23407000.0,-24093000.0,-19037000.0
Operating Cash Flow,44207000.0,-18324000.0,125549000.0,9147000.0,
Taxes Refund Paid,-13698000.0,-5327000.0,-12099000.0,475000.0,
Interest Received Cfo,,3691000.0,,,
Interest Paid Cfo,-10322000.0,-6950000.0,-1284000.0,-3046000.0,
Change In Working Capital,-6272000.0,-102593000.0,57853000.0,-61081000.0,
Change In Other Current Assets,,-7226000.0,-10874000.0,6805000.0,-34334000.0
Change In Payable,,34291000.0,-16726000.0,-25299000.0,14462000.0
Change In Inventory,,-15087000.0,11610000.0,30530000.0,-30378000.0
Change In Receivables,,-114571000.0,73843000.0,-73117000.0,8035000.0
Other Non Cash Items,,-2200000.0,-5000.0,165000.0,
Provisionand Write Offof Assets,,2799000.0,-1616000.0,797000.0,-6000.0
Depreciation And Amortization,,46019000.0,42521000.0,37594000.0,48618000.0
Depreciation,,46019000.0,42521000.0,37594000.0,48618000.0
Net Foreign Currency Exchange Gain Loss,,10641000.0,9356000.0,-11665000.0,-581000.0
Net Income From Continuing Operations,23209000.0,39287000.0,30823000.0,45908000.0,
