,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-17851000.0,-100000.0,-9474000.0,-11683711.0,
Repayment Of Debt,-2000000.0,-2000000.0,,,-1459000.0
Issuance Of Debt,2000000.0,0.0,2000000.0,0.0,
Issuance Of Capital Stock,14396000.0,12423000.0,0.0,19795176.0,
Capital Expenditure,-6573000.0,-7664000.0,-4677000.0,-4457975.0,
End Cash Position,9274000.0,12637000.0,2057000.0,9287098.0,
Other Cash Adjustment Outside Changein Cash,1000.0,1000.0,-1000.0,,
Beginning Cash Position,12637000.0,2057000.0,9287000.0,1094940.0,
Effect Of Exchange Rate Changes,84000.0,230000.0,189000.0,92813.0,
Changes In Cash,-3448000.0,10349000.0,-7418000.0,8099345.0,
Financing Cash Flow,14396000.0,10423000.0,2000000.0,19795176.0,
Net Other Financing Charges,,,,,-1459000.0
Net Common Stock Issuance,14396000.0,12423000.0,0.0,19795176.0,
Common Stock Issuance,14396000.0,12423000.0,0.0,19795176.0,
Net Issuance Payments Of Debt,0.0,-2000000.0,2000000.0,0.0,
Net Short Term Debt Issuance,0.0,-2000000.0,2000000.0,0.0,
Short Term Debt Payments,-2000000.0,-2000000.0,,,
Short Term Debt Issuance,2000000.0,0.0,2000000.0,0.0,
Net Long Term Debt Issuance,,,,,-1459000.0
Long Term Debt Payments,,,,,-1459000.0
Investing Cash Flow,-6566000.0,-7638000.0,-4621000.0,-4470095.0,
Net Investment Purchase And Sale,7000.0,26000.0,56000.0,-12120.0,
Sale Of Investment,7000.0,26000.0,56000.0,,334000.0
Purchase Of Investment,,,,-12120.0,
Net Intangibles Purchase And Sale,-6573000.0,-7664000.0,-4677000.0,-4457975.0,
Purchase Of Intangibles,-6573000.0,-7664000.0,-4677000.0,-4457975.0,
Net PPE Purchase And Sale,,,,,334000.0
Sale Of PPE,,,,,334000.0
Operating Cash Flow,-11278000.0,7564000.0,-4797000.0,-7225736.0,
Change In Working Capital,-178000.0,12746000.0,-8175000.0,-662095.0,
Change In Other Current Liabilities,4852000.0,15672000.0,-3050000.0,2448097.0,
Change In Receivables,-5030000.0,-2926000.0,-5125000.0,-3110192.0,
Other Non Cash Items,,,-1000.0,,
Depreciation And Amortization,6372000.0,5984000.0,5489000.0,4936644.0,
Depreciation,6372000.0,5984000.0,5489000.0,4936644.0,
Net Foreign Currency Exchange Gain Loss,-1581000.0,2037000.0,6960000.0,-673000.0,
Net Income From Continuing Operations,-15891000.0,-13203000.0,-9070000.0,-10827284.0,
