,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,329000000.0,222000000.0,201600000.0,110000000.0,
Repayment Of Debt,-675000000.0,-513000000.0,-1207700000.0,-193300000.0,
Issuance Of Debt,1361000000.0,390000000.0,2516800000.0,1301700000.0,
Issuance Of Capital Stock,416000000.0,195000000.0,847100000.0,453100000.0,
Capital Expenditure,,-300000.0,-400000.0,-500000.0,-800000.0
End Cash Position,100000000.0,212000000.0,224300000.0,92600000.0,
Beginning Cash Position,212000000.0,224000000.0,92600000.0,79000000.0,
Changes In Cash,-112000000.0,-12000000.0,131700000.0,13600000.0,
Financing Cash Flow,1048000000.0,21000000.0,2115000000.0,1558700000.0,
Net Other Financing Charges,-13000000.0,-10000000.0,100000.0,,
Cash Dividends Paid,-41000000.0,-41000000.0,-41300000.0,-2800000.0,
Preferred Stock Dividend Paid,-41000000.0,-41000000.0,-41300000.0,,
Net Preferred Stock Issuance,,0.0,147600000.0,368500000.0,0.0
Preferred Stock Issuance,,0.0,147600000.0,368500000.0,0.0
Net Common Stock Issuance,416000000.0,195000000.0,699500000.0,84600000.0,
Common Stock Issuance,416000000.0,195000000.0,699500000.0,84600000.0,
Net Issuance Payments Of Debt,686000000.0,-123000000.0,1309100000.0,1108400000.0,
Net Long Term Debt Issuance,686000000.0,-123000000.0,1309100000.0,1108400000.0,
Long Term Debt Payments,-675000000.0,-513000000.0,-1207700000.0,-193300000.0,
Long Term Debt Issuance,1361000000.0,390000000.0,2516800000.0,1301700000.0,
Investing Cash Flow,-1489000000.0,-255000000.0,-2185300000.0,-1655600000.0,
Net Other Investing Changes,-1000000.0,-1000000.0,,-100000.0,
Net Investment Properties Purchase And Sale,-1488000000.0,-254000000.0,-2184900000.0,-1655000000.0,
Sale Of Investment Properties,44000000.0,0.0,76600000.0,12600000.0,
Purchase Of Investment Properties,-1532000000.0,-254000000.0,-2261500000.0,-1667600000.0,
Net PPE Purchase And Sale,0.0,0.0,-400000.0,-500000.0,
Purchase Of PPE,0.0,0.0,-400000.0,-500000.0,
Operating Cash Flow,329000000.0,222000000.0,202000000.0,110500000.0,
Taxes Refund Paid,-34000000.0,-42000000.0,-33400000.0,-21100000.0,
Change In Working Capital,60000000.0,26000000.0,51200000.0,600000.0,
Change In Other Current Liabilities,53000000.0,26000000.0,47200000.0,57400000.0,
Change In Receivables,7000000.0,0.0,4000000.0,-56800000.0,
Net Income From Continuing Operations,297000000.0,233000000.0,182400000.0,131000000.0,
