,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,128078000.0,160025000.0,98008000.0,73472000.0,
Repayment Of Debt,-116284000.0,-22500000.0,-22500000.0,-23400000.0,
Issuance Of Debt,199946000.0,0.0,0.0,90000000.0,
Issuance Of Capital Stock,5846000.0,231000.0,-49000.0,2587000.0,
Capital Expenditure,-8691000.0,-4423000.0,-5338000.0,-5136000.0,
End Cash Position,43813000.0,112328000.0,82665000.0,121827000.0,
Other Cash Adjustment Outside Changein Cash,,,,,773000.0
Beginning Cash Position,112328000.0,82665000.0,121827000.0,83915000.0,
Effect Of Exchange Rate Changes,1198000.0,-1354000.0,1743000.0,-583000.0,
Changes In Cash,-69713000.0,31017000.0,-40905000.0,38495000.0,
Financing Cash Flow,-7043000.0,-118407000.0,-93540000.0,17551000.0,
Net Other Financing Charges,1089000.0,-6800000.0,,925000.0,
Cash Dividends Paid,-62639000.0,-58448000.0,-44739000.0,-25473000.0,
Net Common Stock Issuance,5846000.0,231000.0,-49000.0,2587000.0,
Common Stock Issuance,5846000.0,231000.0,-49000.0,2587000.0,
Net Issuance Payments Of Debt,83662000.0,-22500000.0,-22500000.0,66600000.0,
Net Short Term Debt Issuance,0.0,0.0,,0.0,-13698000.0
Net Long Term Debt Issuance,83662000.0,-22500000.0,-22500000.0,66600000.0,
Long Term Debt Payments,-116284000.0,-22500000.0,-22500000.0,-23400000.0,
Long Term Debt Issuance,199946000.0,0.0,0.0,90000000.0,
Investing Cash Flow,-199439000.0,-15024000.0,-50711000.0,-57664000.0,
Net Other Investing Changes,,,,,-773000.0
Net Business Purchase And Sale,-190748000.0,-10601000.0,-45373000.0,-52528000.0,
Sale Of Business,,,0.0,20906000.0,0.0
Purchase Of Business,-190748000.0,-10601000.0,-45373000.0,-73434000.0,
Net Intangibles Purchase And Sale,-1571000.0,0.0,0.0,-1311000.0,
Purchase Of Intangibles,-1571000.0,0.0,0.0,-1311000.0,
Net PPE Purchase And Sale,-7120000.0,-4423000.0,-5338000.0,-3825000.0,
Purchase Of PPE,-7120000.0,-4423000.0,-5338000.0,-3825000.0,
Operating Cash Flow,136769000.0,164448000.0,103346000.0,78608000.0,
Taxes Refund Paid,-53343000.0,-43661000.0,-35585000.0,-22842000.0,
Change In Working Capital,23935000.0,16127000.0,-50889000.0,-22603000.0,
Change In Other Current Liabilities,-28627000.0,9604000.0,34558000.0,4849000.0,
Change In Inventory,10422000.0,-11454000.0,-326000.0,20000.0,
Change In Receivables,42140000.0,17977000.0,-85121000.0,-27472000.0,
Other Non Cash Items,183000.0,1171000.0,642000.0,-37406000.0,
Depreciation And Amortization,51876000.0,42288000.0,33704000.0,35623000.0,
Depreciation,51876000.0,42288000.0,33704000.0,35623000.0,
Gain Loss On Investment Securities,-6187000.0,-11437000.0,1588000.0,,
Net Income From Continuing Operations,120305000.0,159960000.0,153886000.0,125836000.0,
