,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-342967000.0,302251000.0,-44383000.0,-144843000.0,
Issuance Of Capital Stock,6016000.0,14982000.0,5985000.0,0.0,
Capital Expenditure,-26635000.0,-7443000.0,-12746000.0,-4386000.0,
End Cash Position,512927000.0,611567000.0,805386000.0,848405000.0,
Other Cash Adjustment Outside Changein Cash,-1000.0,1000.0,-1000.0,,
Beginning Cash Position,611567000.0,805386000.0,848405000.0,999940000.0,
Effect Of Exchange Rate Changes,6374000.0,-10093000.0,4190000.0,723000.0,
Changes In Cash,-105013000.0,-183727000.0,-47208000.0,-152258000.0,
Financing Cash Flow,5686000.0,14064000.0,-2808000.0,-7389000.0,
Net Other Financing Charges,-1000.0,-1000.0,,,
Net Common Stock Issuance,6016000.0,14982000.0,5985000.0,0.0,
Common Stock Issuance,6016000.0,14982000.0,5985000.0,0.0,
Investing Cash Flow,205633000.0,-507485000.0,-12763000.0,-4412000.0,
Net Other Investing Changes,1000.0,,1000.0,1000.0,
Net Investment Purchase And Sale,232267000.0,-500042000.0,-18000.0,-27000.0,
Net PPE Purchase And Sale,-26635000.0,-7443000.0,-12746000.0,-4386000.0,
Purchase Of PPE,-26635000.0,-7443000.0,-12746000.0,-4386000.0,
Operating Cash Flow,-316332000.0,309694000.0,-31637000.0,-140457000.0,
Taxes Refund Paid,-520000.0,156000.0,340000.0,-309000.0,
Interest Received Cfo,34505000.0,34228000.0,2535000.0,388000.0,
Interest Paid Cfo,-1849000.0,-379000.0,-751000.0,-984000.0,
Change In Working Capital,-62570000.0,13153000.0,24914000.0,-5060000.0,
Change In Other Current Liabilities,42655000.0,25132000.0,27328000.0,62000.0,
Change In Receivables,-105225000.0,-11979000.0,-2414000.0,-5122000.0,
Other Non Cash Items,-85340000.0,-14942000.0,-58478000.0,-8466000.0,
Stock Based Compensation,19334000.0,16137000.0,2760000.0,1568000.0,
Depreciation And Amortization,10719000.0,7439000.0,14184000.0,13045000.0,
Depreciation,10719000.0,7439000.0,14184000.0,13045000.0,
Net Foreign Currency Exchange Gain Loss,-2096000.0,1261000.0,300000.0,-917000.0,
Gain Loss On Sale Of PPE,,,0.0,0.0,209000.0
Net Income From Continuing Operations,-228515000.0,252640000.0,-17336000.0,-139723000.0,
