,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,59239000.0,24374000.0,23894000.0,-11744000.0,
Repayment Of Debt,-37819000.0,-16983000.0,-13526000.0,,
Issuance Of Debt,0.0,0.0,0.0,50000000.0,
Issuance Of Capital Stock,209219000.0,205000000.0,0.0,,
Capital Expenditure,-14296000.0,-12903000.0,-8042000.0,-19022000.0,
End Cash Position,158485000.0,241446000.0,36677000.0,27795000.0,
Beginning Cash Position,241446000.0,36677000.0,27795000.0,38115000.0,
Effect Of Exchange Rate Changes,2419000.0,1402000.0,3527000.0,1081000.0,
Changes In Cash,-85380000.0,203367000.0,5355000.0,-11401000.0,
Financing Cash Flow,171400000.0,178993000.0,-18539000.0,33217000.0,
Cash Dividends Paid,,-9024000.0,-5013000.0,-8207000.0,
Net Common Stock Issuance,209219000.0,205000000.0,0.0,,
Common Stock Issuance,209219000.0,205000000.0,0.0,,
Net Issuance Payments Of Debt,-37819000.0,-16983000.0,-13526000.0,50000000.0,
Net Long Term Debt Issuance,-37819000.0,-16983000.0,-13526000.0,50000000.0,
Long Term Debt Payments,-37819000.0,-16983000.0,-13526000.0,,
Long Term Debt Issuance,0.0,0.0,0.0,50000000.0,
Investing Cash Flow,-330315000.0,-12903000.0,-8042000.0,-51896000.0,
Net Other Investing Changes,129000.0,,,,
Net Business Purchase And Sale,-316148000.0,0.0,0.0,-32874000.0,
Purchase Of Business,-316148000.0,0.0,0.0,-32874000.0,
Net Intangibles Purchase And Sale,-11975000.0,-11495000.0,-5914000.0,-17175000.0,
Purchase Of Intangibles,-11975000.0,-11495000.0,-5914000.0,-17175000.0,
Net PPE Purchase And Sale,-2321000.0,-1408000.0,-2128000.0,-1847000.0,
Purchase Of PPE,-2321000.0,-1408000.0,-2128000.0,-1847000.0,
Operating Cash Flow,73535000.0,37277000.0,31936000.0,7278000.0,
Taxes Refund Paid,-9478000.0,-10377000.0,-4699000.0,-7234000.0,
Interest Received Cfo,,851000.0,85000.0,45000.0,375000.0
Interest Paid Cfo,,-2830000.0,-1902000.0,-1542000.0,-712000.0
Change In Working Capital,-30207000.0,-10482000.0,-6226000.0,-12331000.0,
Change In Other Current Liabilities,-11589000.0,14588000.0,-3134000.0,-17743000.0,
Change In Inventory,-9261000.0,-7889000.0,4063000.0,697000.0,
Change In Receivables,-9357000.0,-17181000.0,-7155000.0,4715000.0,
Other Non Cash Items,,408000.0,149000.0,164000.0,
Provisionand Write Offof Assets,,0.0,0.0,-42000.0,124000.0
Depreciation And Amortization,,14357000.0,9646000.0,6754000.0,4381000.0
Depreciation,,14357000.0,9646000.0,6754000.0,4381000.0
Net Foreign Currency Exchange Gain Loss,,399000.0,2476000.0,1382000.0,-3366000.0
Net Income From Continuing Operations,70450000.0,44952000.0,32407000.0,20082000.0,
