,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-10838000.0,-20676000.0,-13189000.0,-17716000.0,
Repayment Of Debt,-1530000.0,-1395000.0,0.0,,
Issuance Of Debt,17849000.0,0.0,,,
Issuance Of Capital Stock,362000.0,0.0,9000.0,15893000.0,
Capital Expenditure,-1287000.0,-18381000.0,-17702000.0,-17715000.0,
End Cash Position,19695000.0,12523000.0,30806000.0,40850000.0,
Beginning Cash Position,12523000.0,30806000.0,40850000.0,42372000.0,
Effect Of Exchange Rate Changes,204000.0,534000.0,156000.0,327000.0,
Changes In Cash,6968000.0,-18817000.0,-10200000.0,-1849000.0,
Financing Cash Flow,17794000.0,1882000.0,3005000.0,15893000.0,
Net Other Financing Charges,1113000.0,3277000.0,2996000.0,,
Net Common Stock Issuance,362000.0,0.0,9000.0,15893000.0,
Common Stock Issuance,362000.0,0.0,9000.0,15893000.0,
Net Issuance Payments Of Debt,16319000.0,-1395000.0,0.0,,0.0
Net Long Term Debt Issuance,16319000.0,-1395000.0,0.0,,0.0
Long Term Debt Payments,-1530000.0,-1395000.0,0.0,,
Long Term Debt Issuance,17849000.0,0.0,,,
Investing Cash Flow,-1275000.0,-18404000.0,-17718000.0,-17741000.0,
Net Investment Purchase And Sale,-3000.0,-23000.0,-20000.0,-43000.0,
Sale Of Investment,,,,,51000.0
Purchase Of Investment,-3000.0,-23000.0,-20000.0,-43000.0,
Net Intangibles Purchase And Sale,-1272000.0,-18300000.0,-16426000.0,-17231000.0,
Purchase Of Intangibles,-1272000.0,-18300000.0,-16426000.0,-17231000.0,
Net PPE Purchase And Sale,0.0,-81000.0,-1272000.0,-467000.0,
Sale Of PPE,15000.0,0.0,4000.0,17000.0,
Purchase Of PPE,-15000.0,-81000.0,-1276000.0,-484000.0,
Operating Cash Flow,-9551000.0,-2295000.0,4513000.0,-1000.0,
Taxes Refund Paid,3223000.0,3957000.0,3915000.0,1486000.0,
Interest Received Cfo,,392000.0,156000.0,153000.0,54000.0
Interest Paid Cfo,-1830000.0,-123000.0,-622000.0,-409000.0,
Change In Working Capital,330000.0,852000.0,1717000.0,865000.0,
Change In Other Current Liabilities,-1112000.0,-1268000.0,1186000.0,-523000.0,
Change In Inventory,2012000.0,1513000.0,174000.0,1716000.0,
Change In Receivables,-570000.0,607000.0,357000.0,-328000.0,
Stock Based Compensation,,389000.0,132000.0,1394000.0,0.0
Depreciation And Amortization,7377000.0,627000.0,800000.0,786000.0,
Depreciation,7377000.0,627000.0,800000.0,786000.0,
Gain Loss On Investment Securities,356000.0,389000.0,,,
Net Income From Continuing Operations,-19007000.0,-7997000.0,-1585000.0,-4276000.0,
