,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-13613000.0,-15799000.0,-13654000.0,-8194000.0,
Repayment Of Debt,-16632000.0,-22569000.0,0.0,-11840000.0,
Issuance Of Debt,13258000.0,5000000.0,0.0,0.0,
Issuance Of Capital Stock,43347000.0,50262000.0,0.0,,
Capital Expenditure,-13244000.0,-13563000.0,-446000.0,-2918000.0,
End Cash Position,42221000.0,29343000.0,13423000.0,56206000.0,
Beginning Cash Position,29343000.0,13423000.0,56206000.0,33828000.0,
Effect Of Exchange Rate Changes,434000.0,-412000.0,0.0,,
Changes In Cash,12444000.0,16332000.0,-42783000.0,22378000.0,
Financing Cash Flow,17858000.0,24095000.0,-21664000.0,-28339000.0,
Cash Dividends Paid,-18364000.0,,-19376000.0,-9873000.0,-3729000.0
Net Common Stock Issuance,43347000.0,50262000.0,0.0,,
Common Stock Issuance,43347000.0,50262000.0,0.0,,
Net Issuance Payments Of Debt,-3374000.0,-17569000.0,0.0,-11840000.0,
Net Short Term Debt Issuance,-3374000.0,-17569000.0,0.0,-11840000.0,
Short Term Debt Payments,-16632000.0,-22569000.0,0.0,-11840000.0,
Short Term Debt Issuance,13258000.0,5000000.0,0.0,0.0,
Net Long Term Debt Issuance,-3374000.0,-17569000.0,,0.0,3500000.0
Long Term Debt Payments,-16632000.0,-22569000.0,,-11840000.0,-3656000.0
Long Term Debt Issuance,13258000.0,5000000.0,,0.0,3500000.0
Investing Cash Flow,-5045000.0,-5527000.0,-7911000.0,55993000.0,
Net Other Investing Changes,,,1969000.0,1700000.0,
Net Investment Purchase And Sale,8199000.0,-13680000.0,6456000.0,0.0,
Sale Of Investment,8344000.0,0.0,6456000.0,0.0,
Purchase Of Investment,-145000.0,-13680000.0,0.0,0.0,
Net Business Purchase And Sale,0.0,21716000.0,-13921000.0,58911000.0,
Sale Of Business,0.0,24866000.0,1969000.0,58911000.0,
Purchase Of Business,0.0,-3150000.0,-15890000.0,0.0,
Net Intangibles Purchase And Sale,-10034000.0,-11791000.0,-213000.0,-2111000.0,
Purchase Of Intangibles,-10034000.0,-11791000.0,-213000.0,-2111000.0,
Net PPE Purchase And Sale,-3210000.0,-1772000.0,-233000.0,-807000.0,
Purchase Of PPE,-3210000.0,-1772000.0,-233000.0,-807000.0,
Operating Cash Flow,-369000.0,-2236000.0,-13208000.0,-5276000.0,
Taxes Refund Paid,-6371000.0,-7175000.0,15000.0,-384000.0,
Change In Working Capital,-13243000.0,-671000.0,-1312000.0,2971000.0,
Change In Other Current Liabilities,-4481000.0,-1649000.0,-106000.0,-9159000.0,
Change In Inventory,121000.0,-318000.0,0.0,,
Change In Receivables,-8883000.0,1296000.0,-1206000.0,12130000.0,
Other Non Cash Items,-5614000.0,-64099000.0,-15000.0,-2513000.0,
Depreciation And Amortization,42731000.0,40167000.0,554000.0,28694000.0,
Depreciation,42731000.0,40167000.0,554000.0,28694000.0,
Gain Loss On Investment Securities,,-4694000.0,8857000.0,,
Net Foreign Currency Exchange Gain Loss,1036000.0,0.0,,,
Gain Loss On Sale Of Business,,0.0,-5831000.0,-40905000.0,
Net Income From Continuing Operations,-25755000.0,29100000.0,-22284000.0,6861000.0,
