,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,1481000.0,29530000.0,1854000.0,-31032000.0,
Issuance Of Capital Stock,,216000.0,59959000.0,0.0,0.0
Capital Expenditure,-16438000.0,-6988000.0,-13054000.0,-25902000.0,
End Cash Position,53586000.0,59121000.0,47285000.0,12697000.0,
Other Cash Adjustment Outside Changein Cash,1000.0,,,,
Beginning Cash Position,59121000.0,47285000.0,12697000.0,48753000.0,
Effect Of Exchange Rate Changes,2295000.0,-1448000.0,2967000.0,759000.0,
Changes In Cash,-7831000.0,13284000.0,31621000.0,-36815000.0,
Financing Cash Flow,-9312000.0,-7055000.0,48991000.0,-5783000.0,
Net Common Stock Issuance,,216000.0,59959000.0,0.0,0.0
Common Stock Issuance,,216000.0,59959000.0,0.0,0.0
Investing Cash Flow,-16438000.0,-16179000.0,-32278000.0,-25902000.0,
Net Business Purchase And Sale,,-9191000.0,-19224000.0,0.0,367000.0
Sale Of Business,,,,0.0,367000.0
Purchase Of Business,,-9191000.0,-19224000.0,0.0,
Net Intangibles Purchase And Sale,,,-7528000.0,-16853000.0,-22063000.0
Purchase Of Intangibles,,,-7528000.0,-16853000.0,-22063000.0
Net PPE Purchase And Sale,-1283000.0,-4330000.0,-5526000.0,-9049000.0,
Purchase Of PPE,-1283000.0,-4330000.0,-5526000.0,-9049000.0,
Capital Expenditure Reported,-15155000.0,-2658000.0,-7528000.0,,-22063000.0
Operating Cash Flow,17919000.0,36518000.0,14908000.0,-5130000.0,
Taxes Refund Paid,-4195000.0,-632000.0,-871000.0,-434000.0,
Change In Working Capital,5161000.0,9072000.0,20701000.0,-5792000.0,
Change In Other Current Liabilities,,12064000.0,29933000.0,,20745000.0
Change In Other Current Assets,,,,,10671000.0
Change In Payable,11705000.0,12064000.0,29933000.0,36771000.0,
Change In Inventory,-2662000.0,2569000.0,-6953000.0,-3138000.0,
Change In Receivables,-3881000.0,-5561000.0,-2279000.0,-39425000.0,
Other Non Cash Items,210000.0,,,,
Depreciation And Amortization,30583000.0,27708000.0,22933000.0,19956000.0,
Amortization Cash Flow,15242000.0,,,,
Depreciation,15341000.0,27708000.0,22933000.0,19956000.0,
Net Foreign Currency Exchange Gain Loss,-337000.0,382000.0,-3820000.0,211000.0,
Net Income From Continuing Operations,-13502000.0,-13000.0,-24035000.0,-21271000.0,
