,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-73748688.0,-97909738.0,-53116833.0,-205328852.0,
Repayment Of Debt,-1732979.0,0.0,0.0,-643083.0,
Issuance Of Debt,0.0,21801072.0,794097.0,0.0,
Issuance Of Capital Stock,173274749.0,0.0,120806101.0,172625400.0,
Capital Expenditure,-4808184.0,-14450234.0,-2946172.0,-178804086.0,
End Cash Position,124402140.0,27043254.0,105174848.0,42939728.0,
Beginning Cash Position,27043254.0,105174848.0,42939728.0,76287778.0,
Changes In Cash,97358886.0,-78131594.0,62235120.0,-33348050.0,
Financing Cash Flow,171541770.0,21801072.0,121600198.0,171982317.0,
Net Common Stock Issuance,173274749.0,0.0,120806101.0,172625400.0,
Common Stock Issuance,173274749.0,0.0,120806101.0,172625400.0,
Net Issuance Payments Of Debt,-1732979.0,21801072.0,794097.0,-643083.0,
Net Long Term Debt Issuance,-1732979.0,21801072.0,794097.0,-643083.0,
Long Term Debt Payments,-1732979.0,0.0,0.0,-643083.0,
Long Term Debt Issuance,0.0,21801072.0,794097.0,0.0,
Investing Cash Flow,-5242380.0,-16473162.0,-9194417.0,-178805601.0,
Net Investment Purchase And Sale,-498196.0,-2022928.0,-6248245.0,-1515.0,
Sale Of Investment,,,,0.0,820.0
Purchase Of Investment,-498196.0,-2022928.0,-6248245.0,-1515.0,
Net Intangibles Purchase And Sale,-1097566.0,-1318510.0,-271781.0,-175770872.0,
Purchase Of Intangibles,-1097566.0,-1318510.0,-271781.0,-175770872.0,
Net PPE Purchase And Sale,-3646618.0,-13131724.0,-2674391.0,-3033214.0,
Sale Of PPE,64000.0,0.0,,,
Purchase Of PPE,-3710618.0,-13131724.0,-2674391.0,-3033214.0,
Operating Cash Flow,-68940504.0,-83459504.0,-50170661.0,-26524766.0,
Taxes Refund Paid,0.0,82268.0,152291.0,70071.0,
Change In Working Capital,57816893.0,-21593877.0,-9928746.0,-5959032.0,
Change In Other Current Liabilities,41466290.0,507625.0,6734566.0,1407934.0,
Change In Inventory,-490538.0,-3191232.0,-3248551.0,-5583998.0,
Change In Receivables,16841141.0,-18910270.0,-13414761.0,-1782968.0,
Other Non Cash Items,-58653.0,4999937.0,-2156294.0,13760726.0,
Depreciation And Amortization,11211315.0,10868867.0,12198345.0,,
Depreciation,11211315.0,10868867.0,12198345.0,,
Net Income From Continuing Operations,-137910059.0,-77816699.0,-50436257.0,-34396531.0,
