,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,89695000.0,194162000.0,94939000.0,24706000.0,
Repayment Of Debt,,,,,-1321000.0
Issuance Of Capital Stock,0.0,19148000.0,0.0,3039053000.0,
Capital Expenditure,-47530000.0,-44129000.0,-34548000.0,-14377000.0,
End Cash Position,968155000.0,634366000.0,433733000.0,316680000.0,
Other Cash Adjustment Outside Changein Cash,,-1000.0,,,
Beginning Cash Position,634366000.0,433733000.0,316680000.0,87157000.0,
Effect Of Exchange Rate Changes,16441000.0,-9375000.0,5021000.0,591000.0,
Changes In Cash,317348000.0,210009000.0,112032000.0,228932000.0,
Financing Cash Flow,227653000.0,15847000.0,17093000.0,2922463000.0,
Net Other Financing Charges,-5525000.0,-2042000.0,12194000.0,-24169000.0,
Net Common Stock Issuance,0.0,19148000.0,0.0,3039053000.0,
Common Stock Issuance,0.0,19148000.0,0.0,3039053000.0,
Net Issuance Payments Of Debt,235408000.0,0.0,,,-1321000.0
Net Long Term Debt Issuance,235408000.0,0.0,,,-1321000.0
Long Term Debt Payments,,,,,-1321000.0
Investing Cash Flow,-47530000.0,-44129000.0,-34548000.0,-2732614000.0,
Net Business Purchase And Sale,,,0.0,-2718237000.0,0.0
Purchase Of Business,,,0.0,-2718237000.0,0.0
Net Intangibles Purchase And Sale,-41426000.0,-33673000.0,-25196000.0,-10506000.0,
Purchase Of Intangibles,-41426000.0,-33673000.0,-25196000.0,-10506000.0,
Net PPE Purchase And Sale,-6104000.0,-10456000.0,-9352000.0,-3871000.0,
Purchase Of PPE,-6104000.0,-10456000.0,-9352000.0,-3871000.0,
Operating Cash Flow,137225000.0,238291000.0,129487000.0,39083000.0,
Taxes Refund Paid,-27686000.0,-14549000.0,-8477000.0,-3425000.0,
Interest Received Cfo,18768000.0,8246000.0,536000.0,,
Interest Paid Cfo,,,,-254000.0,-108000.0
Change In Working Capital,-65888000.0,-5653000.0,-65609000.0,-46687000.0,
Change In Other Current Liabilities,-34094000.0,-17991000.0,26871000.0,31427000.0,
Change In Inventory,-11556000.0,-19567000.0,-21720000.0,6459000.0,
Change In Receivables,-20238000.0,31905000.0,-70760000.0,-84573000.0,
Other Non Cash Items,,,536000.0,-254000.0,
Depreciation And Amortization,60514000.0,55613000.0,51585000.0,33517000.0,
Amortization Cash Flow,36892000.0,33893000.0,,,
Depreciation,23622000.0,21720000.0,51585000.0,33517000.0,
Net Foreign Currency Exchange Gain Loss,7197000.0,5481000.0,-11085000.0,-591000.0,
Net Income From Continuing Operations,144320000.0,189153000.0,162537000.0,56523000.0,
