,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-7567000.0,-13087000.0,-15505000.0,-15319000.0,
Repayment Of Debt,,0.0,-675000.0,-312000.0,-2000.0
Issuance Of Debt,5000.0,13000.0,0.0,5200000.0,
Issuance Of Capital Stock,,0.0,122000.0,0.0,141000.0
Capital Expenditure,,-203000.0,-747000.0,-1127000.0,-364000.0
End Cash Position,8064000.0,13291000.0,25695000.0,23788000.0,
Other Cash Adjustment Outside Changein Cash,,,,-1000.0,-1000.0
Beginning Cash Position,13291000.0,25695000.0,23788000.0,30968000.0,
Effect Of Exchange Rate Changes,669000.0,-84000.0,206000.0,2101000.0,
Changes In Cash,-5896000.0,-12320000.0,1701000.0,-9280000.0,
Financing Cash Flow,5000.0,-1115000.0,-1633000.0,15105000.0,
Net Other Financing Charges,,-1115000.0,,10217000.0,1000.0
Cash Dividends Paid,,-1128000.0,-1080000.0,,
Preferred Stock Dividend Paid,0.0,-1128000.0,-1080000.0,0.0,
Net Common Stock Issuance,,0.0,122000.0,0.0,141000.0
Common Stock Issuance,,0.0,122000.0,0.0,141000.0
Net Issuance Payments Of Debt,5000.0,13000.0,-675000.0,4888000.0,
Net Short Term Debt Issuance,5000.0,13000.0,-675000.0,,
Short Term Debt Payments,,0.0,-675000.0,,
Short Term Debt Issuance,5000.0,13000.0,0.0,,
Net Long Term Debt Issuance,,,-675000.0,4888000.0,-2000.0
Long Term Debt Payments,,,-675000.0,-312000.0,-2000.0
Long Term Debt Issuance,,,0.0,5200000.0,
Investing Cash Flow,1666000.0,1679000.0,18092000.0,-10193000.0,
Net Other Investing Changes,,-203000.0,,,
Net Investment Purchase And Sale,1666000.0,1204000.0,-4062000.0,135000.0,
Sale Of Investment,1666000.0,2438000.0,0.0,135000.0,
Purchase Of Investment,0.0,-1234000.0,-4062000.0,,
Net Business Purchase And Sale,0.0,678000.0,22901000.0,-9201000.0,
Sale Of Business,0.0,678000.0,22901000.0,0.0,
Purchase Of Business,,,0.0,-9201000.0,
Net Intangibles Purchase And Sale,0.0,-203000.0,-747000.0,-991000.0,
Purchase Of Intangibles,0.0,-203000.0,-747000.0,-991000.0,
Net PPE Purchase And Sale,,,0.0,-136000.0,-364000.0
Purchase Of PPE,,,0.0,-136000.0,-364000.0
Operating Cash Flow,-7567000.0,-12884000.0,-14758000.0,-14192000.0,
Taxes Refund Paid,,,,-713000.0,
Change In Working Capital,1627000.0,12341000.0,-26120000.0,-5037000.0,
Change In Other Current Liabilities,-2889000.0,-1527000.0,-7375000.0,1947000.0,
Change In Payable,46000.0,-563000.0,-963000.0,1000000.0,
Change In Inventory,339000.0,-146000.0,102000.0,-23000.0,
Change In Receivables,4131000.0,14577000.0,-17884000.0,-7961000.0,
Net Income From Continuing Operations,-8818000.0,-30849000.0,7889000.0,-12348000.0,
