,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-10029000.0,-10581000.0,-18349000.0,-27184000.0,
Repayment Of Debt,-355000.0,-355000.0,-1075000.0,-813000.0,
Issuance Of Debt,3230000.0,0.0,,0.0,3000000.0
Issuance Of Capital Stock,5975000.0,886000.0,0.0,72000.0,
Capital Expenditure,-1430000.0,-2849000.0,-6377000.0,-9474000.0,
End Cash Position,46000.0,1328000.0,11377000.0,29565000.0,
Other Cash Adjustment Outside Changein Cash,46000.0,2000.0,-58000.0,,
Beginning Cash Position,1328000.0,11377000.0,29565000.0,57490000.0,
Effect Of Exchange Rate Changes,-23000.0,0.0,,,
Changes In Cash,-1305000.0,-10051000.0,-18188000.0,-27925000.0,
Financing Cash Flow,8850000.0,531000.0,-1075000.0,-741000.0,
Net Common Stock Issuance,5975000.0,886000.0,0.0,72000.0,
Common Stock Issuance,5975000.0,886000.0,0.0,72000.0,
Net Issuance Payments Of Debt,2875000.0,-355000.0,-1075000.0,-813000.0,
Net Long Term Debt Issuance,2875000.0,-355000.0,-1075000.0,-813000.0,
Long Term Debt Payments,-355000.0,-355000.0,-1075000.0,-813000.0,
Long Term Debt Issuance,3230000.0,0.0,,0.0,3000000.0
Investing Cash Flow,-1556000.0,-2850000.0,-5141000.0,-9474000.0,
Net Investment Purchase And Sale,-1000.0,-1000.0,0.0,,-25000.0
Sale Of Investment,,1000.0,,,0.0
Purchase Of Investment,-1000.0,-1000.0,0.0,,-25000.0
Net Business Purchase And Sale,-127000.0,0.0,1236000.0,0.0,
Sale Of Business,,,1236000.0,0.0,
Purchase Of Business,-127000.0,0.0,,,
Net Intangibles Purchase And Sale,-1426000.0,-2847000.0,-6377000.0,-8899000.0,
Sale Of Intangibles,2000.0,0.0,,,
Purchase Of Intangibles,-1428000.0,-2847000.0,-6377000.0,-8899000.0,
Net PPE Purchase And Sale,-2000.0,-2000.0,0.0,-575000.0,
Purchase Of PPE,-2000.0,-2000.0,0.0,-575000.0,
Operating Cash Flow,-8599000.0,-7732000.0,-11972000.0,-17710000.0,
Taxes Refund Paid,7000.0,0.0,-101000.0,-34000.0,
Interest Received Cfo,,96000.0,99000.0,,
Interest Paid Cfo,,-219000.0,-141000.0,-166000.0,-96000.0
Change In Working Capital,11057000.0,1708000.0,-3909000.0,596000.0,
Change In Other Current Liabilities,,-623000.0,-3737000.0,548000.0,2204000.0
Change In Other Current Assets,,,-273000.0,48000.0,-271000.0
Change In Receivables,,2331000.0,-172000.0,,
Other Non Cash Items,7106000.0,40000.0,12647000.0,102000.0,
Depreciation And Amortization,5528000.0,5578000.0,2728000.0,7606000.0,
Amortization Cash Flow,,5436000.0,,,
Depreciation,5528000.0,5578000.0,2728000.0,7606000.0,
Net Income From Continuing Operations,-32297000.0,-15058000.0,-23295000.0,-45134000.0,
