,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-28863000.0,-81292000.0,-337040000.0,-156525000.0,
Repayment Of Debt,,,0.0,-101889000.0,0.0
Issuance Of Debt,,,,0.0,100361000.0
Issuance Of Capital Stock,,,0.0,1335253000.0,249613000.0
Capital Expenditure,-63253000.0,-53157000.0,-42756000.0,-34719000.0,
End Cash Position,713704000.0,759463000.0,867757000.0,1364751000.0,
Other Cash Adjustment Outside Changein Cash,,-1000.0,-3000.0,,10000.0
Beginning Cash Position,759463000.0,867757000.0,1364751000.0,288599000.0,
Effect Of Exchange Rate Changes,18669000.0,-1837000.0,75566000.0,19612000.0,
Changes In Cash,-64428000.0,-106456000.0,-572557000.0,1056540000.0,
Financing Cash Flow,-22942000.0,-25023000.0,-27007000.0,1213657000.0,
Net Common Stock Issuance,,,0.0,1335253000.0,249613000.0
Common Stock Issuance,,,0.0,1335253000.0,249613000.0
Net Issuance Payments Of Debt,,,0.0,-101889000.0,100361000.0
Net Long Term Debt Issuance,,,0.0,-101889000.0,100361000.0
Long Term Debt Payments,,,0.0,-101889000.0,0.0
Long Term Debt Issuance,,,,0.0,100361000.0
Investing Cash Flow,-75876000.0,-53298000.0,-251266000.0,-35311000.0,
Net Other Investing Changes,-1505000.0,-141000.0,1039000.0,-592000.0,
Net Business Purchase And Sale,-11118000.0,0.0,-209549000.0,0.0,
Purchase Of Business,-11118000.0,0.0,-209549000.0,0.0,
Net Intangibles Purchase And Sale,-52032000.0,-52876000.0,-42701000.0,-34312000.0,
Purchase Of Intangibles,-52032000.0,-52876000.0,-42701000.0,-34312000.0,
Net PPE Purchase And Sale,-11221000.0,-281000.0,-55000.0,-407000.0,
Purchase Of PPE,-11221000.0,-281000.0,-55000.0,-407000.0,
Operating Cash Flow,34390000.0,-28135000.0,-294284000.0,-121806000.0,
Taxes Refund Paid,-5183000.0,-4665000.0,-5120000.0,-1427000.0,
Interest Received Cfo,23805000.0,24732000.0,4012000.0,17049000.0,
Interest Paid Cfo,-5508000.0,-2702000.0,-1958000.0,-5025000.0,
Change In Working Capital,-33669000.0,39876000.0,-21777000.0,18522000.0,
Change In Other Current Liabilities,15085000.0,1339000.0,71806000.0,26730000.0,
Change In Payable,29946000.0,23171000.0,20188000.0,50826000.0,
Change In Receivables,-78700000.0,15366000.0,-113771000.0,-59034000.0,
Other Non Cash Items,,75571000.0,,,-1074000.0
Stock Based Compensation,25181000.0,28629000.0,48143000.0,33368000.0,
Depreciation And Amortization,81823000.0,71323000.0,57694000.0,40028000.0,
Depreciation,81823000.0,71323000.0,57694000.0,40028000.0,
Net Foreign Currency Exchange Gain Loss,5452000.0,-2280000.0,-22635000.0,-2674000.0,
Net Income From Continuing Operations,-57511000.0,-258618000.0,-352643000.0,-221646000.0,
