,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-8863056.0,-9910743.0,-13610408.0,-13152327.0,
Repayment Of Debt,-6668490.0,-1320476.0,-1326669.0,-644444.0,
Issuance Of Debt,7734110.0,4379691.0,1968620.0,1284030.0,
Issuance Of Capital Stock,7926765.0,6133257.0,20010121.0,16249009.0,
Capital Expenditure,-4967167.0,-3824642.0,-3751193.0,-4022155.0,
End Cash Position,3016987.0,3960814.0,5787035.0,1890169.0,
Other Cash Adjustment Outside Changein Cash,,,1.0,-1000.0,1000.0
Beginning Cash Position,3960814.0,5787035.0,1890169.0,511858.0,
Changes In Cash,-943827.0,-1826221.0,3896866.0,1378311.0,
Financing Cash Flow,7919229.0,8084522.0,17507274.0,15630638.0,
Net Other Financing Charges,-472254.0,-700000.0,-300000.0,,-1000.0
Net Common Stock Issuance,7926765.0,6133257.0,20010121.0,16249009.0,
Common Stock Issuance,7926765.0,6133257.0,20010121.0,16249009.0,
Net Issuance Payments Of Debt,1065620.0,3059215.0,641951.0,639586.0,
Net Short Term Debt Issuance,-1697000.0,2880000.0,,,
Short Term Debt Payments,-2697000.0,0.0,,,
Short Term Debt Issuance,1000000.0,2880000.0,,,
Net Long Term Debt Issuance,1065620.0,3059215.0,641951.0,639586.0,
Long Term Debt Payments,-6668490.0,-1320476.0,-1326669.0,-644444.0,
Long Term Debt Issuance,7734110.0,4379691.0,1968620.0,1284030.0,
Investing Cash Flow,-4967167.0,-3824642.0,-3751193.0,-5122155.0,
Net Other Investing Changes,,,-300000.0,-1100000.0,
Net Intangibles Purchase And Sale,-4967000.0,-3825000.0,,,
Purchase Of Intangibles,-4967000.0,-3825000.0,,,
Net PPE Purchase And Sale,,0.0,-95000.0,-278000.0,0.0
Purchase Of PPE,,0.0,-95000.0,-278000.0,0.0
Capital Expenditure Reported,-4967167.0,-3824642.0,-3656193.0,-3744155.0,
Operating Cash Flow,-3895889.0,-6086101.0,-9859215.0,-9130172.0,
Interest Received Cfo,18478.0,40067.0,5005.0,0.0,
Interest Paid Cfo,-460234.0,-458721.0,-818040.0,-427242.0,
Change In Working Capital,-780233.0,339661.0,1441634.0,-1982244.0,
Change In Other Current Liabilities,-290762.0,665485.0,1415452.0,24751.0,
Change In Payable,160920.0,867995.0,1224251.0,-49163.0,
Change In Inventory,677210.0,1039065.0,-1551978.0,-156597.0,
Change In Receivables,-1327601.0,-2232884.0,353909.0,-1801235.0,
Provisionand Write Offof Assets,250736.0,500000.0,0.0,,
Depreciation And Amortization,3434609.0,2794550.0,2697454.0,,
Depreciation,3434609.0,2794550.0,2697454.0,,
Net Income From Continuing Operations,-6359245.0,-9301658.0,-13185268.0,-8817598.0,
