,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,1218000000.0,1283000000.0,1172000000.0,943000000.0,
Repurchase Of Capital Stock,-102000000.0,-87000000.0,-43000000.0,0.0,
Repayment Of Debt,-25885000000.0,-26418000000.0,-22723000000.0,-29432000000.0,
Issuance Of Debt,27257000000.0,27120000000.0,23231000000.0,29976000000.0,
Issuance Of Capital Stock,,,0.0,883000000.0,0.0
Capital Expenditure,-10000000.0,-11000000.0,-27000000.0,-17000000.0,
End Cash Position,46000000.0,50000000.0,181000000.0,232000000.0,
Other Cash Adjustment Outside Changein Cash,-1000000.0,1000000.0,-1000000.0,1000000.0,
Beginning Cash Position,50000000.0,181000000.0,232000000.0,518000000.0,
Changes In Cash,-3000000.0,-132000000.0,-50000000.0,-287000000.0,
Financing Cash Flow,894000000.0,309000000.0,69000000.0,1035000000.0,
Net Other Financing Charges,,-1000000.0,,,
Cash Dividends Paid,-328000000.0,-395000000.0,-396000000.0,-392000000.0,
Net Common Stock Issuance,-102000000.0,-87000000.0,-43000000.0,883000000.0,
Common Stock Payments,-102000000.0,-87000000.0,-43000000.0,0.0,
Common Stock Issuance,,,0.0,883000000.0,0.0
Net Issuance Payments Of Debt,1324000000.0,792000000.0,508000000.0,544000000.0,
Net Short Term Debt Issuance,-48000000.0,90000000.0,0.0,,0.0
Short Term Debt Payments,,,,,0.0
Short Term Debt Issuance,,,,,12000000.0
Net Long Term Debt Issuance,1372000000.0,702000000.0,508000000.0,544000000.0,
Long Term Debt Payments,-25885000000.0,-26418000000.0,-22723000000.0,-29432000000.0,
Long Term Debt Issuance,27257000000.0,27120000000.0,23231000000.0,29976000000.0,
Investing Cash Flow,-2125000000.0,-1735000000.0,-1318000000.0,-2282000000.0,
Net Other Investing Changes,-1000000.0,-1000000.0,1000000.0,-1000000.0,
Net Investment Purchase And Sale,25000000.0,-69000000.0,132000000.0,-331000000.0,
Sale Of Investment,32000000.0,6000000.0,137000000.0,119000000.0,
Purchase Of Investment,-7000000.0,-75000000.0,-5000000.0,-450000000.0,
Net Investment Properties Purchase And Sale,-2089000000.0,-1621000000.0,-1383000000.0,-1933000000.0,
Sale Of Investment Properties,124000000.0,817000000.0,3179000000.0,1759000000.0,
Purchase Of Investment Properties,-2213000000.0,-2438000000.0,-4562000000.0,-3692000000.0,
Net Business Purchase And Sale,-50000000.0,-33000000.0,-41000000.0,0.0,
Purchase Of Business,-50000000.0,-33000000.0,-41000000.0,0.0,
Net Intangibles Purchase And Sale,-10000000.0,-11000000.0,-27000000.0,-17000000.0,
Purchase Of Intangibles,-10000000.0,-11000000.0,-27000000.0,-17000000.0,
Operating Cash Flow,1228000000.0,1294000000.0,1199000000.0,960000000.0,
Taxes Refund Paid,0.0,-5000000.0,-4000000.0,0.0,
Change In Working Capital,69000000.0,172000000.0,-129000000.0,-205000000.0,
Change In Other Current Liabilities,-79000000.0,26000000.0,98000000.0,-71000000.0,
Change In Receivables,148000000.0,146000000.0,-226000000.0,-134000000.0,
Other Non Cash Items,-7000000.0,3000000.0,-7000000.0,-5000000.0,
Provisionand Write Offof Assets,-1000000.0,-7000000.0,-44000000.0,-182000000.0,
Depreciation And Amortization,107000000.0,106000000.0,87000000.0,87000000.0,
Depreciation,107000000.0,106000000.0,87000000.0,87000000.0,
Gain Loss On Investment Securities,-20000000.0,-107000000.0,-99000000.0,62000000.0,
Net Income From Continuing Operations,742000000.0,1129000000.0,1392000000.0,1303000000.0,
