,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-33619290.0,-10589487.0,-31723867.0,-35433279.0,
Repayment Of Debt,0.0,-27200000.0,0.0,0.0,
Issuance Of Debt,,0.0,27200000.0,0.0,0.0
Issuance Of Capital Stock,0.0,81121209.0,0.0,37065042.0,
Capital Expenditure,-11610356.0,-23943798.0,-23436806.0,-20240813.0,
End Cash Position,17819830.0,51439120.0,8107398.0,12631265.0,
Beginning Cash Position,51439120.0,8107398.0,12631265.0,11024502.0,
Changes In Cash,-33619290.0,43331722.0,-4523867.0,1606763.0,
Financing Cash Flow,0.0,53921209.0,27200000.0,37065042.0,
Net Common Stock Issuance,0.0,81121209.0,0.0,37065042.0,
Common Stock Issuance,0.0,81121209.0,0.0,37065042.0,
Net Issuance Payments Of Debt,0.0,-27200000.0,27200000.0,0.0,
Net Short Term Debt Issuance,0.0,-27200000.0,,,
Short Term Debt Payments,0.0,-27200000.0,,,
Net Long Term Debt Issuance,0.0,-27200000.0,27200000.0,0.0,
Long Term Debt Payments,0.0,-27200000.0,0.0,0.0,
Long Term Debt Issuance,,0.0,27200000.0,0.0,0.0
Investing Cash Flow,-11610356.0,-23943798.0,-23436806.0,-20265813.0,
Net Investment Purchase And Sale,,,0.0,-25000.0,0.0
Purchase Of Investment,,,0.0,-25000.0,0.0
Net Intangibles Purchase And Sale,-11479299.0,-23943798.0,-23372843.0,-20182054.0,
Purchase Of Intangibles,-11479299.0,-23943798.0,-23372843.0,-20182054.0,
Net PPE Purchase And Sale,-131057.0,0.0,-63963.0,-58759.0,
Purchase Of PPE,-131057.0,0.0,-63963.0,-58759.0,
Operating Cash Flow,-22008934.0,13354311.0,-8287061.0,-15192466.0,
Interest Received Cfo,1212802.0,670231.0,13350.0,,
Interest Paid Cfo,-3875.0,-560588.0,-775603.0,,
Change In Working Capital,-28800981.0,4809341.0,7356346.0,-1923722.0,
Change In Other Current Liabilities,-3813280.0,8569674.0,729452.0,-672430.0,
Change In Payable,-2116990.0,404119.0,5141263.0,,
Change In Inventory,-6960462.0,-1276237.0,-476048.0,,
Change In Receivables,-15910249.0,-2888215.0,1961679.0,-1251292.0,
Other Non Cash Items,18421497.0,30417884.0,107468.0,81494.0,
Net Income From Continuing Operations,-12838377.0,-21982557.0,-14988622.0,-13350238.0,
