,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,59920000.0,-24317000.0,-50264000.0,-86837000.0,
Repurchase Of Capital Stock,,,,-62333000.0,0.0
Issuance Of Capital Stock,2421000.0,27000.0,230000.0,6281000.0,
Capital Expenditure,-5840000.0,-6060000.0,-3279000.0,-3416000.0,
End Cash Position,227004000.0,167351000.0,201281000.0,206464000.0,
Beginning Cash Position,167351000.0,201281000.0,206464000.0,353737000.0,
Effect Of Exchange Rate Changes,4968000.0,-2910000.0,2299000.0,1125000.0,
Changes In Cash,54685000.0,-31020000.0,-7482000.0,-148398000.0,
Financing Cash Flow,-4810000.0,-6703000.0,42782000.0,-61561000.0,
Net Other Financing Charges,,-163000.0,50684000.0,-62333000.0,
Net Common Stock Issuance,2421000.0,27000.0,230000.0,6281000.0,
Common Stock Payments,,,,-62333000.0,0.0
Common Stock Issuance,2421000.0,27000.0,230000.0,6281000.0,
Investing Cash Flow,-6265000.0,-6060000.0,-3279000.0,-3416000.0,
Net Investment Purchase And Sale,-425000.0,0.0,,,
Purchase Of Investment,-425000.0,0.0,,,
Net Intangibles Purchase And Sale,-4310000.0,-5240000.0,-1321000.0,-808000.0,
Purchase Of Intangibles,-4310000.0,-5240000.0,-1321000.0,-808000.0,
Net PPE Purchase And Sale,-1530000.0,-820000.0,-1958000.0,-2608000.0,
Purchase Of PPE,-1530000.0,-820000.0,-1958000.0,-2608000.0,
Operating Cash Flow,65760000.0,-18257000.0,-46985000.0,-83421000.0,
Taxes Refund Paid,-4799000.0,-4218000.0,-2686000.0,-3761000.0,
Interest Received Cfo,3751000.0,4938000.0,811000.0,0.0,
Interest Paid Cfo,-1881000.0,-3121000.0,-716000.0,-1168000.0,
Change In Working Capital,-92563000.0,-97691000.0,5156000.0,-4580000.0,
Change In Other Current Liabilities,24825000.0,17361000.0,24061000.0,958000.0,
Change In Inventory,-21999000.0,-37433000.0,7077000.0,-117000.0,
Change In Receivables,-95389000.0,-77619000.0,-25982000.0,-5421000.0,
Other Non Cash Items,21000.0,1555000.0,1588000.0,-665000.0,
Stock Based Compensation,15890000.0,39916000.0,17891000.0,7365000.0,
Depreciation And Amortization,10832000.0,10072000.0,9383000.0,8276000.0,
Depreciation,10832000.0,10072000.0,9383000.0,8276000.0,
Net Foreign Currency Exchange Gain Loss,-38892000.0,16020000.0,-14474000.0,-8293000.0,
Net Income From Continuing Operations,166147000.0,13930000.0,-64535000.0,-80669000.0,
