,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-10178000.0,-32603000.0,-29441000.0,-37749000.0,
Issuance Of Capital Stock,58907000.0,5144000.0,37118000.0,58825000.0,
End Cash Position,50612000.0,1883000.0,29342000.0,21665000.0,
Beginning Cash Position,1883000.0,29342000.0,21665000.0,589000.0,
Changes In Cash,48729000.0,-27459000.0,7677000.0,21076000.0,
Financing Cash Flow,58907000.0,5144000.0,37118000.0,58825000.0,
Net Common Stock Issuance,58907000.0,5144000.0,37118000.0,58825000.0,
Common Stock Issuance,58907000.0,5144000.0,37118000.0,58825000.0,
Operating Cash Flow,-10178000.0,-32603000.0,-29441000.0,-37749000.0,
Interest Received Cfo,,237000.0,135000.0,,
Interest Paid Cfo,,-9000.0,-54000.0,-240000.0,-498000.0
Change In Working Capital,9017000.0,-5566000.0,4607000.0,-3430000.0,
Change In Other Current Liabilities,-956000.0,417000.0,1171000.0,-1331000.0,
Change In Payable,7065000.0,-5113000.0,63000.0,1630000.0,
Change In Receivables,2908000.0,-870000.0,3373000.0,-3729000.0,
Other Non Cash Items,8000.0,228000.0,81000.0,-240000.0,
Net Income From Continuing Operations,-19203000.0,-27265000.0,-34129000.0,-34078000.0,
