,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,102542000.0,101853000.0,96380000.0,53261000.0,
Repurchase Of Capital Stock,,,-1303000.0,0.0,
Repayment Of Debt,-632430000.0,-132610000.0,-457662000.0,-2192000.0,
Issuance Of Debt,712010000.0,61316000.0,693170000.0,105610000.0,
Issuance Of Capital Stock,82422000.0,71140000.0,91465000.0,48209000.0,
End Cash Position,50786000.0,31530000.0,45994000.0,51054000.0,
Beginning Cash Position,31530000.0,45994000.0,51054000.0,36783000.0,
Effect Of Exchange Rate Changes,-303000.0,-31000.0,-506000.0,-92000.0,
Changes In Cash,19559000.0,-14433000.0,-4554000.0,14363000.0,
Financing Cash Flow,46421000.0,-110853000.0,244008000.0,140777000.0,
Net Other Financing Charges,-8628000.0,-19282000.0,-4095000.0,29348000.0,
Interest Paid Cff,-48930000.0,-43554000.0,-25604000.0,,
Cash Dividends Paid,-52839000.0,-45270000.0,-46400000.0,-37520000.0,
Common Stock Dividend Paid,-52839000.0,-45270000.0,-46400000.0,,
Net Common Stock Issuance,82422000.0,71140000.0,91465000.0,48209000.0,
Common Stock Payments,,,-1303000.0,0.0,
Common Stock Issuance,82422000.0,71140000.0,91465000.0,48209000.0,
Net Issuance Payments Of Debt,79580000.0,-71294000.0,235508000.0,103418000.0,
Net Long Term Debt Issuance,79580000.0,-71294000.0,235508000.0,103418000.0,
Long Term Debt Payments,-632430000.0,-132610000.0,-457662000.0,-2192000.0,
Long Term Debt Issuance,712010000.0,61316000.0,693170000.0,105610000.0,
Investing Cash Flow,-129404000.0,-5433000.0,-344942000.0,-179675000.0,
Net Investment Purchase And Sale,0.0,-12000.0,-30000.0,-278000.0,
Purchase Of Investment,0.0,-12000.0,-30000.0,-278000.0,
Net Investment Properties Purchase And Sale,-129404000.0,-5421000.0,-344912000.0,-179397000.0,
Sale Of Investment Properties,2013000.0,14518000.0,660000.0,0.0,
Purchase Of Investment Properties,-131417000.0,-19939000.0,-345572000.0,-179397000.0,
Operating Cash Flow,102542000.0,101853000.0,96380000.0,53261000.0,
Taxes Refund Paid,-31000.0,-70000.0,0.0,0.0,
Change In Working Capital,-2648000.0,82000.0,8679000.0,4442000.0,
Change In Other Current Liabilities,2160000.0,-2118000.0,9145000.0,-17636000.0,
Change In Payable,,,,,220000.0
Change In Receivables,-4808000.0,2200000.0,-466000.0,22078000.0,
Other Non Cash Items,57201000.0,48169000.0,30895000.0,1936000.0,
Deferred Tax,,,0.0,1930000.0,0.0
Depreciation And Amortization,77000.0,80000.0,93000.0,,
Depreciation,77000.0,80000.0,93000.0,,
Gain Loss On Investment Securities,54519000.0,75281000.0,-42245000.0,-11624000.0,
Net Foreign Currency Exchange Gain Loss,899000.0,1785000.0,1471000.0,-2788000.0,
Net Income From Continuing Operations,-7475000.0,-23474000.0,97487000.0,59365000.0,
