,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-63925000.0,-71952000.0,-82096000.0,-66730000.0,
Repayment Of Debt,-12500000.0,-46428000.0,-200000.0,-400000.0,
Issuance Of Debt,12500000.0,15750000.0,5000000.0,15000000.0,
Issuance Of Capital Stock,71100000.0,107372000.0,57044000.0,71277000.0,
Capital Expenditure,-7470000.0,-5578000.0,-562000.0,-555000.0,
End Cash Position,22506000.0,15331000.0,10589000.0,31165000.0,
Beginning Cash Position,15331000.0,10589000.0,31165000.0,11871000.0,
Effect Of Exchange Rate Changes,,0.0,0.0,0.0,0.0
Changes In Cash,7175000.0,4742000.0,-20576000.0,19294000.0,
Financing Cash Flow,71100000.0,76694000.0,61844000.0,85877000.0,
Net Common Stock Issuance,71100000.0,107372000.0,57044000.0,71277000.0,
Common Stock Issuance,71100000.0,107372000.0,57044000.0,71277000.0,
Net Issuance Payments Of Debt,0.0,-30678000.0,4800000.0,14600000.0,
Net Long Term Debt Issuance,0.0,-30678000.0,4800000.0,14600000.0,
Long Term Debt Payments,-12500000.0,-46428000.0,-200000.0,-400000.0,
Long Term Debt Issuance,12500000.0,15750000.0,5000000.0,15000000.0,
Investing Cash Flow,-7470000.0,-5578000.0,-886000.0,-408000.0,
Net Investment Purchase And Sale,0.0,0.0,-324000.0,147000.0,
Sale Of Investment,0.0,0.0,,147000.0,38000.0
Purchase Of Investment,0.0,0.0,-324000.0,,-198000.0
Net Intangibles Purchase And Sale,-5008000.0,-3354000.0,0.0,-409000.0,
Purchase Of Intangibles,-5008000.0,-3354000.0,0.0,-409000.0,
Net PPE Purchase And Sale,-2462000.0,-2224000.0,-562000.0,-146000.0,
Purchase Of PPE,-2462000.0,-2224000.0,-562000.0,-146000.0,
Cash Flowsfromusedin Operating Activities Direct,-56455000.0,-66374000.0,-81534000.0,-66175000.0,
Taxes Refund Paid Direct,-337000.0,-689000.0,298000.0,0.0,
Interest Received Direct,238000.0,304000.0,73000.0,0.0,
Interest Paid Direct,-433000.0,-9762000.0,-10972000.0,-6406000.0,
Classesof Cash Payments,-72971000.0,-63957000.0,-76448000.0,-62123000.0,
Paymentsto Suppliersfor Goodsand Services,-72971000.0,-63957000.0,-76448000.0,-62123000.0,
Classesof Cash Receiptsfrom Operating Activities,17048000.0,7730000.0,5515000.0,2354000.0,
Receiptsfrom Customers,17048000.0,7730000.0,5515000.0,2354000.0,
