,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-178000000.0,2304000000.0,238000000.0,-3546000000.0,
Repayment Of Debt,-1147000000.0,-2330000000.0,-4415000000.0,-505000000.0,
Issuance Of Debt,2785000000.0,247000000.0,1970000000.0,5511000000.0,
Issuance Of Capital Stock,,,,,1250000000.0
Capital Expenditure,-77000000.0,-58000000.0,-39000000.0,-35000000.0,
End Cash Position,4164000000.0,3203000000.0,3050000000.0,5228000000.0,
Other Cash Adjustment Outside Changein Cash,,,,,84000000.0
Beginning Cash Position,3203000000.0,3050000000.0,5228000000.0,3793000000.0,
Effect Of Exchange Rate Changes,78000000.0,-10000000.0,73000000.0,30000000.0,
Changes In Cash,883000000.0,163000000.0,-2251000000.0,1405000000.0,
Financing Cash Flow,1123000000.0,-2141000000.0,-2489000000.0,4955000000.0,
Net Other Financing Charges,-515000000.0,-58000000.0,-44000000.0,-51000000.0,
Net Common Stock Issuance,,,,,1250000000.0
Common Stock Issuance,,,,,1250000000.0
Net Issuance Payments Of Debt,1638000000.0,-2083000000.0,-2445000000.0,5006000000.0,
Net Long Term Debt Issuance,1638000000.0,-2083000000.0,-2445000000.0,5006000000.0,
Long Term Debt Payments,-1147000000.0,-2330000000.0,-4415000000.0,-505000000.0,
Long Term Debt Issuance,2785000000.0,247000000.0,1970000000.0,5511000000.0,
Investing Cash Flow,-139000000.0,-58000000.0,-39000000.0,-39000000.0,
Net Investment Purchase And Sale,-62000000.0,0.0,0.0,-4000000.0,
Sale Of Investment,,,,,90000000.0
Purchase Of Investment,-62000000.0,0.0,0.0,-4000000.0,
Net Intangibles Purchase And Sale,-76000000.0,-57000000.0,-38000000.0,-35000000.0,
Purchase Of Intangibles,-76000000.0,-57000000.0,-38000000.0,-35000000.0,
Net PPE Purchase And Sale,-1000000.0,-1000000.0,-1000000.0,0.0,
Purchase Of PPE,-1000000.0,-1000000.0,-1000000.0,0.0,
Operating Cash Flow,-101000000.0,2362000000.0,277000000.0,-3511000000.0,
Taxes Refund Paid,-378000000.0,-272000000.0,-156000000.0,-69000000.0,
Change In Working Capital,-2490000000.0,-374000000.0,-1871000000.0,-5136000000.0,
Change In Other Current Liabilities,331000000.0,175000000.0,-166000000.0,1000000.0,
Change In Receivables,-7248000000.0,-1019000000.0,-999000000.0,-944000000.0,
Other Non Cash Items,96000000.0,157000000.0,31000000.0,33000000.0,
Provisionand Write Offof Assets,1014000000.0,1078000000.0,938000000.0,884000000.0,
Depreciation And Amortization,71000000.0,67000000.0,63000000.0,36000000.0,
Amortization Cash Flow,41000000.0,32000000.0,30000000.0,36000000.0,
Depreciation,30000000.0,35000000.0,33000000.0,,
Gain Loss On Investment Securities,-23000000.0,70000000.0,,,
Net Foreign Currency Exchange Gain Loss,,,-170000000.0,-221000000.0,
Net Income From Continuing Operations,1609000000.0,1636000000.0,1442000000.0,963000000.0,
