,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,94441000.0,22913000.0,95570000.0,24998000.0,
Repayment Of Debt,-43376000.0,-11153000.0,-50000.0,-25750000.0,
Issuance Of Debt,111787000.0,0.0,42733000.0,306027000.0,
Issuance Of Capital Stock,38494000.0,0.0,28517000.0,109338000.0,
Capital Expenditure,-42554000.0,-46535000.0,-38650000.0,-39844000.0,
End Cash Position,146702000.0,121740000.0,149992000.0,180156000.0,
Other Cash Adjustment Outside Changein Cash,-1000.0,,,,
Beginning Cash Position,121740000.0,149992000.0,180156000.0,46254000.0,
Effect Of Exchange Rate Changes,1705000.0,-2882000.0,0.0,,
Changes In Cash,23258000.0,-25370000.0,-30164000.0,133902000.0,
Financing Cash Flow,48311000.0,-59125000.0,12288000.0,364694000.0,
Net Other Financing Charges,-4000.0,-11153000.0,-25302000.0,-2862000.0,
Interest Paid Cff,-58590000.0,-47972000.0,-33610000.0,-22059000.0,
Net Common Stock Issuance,38494000.0,0.0,28517000.0,109338000.0,
Common Stock Issuance,38494000.0,0.0,28517000.0,109338000.0,
Net Issuance Payments Of Debt,68411000.0,-11153000.0,42683000.0,280277000.0,
Net Long Term Debt Issuance,68411000.0,-11153000.0,42683000.0,280277000.0,
Long Term Debt Payments,-43376000.0,-11153000.0,-50000.0,-25750000.0,
Long Term Debt Issuance,111787000.0,0.0,42733000.0,306027000.0,
Investing Cash Flow,-162048000.0,-35693000.0,-176672000.0,-295634000.0,
Net Other Investing Changes,37000.0,17610000.0,-557000.0,,
Net Investment Purchase And Sale,,,0.0,-26474000.0,0.0
Purchase Of Investment,,,0.0,-26474000.0,0.0
Net Business Purchase And Sale,-119531000.0,-6768000.0,-137465000.0,-229316000.0,
Sale Of Business,,0.0,11022000.0,15033000.0,4321000.0
Purchase Of Business,-119531000.0,-6768000.0,-148487000.0,-244349000.0,
Net Intangibles Purchase And Sale,-38820000.0,-46027000.0,-33265000.0,-34561000.0,
Purchase Of Intangibles,-38820000.0,-46027000.0,-33265000.0,-34561000.0,
Net PPE Purchase And Sale,-3734000.0,-508000.0,-5385000.0,-5283000.0,
Purchase Of PPE,,,-5385000.0,-5283000.0,-1718000.0
Operating Cash Flow,136995000.0,69448000.0,134220000.0,64842000.0,
Taxes Refund Paid,-2837000.0,-2379000.0,-4362000.0,-425000.0,
Interest Received Cfo,,,35061000.0,21600000.0,207000.0
Change In Working Capital,21335000.0,12051000.0,55284000.0,-5714000.0,
Change In Payable,,,,,-209000.0
Change In Receivables,,,,,-4334000.0
Other Non Cash Items,33767000.0,-16338000.0,39866000.0,3148000.0,
Deferred Tax,17961000.0,439000.0,5702000.0,1939000.0,
Depreciation And Amortization,37964000.0,29456000.0,58135000.0,28238000.0,
Amortization Cash Flow,34617000.0,,,,
Depreciation,3347000.0,29456000.0,58135000.0,28238000.0,
Net Income From Continuing Operations,28805000.0,46218000.0,-20405000.0,16055000.0,
