,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-675000000.0,-755938000.0,-506064000.0,-483567000.0,
Issuance Of Debt,,0.0,728373000.0,0.0,
Issuance Of Capital Stock,354308000.0,0.0,396196000.0,0.0,
Capital Expenditure,-116000.0,-284000.0,-3331000.0,-2399000.0,
End Cash Position,405280000.0,732060000.0,1496179000.0,651342000.0,
Other Cash Adjustment Outside Changein Cash,,,,1000.0,
Beginning Cash Position,732060000.0,1496179000.0,651342000.0,1139362000.0,
Effect Of Exchange Rate Changes,1415000.0,-636000.0,576000.0,403000.0,
Changes In Cash,-328195000.0,-763483000.0,844261000.0,-488424000.0,
Financing Cash Flow,346805000.0,-7545000.0,1117681000.0,-4857000.0,
Net Other Financing Charges,59038000.0,,,,-1000.0
Net Common Stock Issuance,354308000.0,0.0,396196000.0,0.0,
Common Stock Issuance,354308000.0,0.0,396196000.0,0.0,
Net Issuance Payments Of Debt,,0.0,728373000.0,0.0,
Net Long Term Debt Issuance,,0.0,728373000.0,0.0,
Long Term Debt Issuance,,0.0,728373000.0,0.0,
Investing Cash Flow,-116000.0,-284000.0,229313000.0,-2399000.0,
Net Investment Purchase And Sale,,0.0,232644000.0,0.0,182828000.0
Sale Of Investment,,0.0,232644000.0,0.0,182828000.0
Net PPE Purchase And Sale,-116000.0,-284000.0,-3331000.0,-2399000.0,
Purchase Of PPE,-116000.0,-284000.0,-3331000.0,-2399000.0,
Operating Cash Flow,-674884000.0,-755654000.0,-502733000.0,-481168000.0,
Taxes Refund Paid,-3611000.0,-133000.0,-1565000.0,-143000.0,
Interest Received Cfo,19107000.0,26970000.0,6267000.0,-627000.0,
Interest Paid Cfo,,-1023000.0,-1166000.0,-627000.0,-68000.0
Change In Working Capital,-64027000.0,11436000.0,21432000.0,2887000.0,
Change In Other Current Liabilities,42248000.0,1455000.0,67460000.0,13668000.0,
Change In Other Current Assets,10010000.0,20558000.0,-21897000.0,,
Change In Payable,-49345000.0,24488000.0,9116000.0,28577000.0,
Change In Receivables,-66940000.0,-35065000.0,-33247000.0,-39358000.0,
Other Non Cash Items,219467000.0,105206000.0,89670000.0,,
Stock Based Compensation,,,,,43348000.0
Depreciation And Amortization,28060000.0,19792000.0,12054000.0,8606000.0,
Depreciation,28060000.0,19792000.0,12054000.0,8606000.0,
Pension And Employee Benefit Expense,,,58226000.0,56398000.0,43489000.0
Net Foreign Currency Exchange Gain Loss,,,34006000.0,-6000.0,275000.0
Net Income From Continuing Operations,-807243000.0,-831720000.0,-611134000.0,-548282000.0,
