,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-22058000.0,-1885000.0,-51912000.0,-109916000.0,
Repayment Of Debt,-2462000.0,-3846000.0,-1921000.0,0.0,
Issuance Of Debt,0.0,0.0,15000000.0,17545000.0,
Issuance Of Capital Stock,0.0,7500000.0,15212000.0,109350000.0,
Capital Expenditure,,,-2059000.0,-66170000.0,-494000.0
End Cash Position,8326000.0,6842000.0,5073000.0,19321000.0,
Other Cash Adjustment Outside Changein Cash,,,2000.0,,
Beginning Cash Position,6838000.0,5073000.0,19321000.0,17687000.0,
Changes In Cash,1488000.0,1769000.0,-14250000.0,1634000.0,
Financing Cash Flow,-2462000.0,3654000.0,28289000.0,126895000.0,
Net Other Financing Charges,,,-2000.0,,
Net Common Stock Issuance,0.0,7500000.0,15212000.0,109350000.0,
Common Stock Issuance,0.0,7500000.0,15212000.0,109350000.0,
Net Issuance Payments Of Debt,-2462000.0,-3846000.0,13079000.0,17545000.0,
Net Long Term Debt Issuance,-2462000.0,-3846000.0,13079000.0,17545000.0,
Long Term Debt Payments,-2462000.0,-3846000.0,-1921000.0,0.0,
Long Term Debt Issuance,0.0,0.0,15000000.0,17545000.0,
Investing Cash Flow,26008000.0,0.0,7314000.0,-81515000.0,
Net Other Investing Changes,,1000.0,,,
Net Investment Purchase And Sale,26008000.0,0.0,9373000.0,-15345000.0,
Sale Of Investment,26008000.0,0.0,9373000.0,,
Purchase Of Investment,0.0,0.0,0.0,-15345000.0,
Net Intangibles Purchase And Sale,0.0,0.0,0.0,0.0,
Purchase Of Intangibles,0.0,0.0,0.0,0.0,
Net PPE Purchase And Sale,0.0,0.0,-2059000.0,-66170000.0,
Sale Of PPE,0.0,135000.0,,,11296000.0
Purchase Of PPE,0.0,0.0,-2059000.0,-66170000.0,
Operating Cash Flow,-22058000.0,-1885000.0,-49853000.0,-43746000.0,
Interest Received Cfo,,,,,0.0
Interest Paid Cfo,,,,,-184000.0
Change In Working Capital,-33064000.0,17524000.0,-5704000.0,-18758000.0,
Change In Other Current Liabilities,-26618000.0,14262000.0,-13261000.0,-5940000.0,
Change In Payable,-3310000.0,4190000.0,-362000.0,-4429000.0,
Change In Receivables,-3136000.0,-928000.0,7919000.0,-8389000.0,
Other Non Cash Items,6010000.0,18574000.0,-5868000.0,126953000.0,
Stock Based Compensation,963000.0,1402000.0,2681000.0,,
Depreciation And Amortization,8210000.0,50612000.0,53239000.0,11499000.0,
Depreciation,8210000.0,50612000.0,53239000.0,11499000.0,
Net Income From Continuing Operations,-4178000.0,-89997000.0,-94201000.0,-163440000.0,
