,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,112300000.0,121600000.0,35100000.0,-49200000.0,
Repayment Of Debt,0.0,-75000000.0,-75000000.0,-85000000.0,
Issuance Of Debt,,,0.0,150000000.0,0.0
Issuance Of Capital Stock,1100000.0,0.0,0.0,20900000.0,
Capital Expenditure,-35100000.0,-26100000.0,-38000000.0,-70800000.0,
End Cash Position,260500000.0,194300000.0,154400000.0,179100000.0,
Beginning Cash Position,194300000.0,154400000.0,179100000.0,170600000.0,
Effect Of Exchange Rate Changes,8900000.0,700000.0,22600000.0,12600000.0,
Changes In Cash,57300000.0,39200000.0,-47300000.0,-4100000.0,
Financing Cash Flow,-55000000.0,-82400000.0,-82400000.0,65500000.0,
Cash Dividends Paid,-48700000.0,,,,
Net Common Stock Issuance,1100000.0,0.0,0.0,20900000.0,
Common Stock Issuance,1100000.0,0.0,0.0,20900000.0,
Net Issuance Payments Of Debt,0.0,-75000000.0,-75000000.0,65000000.0,
Net Long Term Debt Issuance,0.0,-75000000.0,-75000000.0,65000000.0,
Long Term Debt Payments,0.0,-75000000.0,-75000000.0,-85000000.0,
Long Term Debt Issuance,,,0.0,150000000.0,0.0
Investing Cash Flow,-35100000.0,-26100000.0,-38000000.0,-91200000.0,
Net Other Investing Changes,,,,92100000.0,
Net Business Purchase And Sale,,,0.0,-112500000.0,-38200000.0
Purchase Of Business,,,0.0,-112500000.0,-38200000.0
Net Intangibles Purchase And Sale,-33900000.0,-26000000.0,-37500000.0,-55600000.0,
Purchase Of Intangibles,-33900000.0,-26000000.0,-37500000.0,-55600000.0,
Net PPE Purchase And Sale,-1200000.0,-100000.0,-500000.0,-15200000.0,
Purchase Of PPE,-1200000.0,-100000.0,-500000.0,-15200000.0,
Operating Cash Flow,147400000.0,147700000.0,73100000.0,21600000.0,
Taxes Refund Paid,-18800000.0,-12900000.0,-25600000.0,-27700000.0,
Interest Received Cfo,6000000.0,4800000.0,500000.0,800000.0,
Interest Paid Cfo,-800000.0,-3100000.0,-2700000.0,-5500000.0,
Change In Working Capital,40000000.0,52200000.0,-5000000.0,-142000000.0,
Change In Other Current Liabilities,19900000.0,10700000.0,-64900000.0,-39300000.0,
Change In Inventory,11000000.0,32800000.0,20100000.0,-35400000.0,
Change In Receivables,9100000.0,8700000.0,39800000.0,-67300000.0,
Provisionand Write Offof Assets,2500000.0,-3900000.0,-6400000.0,-30200000.0,
Depreciation And Amortization,35200000.0,51700000.0,43200000.0,114200000.0,
Amortization Cash Flow,27200000.0,34200000.0,35300000.0,,
Depreciation,8000000.0,51700000.0,7900000.0,114200000.0,
Gain Loss On Investment Securities,,,,,700000.0
Net Foreign Currency Exchange Gain Loss,-3300000.0,-9800000.0,11900000.0,-5200000.0,
Net Income From Continuing Operations,86600000.0,68700000.0,55400000.0,117200000.0,
