,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-186773000.0,-206950000.0,-253216000.0,-151476000.0,
Issuance Of Capital Stock,0.0,0.0,3493000.0,616596000.0,
Capital Expenditure,-175004000.0,-168888000.0,-137783000.0,-110255000.0,
End Cash Position,193960000.0,231180000.0,607742000.0,836181000.0,
Other Cash Adjustment Outside Changein Cash,,1000.0,1000.0,,
Beginning Cash Position,231180000.0,607742000.0,836181000.0,376171000.0,
Effect Of Exchange Rate Changes,22793000.0,-11687000.0,26283000.0,6415000.0,
Changes In Cash,-60013000.0,-364876000.0,-254723000.0,453595000.0,
Financing Cash Flow,-3571000.0,-4857000.0,-1507000.0,605071000.0,
Net Other Financing Charges,,,-490000.0,,-58000.0
Net Common Stock Issuance,0.0,0.0,3493000.0,616596000.0,
Common Stock Issuance,0.0,0.0,3493000.0,616596000.0,
Investing Cash Flow,-44673000.0,-321957000.0,-137783000.0,-110255000.0,
Net Other Investing Changes,155307000.0,-153069000.0,,,
Net Investment Purchase And Sale,155307000.0,-153069000.0,0.0,,
Sale Of Investment,155307000.0,312348000.0,0.0,,
Purchase Of Investment,0.0,-465417000.0,0.0,,
Net Business Purchase And Sale,-24976000.0,0.0,,,
Purchase Of Business,-24976000.0,0.0,,,
Net Intangibles Purchase And Sale,-172788000.0,-168373000.0,-137048000.0,-105063000.0,
Purchase Of Intangibles,-172788000.0,-168373000.0,-137048000.0,-105063000.0,
Net PPE Purchase And Sale,-2216000.0,-515000.0,-735000.0,-5192000.0,
Purchase Of PPE,-2216000.0,-515000.0,-735000.0,-5192000.0,
Operating Cash Flow,-11769000.0,-38062000.0,-115433000.0,-41221000.0,
Taxes Refund Paid,-718000.0,-564000.0,-583000.0,-320000.0,
Interest Received Cfo,16487000.0,15168000.0,3580000.0,0.0,
Interest Paid Cfo,-178000.0,-215000.0,-255000.0,-243000.0,
Change In Working Capital,4989000.0,-20929000.0,-35325000.0,11588000.0,
Change In Other Current Liabilities,166000.0,-7937000.0,-15315000.0,16053000.0,
Change In Inventory,2622000.0,-6738000.0,-27504000.0,-2296000.0,
Change In Receivables,2201000.0,-6254000.0,7494000.0,-2169000.0,
Other Non Cash Items,886000.0,208000.0,,,
Depreciation And Amortization,23167000.0,24917000.0,23901000.0,13327000.0,
Depreciation,23167000.0,24917000.0,23901000.0,13327000.0,
Net Foreign Currency Exchange Gain Loss,-5636000.0,8900000.0,-863000.0,-4080000.0,
Net Income From Continuing Operations,-50767000.0,-65547000.0,-105887000.0,-61493000.0,
