,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,920000000.0,718000000.0,2232000000.0,1190000000.0,
Repurchase Of Capital Stock,,0.0,-121000000.0,0.0,-498000000.0
Repayment Of Debt,-14191000000.0,-24789000000.0,-13825000000.0,-5987000000.0,
Issuance Of Debt,11716000000.0,10661000000.0,14077000000.0,6834000000.0,
Issuance Of Capital Stock,1007000000.0,0.0,,,
Capital Expenditure,,,-39000000.0,,-4000000.0
End Cash Position,586000000.0,429000000.0,979000000.0,571000000.0,
Beginning Cash Position,429000000.0,979000000.0,571000000.0,15000000.0,
Effect Of Exchange Rate Changes,14000000.0,-4000000.0,53000000.0,3000000.0,
Changes In Cash,143000000.0,-546000000.0,355000000.0,553000000.0,
Financing Cash Flow,-2445000000.0,-15096000000.0,-583000000.0,317000000.0,
Net Other Financing Charges,-318000000.0,-138000000.0,-87000000.0,,197000000.0
Interest Paid Cff,,,-87000000.0,-39000000.0,0.0
Cash Dividends Paid,-659000000.0,-830000000.0,-627000000.0,-468000000.0,
Common Stock Dividend Paid,-659000000.0,-830000000.0,,,-278000000.0
Net Common Stock Issuance,1007000000.0,0.0,-121000000.0,0.0,
Common Stock Payments,,0.0,-121000000.0,0.0,-498000000.0
Common Stock Issuance,1007000000.0,0.0,,,
Net Issuance Payments Of Debt,-2475000000.0,-14128000000.0,252000000.0,847000000.0,
Net Long Term Debt Issuance,-2475000000.0,-14128000000.0,252000000.0,847000000.0,
Long Term Debt Payments,-14191000000.0,-24789000000.0,-13825000000.0,-5987000000.0,
Long Term Debt Issuance,11716000000.0,10661000000.0,14077000000.0,6834000000.0,
Investing Cash Flow,1668000000.0,13832000000.0,-1294000000.0,-954000000.0,
Net Other Investing Changes,32000000.0,4000000.0,-39000000.0,,-3000000.0
Net Investment Purchase And Sale,0.0,1190000000.0,22000000.0,0.0,
Sale Of Investment,0.0,1190000000.0,22000000.0,0.0,
Purchase Of Investment,,,,-249000000.0,-853000000.0
Net Investment Properties Purchase And Sale,1640000000.0,11255000000.0,-710000000.0,-1800000000.0,
Sale Of Investment Properties,2983000000.0,13248000000.0,2273000000.0,263000000.0,
Purchase Of Investment Properties,-1343000000.0,-1993000000.0,-2983000000.0,-2063000000.0,
Net Business Purchase And Sale,-4000000.0,1383000000.0,-567000000.0,621000000.0,
Sale Of Business,,1383000000.0,8000000.0,870000000.0,0.0
Purchase Of Business,-4000000.0,0.0,-575000000.0,-249000000.0,
Net PPE Purchase And Sale,,,-39000000.0,225000000.0,-4000000.0
Operating Cash Flow,920000000.0,718000000.0,2232000000.0,1190000000.0,
Taxes Refund Paid,-9000000.0,-13000000.0,-13000000.0,-3000000.0,
Interest Received Cfo,13000000.0,34000000.0,59000000.0,110000000.0,
Interest Paid Cfo,-1188000000.0,-1429000000.0,-1120000000.0,-679000000.0,
Change In Working Capital,-120000000.0,-600000000.0,534000000.0,41000000.0,
Change In Other Current Liabilities,-50000000.0,-780000000.0,539000000.0,246000000.0,
Change In Other Current Assets,-2000000.0,-84000000.0,,,
Change In Inventory,-2000000.0,-84000000.0,-143000000.0,-189000000.0,
Change In Receivables,-68000000.0,264000000.0,138000000.0,-16000000.0,
Other Non Cash Items,,,,,-39000000.0
Depreciation And Amortization,22000000.0,23000000.0,26000000.0,0.0,
Depreciation,22000000.0,23000000.0,26000000.0,,1000000.0
Net Income From Continuing Operations,2362000000.0,2882000000.0,2933000000.0,1894000000.0,
