,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,1327000.0,-4198000.0,-38985000.0,-19485000.0,
Repurchase Of Capital Stock,,,0.0,-126000.0,-130000.0
Repayment Of Debt,-570000.0,-717000.0,-2143000.0,-7948000.0,
Issuance Of Debt,,,0.0,2000000.0,2185000.0
Issuance Of Capital Stock,-106000.0,66000.0,0.0,98186000.0,
Capital Expenditure,-2621000.0,-18456000.0,-11096000.0,-6048000.0,
End Cash Position,6693000.0,6693000.0,17346000.0,58549000.0,
Beginning Cash Position,3435000.0,8962000.0,58549000.0,3577000.0,
Changes In Cash,3258000.0,-2269000.0,-41203000.0,54972000.0,
Financing Cash Flow,-676000.0,-651000.0,-2143000.0,82745000.0,
Net Common Stock Issuance,-106000.0,66000.0,0.0,98060000.0,
Common Stock Payments,,,0.0,-126000.0,-130000.0
Common Stock Issuance,-106000.0,66000.0,0.0,98186000.0,
Net Issuance Payments Of Debt,-570000.0,-717000.0,-2143000.0,-5948000.0,
Net Long Term Debt Issuance,-570000.0,-717000.0,-2143000.0,-5948000.0,
Long Term Debt Payments,-570000.0,-717000.0,-2143000.0,-7948000.0,
Long Term Debt Issuance,,,0.0,2000000.0,2185000.0
Investing Cash Flow,-14000.0,-15876000.0,-11171000.0,-14336000.0,
Net Investment Purchase And Sale,0.0,887000.0,-75000.0,-300000.0,
Sale Of Investment,0.0,887000.0,,,
Purchase Of Investment,0.0,0.0,-75000.0,-300000.0,
Net Business Purchase And Sale,2607000.0,1693000.0,0.0,-7988000.0,
Sale Of Business,2607000.0,1693000.0,,,
Purchase Of Business,,,0.0,-7988000.0,0.0
Net Intangibles Purchase And Sale,-2621000.0,-18456000.0,-10694000.0,-5351000.0,
Sale Of Intangibles,0.0,0.0,0.0,,
Purchase Of Intangibles,-2621000.0,-18456000.0,-10694000.0,-5351000.0,
Net PPE Purchase And Sale,0.0,0.0,-402000.0,-697000.0,
Purchase Of PPE,0.0,0.0,-402000.0,-697000.0,
Operating Cash Flow,3948000.0,14258000.0,-27889000.0,-13437000.0,
Change In Working Capital,2687000.0,573000.0,-9698000.0,3275000.0,
Change In Other Current Liabilities,4468000.0,2802000.0,-8662000.0,3427000.0,
Change In Receivables,-1781000.0,-2229000.0,-1036000.0,-152000.0,
Other Non Cash Items,-976000.0,5943000.0,-373000.0,-1439000.0,
Deferred Tax,608000.0,357000.0,307000.0,654000.0,
Depreciation And Amortization,5834000.0,14963000.0,9290000.0,7261000.0,
Amortization Cash Flow,,3650000.0,3784000.0,,
Depreciation,5834000.0,14963000.0,5506000.0,7261000.0,
Net Income From Continuing Operations,-4205000.0,-7578000.0,-27415000.0,-23188000.0,
